"","Shom_PJ_011","Shom_PJ_012","Shom_PJ_013","Shom_PJ_014","Shom_PJ_015","Shom_PJ_016","Shom_PJ_017","Shom_PJ_018","Shom_PJ_019"
"Shom_DM18D10_01031",7034,7048,5490,5410,5647,5287,6514,5287,6945
"Shom_DM18D10_01032",1308,1525,1521,2844,2999,2427,2026,1960,2994
"Shom_DM18D10_01033",3106,5039,3811,2130,2376,1856,2552,2284,3729
"Shom_DM18D10_01034",13265,9078,16221,9772,9620,9602,11967,12327,11904
"Shom_DM18D10_01035",10752,12372,10860,8823,9028,10541,9150,8781,11612
"Shom_DM18D10_01036",68000,97053,54067,91719,105115,70656,181594,156032,130183
"Shom_DM18D10_01037",21778,28129,17255,28379,33423,19221,55187,50625,37507
"Shom_DM18D10_01038",47105,67177,39455,65416,79036,40416,132642,113017,83465
"Shom_DM18D10_01039",40506,57896,33898,56995,69795,32302,118385,96529,70476
"Shom_DM18D10_01040",77210,108220,64755,100154,138238,49321,218183,174814,116379
"Shom_DM18D10_01041",11861,15648,10528,13895,20067,7162,30454,25680,17137
"Shom_DM18D10_01042",9668,12267,8363,10484,15049,5909,22624,20141,14092
"Shom_DM18D10_01043",17134,13412,16760,10657,10212,12666,11291,12229,14120
"Shom_DM18D10_01044",9595,9665,8774,4980,4912,4622,6327,6183,6448
"Shom_DM18D10_01045",8691,7732,9356,2980,3157,3232,4048,4381,4872
"Shom_DM18D10_01046",11654,10653,15895,6235,6137,6438,6623,6171,8622
"Shom_DM18D10_01047",4130,3176,6033,1504,1569,2074,1652,1925,2773
"Shom_DM18D10_01048",11290,16625,12444,5944,5478,6501,20787,23809,111245
"Shom_DM18D10_01049",737,719,710,592,586,898,1061,1017,3363
"Shom_DM18D10_01050",2516,2390,2229,1676,1706,2594,3350,3377,10527
"Shom_DM18D10_01051",27171,21592,30429,21101,17803,43219,55486,50553,195958
"Shom_DM18D10_01052",29074,20309,32467,18416,15402,35501,49486,46696,186593
"Shom_DM18D10_01053",17816,13237,19196,13128,10740,26618,35522,32257,144923
"Shom_DM18D10_01054",4761,3051,5296,3045,2704,6236,8040,8345,32155
"Shom_DM18D10_01055",104,79,110,77,85,103,79,57,101
"Shom_DM18D10_01056",216,241,171,141,150,190,254,303,256
"Shom_DM18D10_01057",2506,2991,2426,1877,1765,2529,2303,2347,2986
"Shom_DM18D10_01058",7058,7439,6156,5387,4499,4145,9381,5787,6826
"Shom_DM18D10_01059",8864,10537,9365,12664,9843,8273,17374,10277,12045
"Shom_DM18D10_01060",143153,126760,213827,30368,29842,33323,50784,41533,43908
"Shom_DM18D10_01061",4894,9647,6064,3910,4276,1826,7503,5585,3946
"Shom_DM18D10_01062",3986,8341,5122,3541,3617,1601,7211,5009,3467
"Shom_DM18D10_01063",4622,7691,5163,3299,3242,1692,7221,5235,3440
"Shom_DM18D10_01064",4651,3474,6215,1724,1690,2158,2380,2982,3140
"Shom_DM18D10_01065",4966,3751,6817,2097,2069,2581,3105,3270,3928
"Shom_DM18D10_01066",1472,1266,1798,1200,1286,1157,1021,1043,1276
"Shom_DM18D10_01067",7291,5323,9818,3041,3238,2582,4877,4529,4427
"Shom_DM18D10_01068",7562,6609,8873,3950,4128,5981,4721,3946,5479
"Shom_DM18D10_01069",8598,9261,11616,7345,7853,7665,5084,5900,10153
"Shom_DM18D10_01070",7470,11518,9277,4021,3664,4623,12450,11923,13180
"Shom_DM18D10_01071",9195,17447,10229,5121,4867,5395,18149,17824,19004
"Shom_DM18D10_01072",4226,2931,5319,506,607,977,663,948,1313
"Shom_DM18D10_01073",489,476,566,2147,1472,1027,2943,1562,1437
"Shom_DM18D10_01074",1058,1052,1351,822,772,753,1104,1094,1319
"Shom_DM18D10_01075",58881,47220,91258,43206,40135,44768,76061,77565,81196
"Shom_DM18D10_01076",2233,2189,2628,3214,2998,2675,4885,4902,5050
"Shom_DM18D10_01077",20608,18962,31915,24178,22029,22553,30646,26951,41027
"Shom_DM18D10_01078",36361,35368,41603,33381,31265,36698,53985,49726,60894
"Shom_DM18D10_01079",6707,6710,9065,4897,4806,4857,6013,4602,5731
"Shom_DM18D10_01080",21947,15799,25129,26293,23701,41791,32558,27067,37194
"Shom_DM18D10_01081",2298,1880,3329,5003,4772,5648,3635,3203,3784
"Shom_DM18D10_01082",39349,28629,50765,12955,13515,13514,15618,16900,19527
"Shom_DM18D10_01083",14527,14730,11835,28164,26879,27648,30423,27114,31774
"Shom_DM18D10_01084",7013,6249,9289,6859,6686,7322,9185,9588,11036
"Shom_DM18D10_01085",14529,10084,22676,5255,5041,6319,7022,7296,8158
"Shom_DM18D10_01086",20829,14745,27769,9249,9072,9171,10147,9949,11992
"Shom_DM18D10_01087",3714,5117,4011,19474,19890,13572,25520,17923,16675
"Shom_DM18D10_01088",7413,5692,10846,2504,2764,2802,3461,3738,4447
"Shom_DM18D10_01089",918,782,1350,352,357,339,480,479,652
"Shom_DM18D10_01090",22087,19400,31390,9211,9034,9812,10390,10394,13658
"Shom_DM18D10_01091",6016,5006,7012,2395,2327,2450,2659,2649,3454
"Shom_DM18D10_01092",5169,3513,6091,2795,2499,2645,2702,2943,2615
"Shom_DM18D10_01093",7155,7041,11494,2462,2983,2779,4113,4583,6113
"Shom_DM18D10_01094",13941,14683,21439,5685,6470,5861,10291,9864,13869
"Shom_DM18D10_01095",13968,15966,20095,5973,7140,5893,11995,11251,15762
"Shom_DM18D10_01096",9298,12037,11887,5160,6359,3920,13408,11427,13308
"Shom_DM18D10_01097",2801,2869,3985,1036,1092,1207,2894,2698,3164
"Shom_DM18D10_01098",13817,12277,19207,4984,4946,5604,11057,10138,13662
"Shom_DM18D10_01099",22438,16096,30929,8575,8058,8599,18072,16930,18061
"Shom_DM18D10_01100",3352,2910,4985,866,783,1094,1894,2023,2720
"Shom_DM18D10_01101",955,898,1404,267,284,349,537,541,725
"Shom_DM18D10_01102",18740,14914,27760,4864,5007,6493,8393,9320,12164
"Shom_DM18D10_01103",34837,27456,52288,9635,9770,13088,17010,18162,22686
"Shom_DM18D10_01104",51782,38290,68971,21487,19935,26612,30913,32876,41796
"Shom_DM18D10_01105",1336,2107,1864,47534,28807,12422,82102,32479,19991
"Shom_DM18D10_01106",135,103,201,133,139,209,123,153,288
"Shom_DM18D10_01107",6325,4102,5348,3130,2887,3704,2974,2538,3142
"Shom_DM18D10_01108",20908,13380,18375,9822,9278,12602,10469,9959,12269
"Shom_DM18D10_01109",28886,20740,27361,14830,13852,18716,15827,14815,18393
"Shom_DM18D10_01110",5111,4429,6403,1648,1775,1961,2353,2314,2916
"Shom_DM18D10_01111",13031,10383,17205,5996,5290,5792,7543,6641,7217
"Shom_DM18D10_01112",51474,26262,59396,65276,53101,90118,66450,69908,76008
"Shom_DM18D10_01113",2897,4893,2644,4203,5099,2074,7498,6355,4360
"Shom_DM18D10_01114",1019,1624,894,1371,1767,633,2509,2135,1316
"Shom_DM18D10_01115",26123,30265,24895,20663,18095,23107,34722,36056,40063
"Shom_DM18D10_01116",5153,7368,4739,8527,6947,5514,13264,14212,12502
"Shom_DM18D10_01117",3562,5385,3465,7485,5930,4403,10900,10883,9618
"Shom_DM18D10_01118",9514,12139,10370,21569,19172,15937,20833,16560,36567
"Shom_DM18D10_01119",25302,34895,24411,46747,43475,34285,63028,46412,91136
"Shom_DM18D10_01120",28642,40792,27728,64172,55917,40449,95015,66796,114309
"Shom_DM18D10_01121",10691,14121,10593,24609,20988,15570,35499,26589,42014
"Shom_DM18D10_01122",7192,12262,7491,21071,18052,12359,28635,21599,40919
"Shom_DM18D10_01123",3571,6998,3989,15528,14186,8755,18119,14087,32586
"Shom_DM18D10_01124",3609,7821,3978,23195,20418,13490,24854,21552,55268
"Shom_DM18D10_01125",5531,8498,7050,23194,20548,15462,26462,22938,56251
"Shom_DM18D10_01126",95550,119563,98994,127758,131159,65472,215387,89622,55769
"Shom_DM18D10_01127",1518,481,1254,2955,2222,5306,3244,3785,5153
"Shom_DM18D10_01128",27405,27370,26140,8927,9273,8306,9513,10157,10153
"Shom_DM18D10_01129",12035,9344,11981,6150,6071,6555,29785,26027,17431
"Shom_DM18D10_01130",11144,8465,16142,5230,5308,5187,4648,5236,6300
"Shom_DM18D10_01131",1412,1321,1834,1982,1885,1762,20540,15661,8032
"Shom_DM18D10_01132",2178,2474,2182,2866,2567,2214,37306,23011,9389
"Shom_DM18D10_01133",5808,5801,5834,5274,5488,5261,5612,5993,6154
"Shom_DM18D10_01134",2780,2501,3989,1781,1824,2264,1798,2238,2680
"Shom_DM18D10_01135",12861,12775,17395,8246,8290,10047,8293,9666,14079
"Shom_DM18D10_01136",68541,63844,68075,32107,31675,29262,36021,34522,39358
"Shom_DM18D10_01137",2576,3296,3030,368699,382908,299597,487179,387411,367701
"Shom_DM18D10_01138",12702,13826,15813,188221,182780,142826,263141,194782,171952
"Shom_DM18D10_01139",728481,1124886,695309,919385,874829,798733,1372024,1146904,1108758
"Shom_DM18D10_01140",1003049,617038,1395044,535995,526805,770949,477149,431695,593422
"Shom_DM18D10_01141",1548,1362,2609,1027,1119,996,832,772,1383
"Shom_DM18D10_01142",227828,152009,341386,39656,39822,48767,59230,57682,62773
"Shom_DM18D10_01143",1882,1323,2237,2428,1893,2560,2779,2841,3648
"Shom_DM18D10_01144",2932,1363,2868,2158,2035,3163,2785,3354,3500
"Shom_DM18D10_01145",2569,1773,3256,1419,1063,1985,3367,4202,3982
"Shom_DM18D10_01146",287,251,186,1116,736,1330,3989,5632,4513
"Shom_DM18D10_01147",16052,20343,14738,5428,4004,6979,17992,24188,20060
"Shom_DM18D10_01148",21739,23540,31350,7312,6793,10187,20465,31775,36077
"Shom_DM18D10_01149",19505,20289,28739,7524,6666,9428,20576,25842,27847
"Shom_DM18D10_01150",273,190,357,35,28,50,33,46,55
"Shom_DM18D10_01151",2744,2211,4028,404,412,547,377,549,679
"Shom_DM18D10_01152",6451,5694,7901,3499,4151,2579,3105,2413,2497
"Shom_DM18D10_01153",59124,61973,66623,31337,39079,24152,26214,18424,24409
"Shom_DM18D10_01154",22638,9522,17584,57432,43555,137196,65736,52799,106828
"Shom_DM18D10_01155",64,28,51,45,45,80,73,81,105
"Shom_DM18D10_01156",1371,1328,1760,660,662,752,685,742,998
"Shom_DM18D10_01157",528,510,812,215,222,246,203,239,301
"Shom_DM18D10_01158",896,920,1247,365,397,409,342,367,476
"Shom_DM18D10_01159",299,331,359,1253,1077,876,2057,1806,1768
"Shom_DM18D10_01160",742,1397,772,3908,3656,2862,6657,5964,6065
"Shom_DM18D10_01161",7061,5713,10522,4125,4104,4425,4105,4335,5212
"Shom_DM18D10_01162",452,360,397,328,251,427,1164,1618,1377
"Shom_DM18D10_01163",12009,9735,12661,5512,5835,6576,6601,7060,7454
"Shom_DM18D10_01164",469706,577231,495583,333822,346411,337969,545645,454222,586664
"Shom_DM18D10_01165",1188,2442,1456,673,944,679,1468,1506,1761
"Shom_DM18D10_01166",2069,2465,1979,4272,3314,4212,7243,8407,10191
"Shom_DM18D10_01167",2030,2270,1821,2484,1979,2505,4946,5380,6942
"Shom_DM18D10_01168",12017,5755,13259,16858,13837,32889,15088,15232,23234
"Shom_DM18D10_01169",6561,9044,7867,148788,121513,238695,59439,48230,150445
"Shom_DM18D10_01170",3330,2159,4427,2194,2100,2662,1846,1959,2512
"Shom_DM18D10_01171",23362,16385,16057,74980,62616,151109,80304,76550,105709
"Shom_DM18D10_01172",2946,2544,3088,6102,4917,6048,7270,7550,6917
"Shom_DM18D10_01173",2052,2162,2189,1931,1619,1499,2189,2263,2330
"Shom_DM18D10_01174",584,590,691,386,350,375,491,444,603
"Shom_DM18D10_01175",9498,8280,14842,3727,3683,4956,3277,3513,6060
"Shom_DM18D10_01176",20505,20123,17269,295257,275436,276941,375769,378747,321169
"Shom_DM18D10_01177",1325,778,1546,3080,2571,1224,3213,2911,3478
"Shom_DM18D10_01178",24577,15364,27336,54478,44231,23947,60050,51789,65991
"Shom_DM18D10_01179",653,500,847,1264,968,619,1564,1297,2130
"Shom_DM18D10_01180",3507,2475,4620,1034,1056,1359,1266,1631,2182
"Shom_DM18D10_01181",27571,11723,24721,13532,10805,13611,19549,28228,21643
"Shom_DM18D10_01182",2739,1820,3431,1379,1234,1503,1866,2254,2234
"Shom_DM18D10_01183",61504,48437,86966,27440,27522,22886,28402,24667,31098
"Shom_DM18D10_01184",20427,27493,22881,16182,16646,14922,19268,19082,24335
"Shom_DM18D10_01185",18729,24173,21309,15165,14973,12968,19465,18814,20810
"Shom_DM18D10_01186",2637,2477,3289,4760,4940,4548,12452,9389,14481
"Shom_DM18D10_01187",228602,130387,304529,128471,110632,231440,152361,149184,222676
"Shom_DM18D10_01188",9299,7277,12962,4286,4352,4664,3827,4584,5836
"Shom_DM18D10_01189",564,837,844,230,282,309,399,484,647
"Shom_DM18D10_01190",24897,43691,27885,13726,14867,8947,21394,20949,18438
"Shom_DM18D10_01191",237935,444608,219128,284146,269583,145259,412132,407640,326855
"Shom_DM18D10_01192",140635,127391,114536,6898,6057,14138,9722,8731,18061
"Shom_DM18D10_01193",137141,45235,146463,29588,28389,43245,30580,21324,23053
"Shom_DM18D10_01194",5639,4078,6579,3823,3756,5018,3389,3354,5822
"Shom_DM18D10_01195",7365,4768,9418,7043,5288,6477,12520,11508,12089
"Shom_DM18D10_01196",22262,14598,26145,15093,14942,21835,13333,12470,17818
"Shom_DM18D10_01197",152,78,187,151,117,162,119,109,157
"Shom_DM18D10_01198",97,119,169,794,530,363,1130,711,672
"Shom_DM18D10_01199",323,583,456,4003,2556,1180,6347,3264,2779
"Shom_DM18D10_01200",170,288,246,1457,957,426,2707,1427,1047
"Shom_DM18D10_01201",538,999,786,3710,2633,1085,8027,3490,2590
"Shom_DM18D10_01202",116,186,134,661,515,173,1703,665,449
"Shom_DM18D10_01203",1497,2395,1825,5725,4835,1731,15541,6321,3871
"Shom_DM18D10_01204",4524,6871,4743,2097,2219,2012,3562,3350,5144
"Shom_DM18D10_01205",193,196,249,73,83,102,179,115,240
"Shom_DM18D10_01206",74764,72860,58053,21122,35148,20604,26326,18504,15774
"Shom_DM18D10_01207",33236,33132,27049,10240,18301,8458,13835,9120,7166
"Shom_DM18D10_01208",28003,27407,24435,9314,18112,7928,13793,8881,5744
"Shom_DM18D10_01209",208,165,238,2252,1644,2841,3491,3901,3939
"Shom_DM18D10_01210",5050,4639,7581,3211,3215,3840,2913,3804,5896
"Shom_DM18D10_01211",4173,4657,6932,4315,4229,4686,4370,5046,7403
"Shom_DM18D10_01212",1444,1552,2362,797,797,850,978,1049,1470
"Shom_DM18D10_01213",780607,533023,735471,286699,299465,379411,543805,504269,322079
"Shom_DM18D10_01214",7601,6619,8701,10354,9509,11508,8587,10071,15134
"Shom_DM18D10_01215",226812,116052,146557,1312865,1097422,1240116,1331568,1193495,1275538
"Shom_DM18D10_01216",4029,4212,6069,2912,3244,2672,3156,3149,3934
"Shom_DM18D10_01217",10916,4871,9888,12644,10984,22972,11758,10509,20369
"Shom_DM18D10_01218",12675,3590,9603,30873,25102,60414,26885,26425,48845
"Shom_DM18D10_01219",24537,24847,38314,6623,7066,6781,5936,5107,7920
"Shom_DM18D10_01220",40143,27886,26174,245566,299607,342567,311281,196670,248695
"Shom_DM18D10_01221",4401,9484,5648,3154,3576,1493,4314,3816,2805
"Shom_DM18D10_01222",41202,27191,40224,19109,17382,21231,28527,33225,30568
"Shom_DM18D10_01223",68040,78871,60844,58842,61065,79531,109136,112760,132847
"Shom_DM18D10_01224",16403,16800,28446,9706,9343,11985,8889,10120,16520
"Shom_DM18D10_01225",3454,4661,3330,7158,6399,13617,7252,6587,13572
"Shom_DM18D10_01226",1886,2642,1957,4310,3806,8406,4424,3828,8465
"Shom_DM18D10_01227",1086,1573,1166,2599,2162,5120,2507,2104,5516
"Shom_DM18D10_01228",4075,5218,4440,8447,7196,18175,8050,7082,17570
"Shom_DM18D10_01229",3155,3429,3468,5828,4908,14597,5318,4274,11437
"Shom_DM18D10_01230",41065,59286,32272,241756,235682,209705,283217,295221,290225
"Shom_DM18D10_01231",20688,12214,23469,28856,25364,29200,35724,38177,39821
"Shom_DM18D10_01232",18308,20848,18797,22759,21968,19934,29160,29079,31689
"Shom_DM18D10_01233",7993,3863,7415,7751,6330,11308,9189,12060,12838
"Shom_DM18D10_01234",2812,2010,4221,1189,1319,1298,1327,1616,1739
"Shom_DM18D10_01235",3933,3228,6028,1275,1467,1321,1593,1636,1908
"Shom_DM18D10_01236",6195,4856,8924,1976,2122,1994,2388,2499,2609
"Shom_DM18D10_01237",11399,8665,9127,1957,2012,2681,2507,2938,3439
"Shom_DM18D10_01238",23975,27753,18268,7158,7331,6211,10199,9861,10290
"Shom_DM18D10_01239",9847,12546,9496,4728,4870,3418,7539,6789,5990
"Shom_DM18D10_01240",12453,11171,14784,8083,8576,8709,6967,8559,9879
"Shom_DM18D10_01241",3373,2323,5150,843,868,1063,1186,1449,1583
"Shom_DM18D10_01242",20972,15650,31078,4348,4555,5886,7480,7772,9261
"Shom_DM18D10_01243",2225,1304,2536,1870,1629,1502,1882,2111,2472
"Shom_DM18D10_01244",614,322,686,476,480,479,592,644,601
"Shom_DM18D10_01245",412458,393273,460664,473945,500540,392030,484852,348986,231467
"Shom_DM18D10_01246",1662,1489,2209,1031,1031,1037,1398,1673,1658
"Shom_DM18D10_01247",2550,1408,2432,3937,3437,3764,4060,4361,4027
"Shom_DM18D10_01248",3726,3660,3379,8229,12370,6251,13113,7575,4820
"Shom_DM18D10_01249",145138,127665,140435,191842,163783,292953,252350,188536,254764
"Shom_DM18D10_01250",42874,36007,41798,21626,21102,24386,27900,24219,28990
"Shom_DM18D10_01251",15826,8216,9996,9556,7997,12056,11156,17450,14405
"Shom_DM18D10_01252",10548,14641,9636,11410,11423,11430,16348,15316,14724
"Shom_DM18D10_01253",4261,3307,5670,1683,1680,2197,1773,2112,2916
"Shom_DM18D10_01254",12898,16153,15357,17186,18714,10579,24450,20417,15332
"Shom_DM18D10_01255",6817,6664,10161,1308,1603,2000,2068,2369,3300
"Shom_DM18D10_01256",15806,15199,24122,4659,4808,5962,5806,5949,8020
"Shom_DM18D10_01257",4502,9071,6313,3788,4355,2975,4983,5302,5688
"Shom_DM18D10_01258",6327,10293,7566,4742,4857,3785,6912,6136,6916
"Shom_DM18D10_01259",13367,9986,17526,4504,4302,4147,5340,4936,5538
"Shom_DM18D10_01260",1771,2655,1764,2371,2450,1882,2902,2487,2769
"Shom_DM18D10_01261",11933,19228,11602,6971,7100,6129,11113,10374,12531
"Shom_DM18D10_01262",33182,39432,31971,73985,70355,62436,80882,64530,81765
"Shom_DM18D10_01263",17450,19299,16712,39759,35736,47949,67989,66604,69666
"Shom_DM18D10_01264",3092,4448,3015,8577,8167,7865,15372,15323,13898
"Shom_DM18D10_01265",5054,7517,4528,14403,14397,11005,28577,25984,23443
"Shom_DM18D10_01266",8046,11979,7846,24662,21558,24629,49733,39442,42384
"Shom_DM18D10_01267",21402,23742,11753,2787,2155,7685,5472,11832,14748
"Shom_DM18D10_01268",13015,16188,6585,1278,1018,2529,2714,7309,5734
"Shom_DM18D10_01269",7630,7242,8160,7102,7254,9347,8470,6806,8994
"Shom_DM18D10_01270",15331,16139,15724,17023,16468,19210,19874,15747,20099
"Shom_DM18D10_01271",47899,53096,44184,13222,13778,16083,22965,22816,25408
"Shom_DM18D10_01272",5105,4659,4557,4639,3767,4991,9799,11761,9992
"Shom_DM18D10_01273",6271,2741,5027,9284,7585,14368,11872,9622,10472
"Shom_DM18D10_01274",6555,5410,9426,3969,3990,4438,4793,4618,5866
"Shom_DM18D10_01275",14620,11018,20885,7631,7409,7445,9745,8628,9778
"Shom_DM18D10_01276",2442,3228,2373,4851,5040,3968,4467,3861,4288
"Shom_DM18D10_01277",10345,10807,13139,5834,5628,5640,6134,5158,7541
"Shom_DM18D10_01278",8202,5551,5204,33750,28054,28144,39852,44888,34661
"Shom_DM18D10_01279",3719,3503,5083,4423,4652,4239,2675,2976,5029
"Shom_DM18D10_01280",4821,4780,6301,2249,2393,3048,2063,2377,3627
"Shom_DM18D10_01281",6081,7220,5803,2485,2588,2769,2844,2581,3778
"Shom_DM18D10_01282",15099,14737,18613,18425,16333,17350,26257,20443,24282
"Shom_DM18D10_01283",7205,8307,7999,8132,8226,8136,9423,9328,10949
"Shom_DM18D10_01284",6956,6527,10060,2475,2536,3033,2818,3228,4144
"Shom_DM18D10_01285",784,697,1008,292,277,290,302,333,434
"Shom_DM18D10_01286",8610,7544,11795,3382,3216,4120,3632,4107,5381
"Shom_DM18D10_01287",850,608,957,879,782,600,2239,1524,1156
"Shom_DM18D10_01288",24169,12861,27113,20038,18551,39221,18088,16553,31468
"Shom_DM18D10_01289",3230,2574,3848,717,711,1068,1338,1261,1409
"Shom_DM18D10_01290",4614,5895,5908,5610,5030,4744,7770,6814,8273
"Shom_DM18D10_01291",14706,24850,18841,16782,16367,12320,19527,15720,23392
"Shom_DM18D10_01292",17799,37162,18732,26662,23931,16997,31695,23096,37011
"Shom_DM18D10_01293",19756,36428,21855,27738,25859,18013,33663,24848,34600
"Shom_DM18D10_01294",24260,19353,36956,8714,8692,8270,11086,10306,11465
"Shom_DM18D10_01295",137007,110666,212253,47746,47927,48717,53796,52162,60956
"Shom_DM18D10_01296",5320,4390,8716,1184,1394,1580,1545,1898,2323
"Shom_DM18D10_01297",13176,11302,20439,3526,3732,4100,4644,4948,6193
"Shom_DM18D10_01298",27650,11141,23815,40192,34504,50291,49051,57699,60585
"Shom_DM18D10_01299",3062,2312,4282,2682,2273,2489,3802,5076,4651
"Shom_DM18D10_01300",11976,7870,14247,5125,4870,5489,3999,3234,4139
"Shom_DM18D10_01301",6696,5822,10333,1280,1473,1908,1467,1765,2279
"Shom_DM18D10_01302",4013,3737,6469,2026,2070,3297,2921,2992,5287
"Shom_DM18D10_01303",17954,16540,17238,23279,30610,23457,30052,26936,15355
"Shom_DM18D10_01304",2445,2587,2522,3631,4939,4799,4378,3992,2924
"Shom_DM18D10_01305",6810,7760,7052,9940,14183,15297,10862,10094,8694
"Shom_DM18D10_01306",5969,13753,9917,20231,28117,25510,33351,27066,16056
"Shom_DM18D10_01307",2024,4854,3537,6074,10322,8021,10703,7587,5491
"Shom_DM18D10_01308",984,2932,1868,2843,4268,4252,5295,3639,3004
"Shom_DM18D10_01309",4623,9687,7061,9339,11475,13962,13672,10342,12994
"Shom_DM18D10_01310",3138,5604,4297,5365,6159,7150,7391,6274,7699
"Shom_DM18D10_01311",8417,15690,11812,14234,15440,18866,19535,15495,19676
"Shom_DM18D10_01312",5992,12447,9821,10790,12033,15473,16048,11798,15433
"Shom_DM18D10_01313",7495,9129,19947,8327,8960,21720,11238,12140,10592
"Shom_DM18D10_01314",10365,6231,12304,6881,6734,7195,6154,6216,8781
"Shom_DM18D10_01315",52595,45295,73187,10501,11805,13800,17304,18465,24568
"Shom_DM18D10_01316",14065,12148,24578,5307,6040,6257,4289,4472,7573
"Shom_DM18D10_01317",108776,82185,131441,44829,44953,44074,55839,57065,47446
"Shom_DM18D10_01318",11388,8221,16790,3386,3440,4331,3950,4692,5374
"Shom_DM18D10_01319",53541,18849,40358,86976,74353,119809,92895,86141,96027
"Shom_DM18D10_01320",2433,2342,3573,1875,1698,1474,1763,1658,2447
"Shom_DM18D10_01321",12787,20763,14346,17567,16983,12150,24173,20850,20180
"Shom_DM18D10_01322",28292,23243,41015,9089,8795,9731,10439,10393,12507
"Shom_DM18D10_01323",10510,8930,15358,3633,3671,3904,4025,4342,5386
"Shom_DM18D10_01324",258,253,308,61,60,61,61,66,69
"Shom_DM18D10_01325",22853,20996,28229,19900,19648,16394,20588,17911,24111
"Shom_DM18D10_01326",12181,8980,16428,8184,8258,6473,10473,9488,9940
"Shom_DM18D10_01327",26756,19095,39992,6887,6424,6883,8534,7548,7786
"Shom_DM18D10_01328",458,390,561,277,302,264,332,356,338
"Shom_DM18D10_01329",31389,40786,36794,16637,18927,16266,21888,20739,20603
"Shom_DM18D10_01330",9976,8848,13170,5784,6238,6376,7499,7144,9066
"Shom_DM18D10_01331",4034,3661,5507,2403,2494,2661,3092,2949,3648
"Shom_DM18D10_01332",452,558,583,254,292,374,262,317,355
"Shom_DM18D10_01333",48,44,86,36,22,30,32,49,57
"Shom_DM18D10_01334",61,58,115,35,30,40,60,65,70
"Shom_DM18D10_01335",51,40,77,24,23,38,39,37,49
"Shom_DM18D10_01336",92,56,144,51,51,79,63,71,112
"Shom_DM18D10_01337",76,76,143,56,42,57,86,75,88
"Shom_DM18D10_01338",682,526,929,433,362,422,590,521,499
"Shom_DM18D10_01339",920,591,1221,473,395,501,791,633,684
"Shom_DM18D10_01340",1451,996,1880,873,740,821,1272,1038,1035
"Shom_DM18D10_01341",435,293,517,294,224,297,408,307,315
"Shom_DM18D10_01342",1006,715,1214,691,585,763,981,797,815
"Shom_DM18D10_01343",77,58,96,76,71,72,77,96,101
"Shom_DM18D10_01344",749,598,927,528,492,639,703,738,735
"Shom_DM18D10_01345",708,676,986,652,549,727,959,1110,1567
"Shom_DM18D10_01346",10620,6465,12765,9333,9661,7761,9512,7340,5902
"Shom_DM18D10_01347",9517,6743,12982,7738,7718,7689,8190,8619,10027
"Shom_DM18D10_01348",779,590,1094,555,593,552,664,661,776
"Shom_DM18D10_01349",2009,1050,2210,1419,1306,1917,1444,1822,1918
"Shom_DM18D10_01350",23695,16955,23009,5363,5766,5435,7263,7235,8273
"Shom_DM18D10_01351",171,190,181,249,191,103,243,197,367
"Shom_DM18D10_01352",952,810,1266,1427,1242,1378,1639,1799,1839
"Shom_DM18D10_01353",2040,1609,2861,2356,1735,2021,2329,2621,3086
"Shom_DM18D10_01354",898,896,1112,287,295,200,525,427,1040
"Shom_DM18D10_01355",167,143,187,38,38,34,102,129,223
"Shom_DM18D10_01356",5211,3106,6257,3740,3125,3877,6096,7939,6426
"Shom_DM18D10_01357",75539,58934,108639,32655,32365,37304,34119,35408,48227
"Shom_DM18D10_01358",858815,524942,1027024,115253,117757,122519,183845,174648,133206
"Shom_DM18D10_01359",4346,4143,5518,3251,3338,3529,2907,2986,4602
"Shom_DM18D10_01360",49210,30646,60057,52011,48570,59265,57206,57215,62681
"Shom_DM18D10_01361",13591,11012,20298,7843,7422,7294,8317,7433,10525
"Shom_DM18D10_01362",6746,5371,10927,3758,3615,3847,3502,3534,5182
"Shom_DM18D10_01363",4418,3629,6438,9881,8260,8110,2617,2454,4207
"Shom_DM18D10_01364",3829,2649,5494,5862,5052,5187,1990,2244,3250
"Shom_DM18D10_01365",4494,4329,3858,2513,2252,2662,2985,2757,3987
"Shom_DM18D10_01366",2362,2676,3288,1495,1499,1499,1117,1298,1966
"Shom_DM18D10_01367",12972,15722,16376,11688,11475,10257,10514,9184,12076
"Shom_DM18D10_01368",5995,7858,7298,5555,5350,4859,6553,5505,6668
"Shom_DM18D10_01369",1307,1387,1951,910,1015,1153,850,1023,1637
"Shom_DM18D10_01370",14504,20831,24600,3139,3254,3081,3536,3492,4771
"Shom_DM18D10_01371",42335,60478,57733,10201,9955,9014,13430,12143,15321
"Shom_DM18D10_01372",4090,4861,6377,2133,2308,2705,2200,2159,3548
"Shom_DM18D10_01373",47154,35172,67627,28225,26801,25078,28806,28956,32956
"Shom_DM18D10_01374",4545,3228,6088,1925,1987,1812,2471,2201,2492
"Shom_DM18D10_01375",3715,2637,4976,1527,1640,1592,1966,1869,1952
"Shom_DM18D10_01376",13870,12287,20481,3988,4239,4136,4694,4811,6447
"Shom_DM18D10_01377",16239,11899,22568,5833,5906,4786,7771,7013,7190
"Shom_DM18D10_01378",5807,4189,8774,2485,2668,3095,2337,2771,3678
