"","Shom_PJ_011","Shom_PJ_012","Shom_PJ_013","Shom_PJ_014","Shom_PJ_015","Shom_PJ_016","Shom_PJ_017","Shom_PJ_018","Shom_PJ_019"
"Shom_DM18D10_02119",19086,24130,23559,9676,9907,9228,15508,12355,13682
"Shom_DM18D10_02120",37037,29992,42939,34182,31289,32427,35474,34942,45331
"Shom_DM18D10_02121",18560,16315,20972,16758,15510,17786,17797,17403,23389
"Shom_DM18D10_02122",33302,21265,39419,32096,28744,41142,31755,29732,37924
"Shom_DM18D10_02123",910,956,1780,330,369,558,221,268,408
"Shom_DM18D10_02124",91757,59119,115605,17011,19507,23398,30161,43465,38531
"Shom_DM18D10_02125",38583,29779,37235,20201,18545,21246,35082,31604,33113
"Shom_DM18D10_02126",4281,4772,4236,3366,2857,2843,7794,6580,6699
"Shom_DM18D10_02127",2770,3502,2696,2523,2354,1978,5948,5237,5377
"Shom_DM18D10_02128",3021,4582,2813,3901,3318,2488,10314,7860,7361
"Shom_DM18D10_02129",4863,7391,4520,6013,5057,3768,15509,11483,11671
"Shom_DM18D10_02130",4444,5253,3883,4508,3948,3272,10860,8921,8458
"Shom_DM18D10_02131",5095,5190,4440,4271,3693,3441,10150,8959,8992
"Shom_DM18D10_02132",4209,3715,3764,2873,2415,2897,5117,5765,7118
"Shom_DM18D10_02133",123891,97312,181155,34358,35500,34324,51168,42905,46803
"Shom_DM18D10_02134",15955,12784,23012,7611,7941,8477,9207,11375,12102
"Shom_DM18D10_02135",20598,22909,24438,97445,76193,60139,179424,113410,89861
"Shom_DM18D10_02136",4978,10021,5590,38885,29217,19569,77993,47728,36336
"Shom_DM18D10_02137",4923,9550,5240,40644,29304,18961,87566,52616,37596
"Shom_DM18D10_02138",10284,15657,11715,71312,51083,33995,157962,92434,64636
"Shom_DM18D10_02139",3283,4439,4121,18436,13506,9401,43860,27910,20598
"Shom_DM18D10_02140",42496,35351,41724,33272,31978,36055,31659,30100,39391
"Shom_DM18D10_02141",480,402,759,342,363,504,534,609,837
"Shom_DM18D10_02142",2753,2269,3952,1844,1428,1176,2112,1668,7189
"Shom_DM18D10_02143",95657,75121,144313,37617,39378,40213,48446,44999,55236
"Shom_DM18D10_02144",50870,45014,77021,22296,24404,25492,21142,22510,32571
"Shom_DM18D10_02145",1743,1447,1909,5895,5046,9208,11845,21120,17008
"Shom_DM18D10_02146",1202,1060,1119,5546,5029,6936,10710,20383,14078
"Shom_DM18D10_02147",291,339,240,2055,1747,1652,3860,8894,4856
"Shom_DM18D10_02148",1113,1018,1312,4760,4136,3904,8392,18001,8770
"Shom_DM18D10_02149",1122,998,1362,6556,5700,4633,11962,24836,12032
"Shom_DM18D10_02150",582,561,710,2859,2611,2084,6001,13370,5607
"Shom_DM18D10_02151",631,473,680,4512,3495,1804,9580,21774,6519
"Shom_DM18D10_02152",10230,6475,13256,6188,6045,6940,5293,6386,7522
"Shom_DM18D10_02153",1711,2842,2035,1737,1581,1822,2916,3176,3546
"Shom_DM18D10_02154",1312,898,2073,403,395,577,554,726,813
"Shom_DM18D10_02155",8727,4393,11866,3282,3275,3423,4086,4537,3705
"Shom_DM18D10_02156",61625,46737,99689,23381,25341,25578,18417,21133,22769
"Shom_DM18D10_02157",3469,5618,4311,3564,3901,2990,3693,4460,5183
"Shom_DM18D10_02158",36998,31733,48391,19911,19995,17217,16557,16136,15908
"Shom_DM18D10_02159",26064,22820,37778,11318,11029,10194,14585,12508,16970
"Shom_DM18D10_02160",7530,7207,10590,4401,4264,3940,5488,4545,6424
"Shom_DM18D10_02161",18185,33157,20150,15868,17310,9978,25808,22766,25046
"Shom_DM18D10_02162",40898,51779,43916,21451,21202,18176,35019,28276,26875
"Shom_DM18D10_02163",12611,16054,14124,6867,7155,6022,9053,8572,8520
"Shom_DM18D10_02164",10882,9484,13201,3947,4244,5196,4786,5293,7052
"Shom_DM18D10_02165",4972,3643,5831,1917,1831,2304,2318,2456,2908
"Shom_DM18D10_02166",3336,3112,4103,1521,1577,1382,1936,2191,2343
"Shom_DM18D10_02167",41312,80184,41678,217657,224122,282126,259568,216209,264507
"Shom_DM18D10_02168",102178,179001,123993,77181,73521,48504,169890,140449,121856
"Shom_DM18D10_02169",4769,4073,5669,968,1024,1575,1631,2202,3362
"Shom_DM18D10_02170",1596,1242,2337,1779,1636,1780,1494,1460,2182
"Shom_DM18D10_02171",1389,1099,2100,1611,1503,1679,1256,1188,1692
"Shom_DM18D10_02172",1503,1204,2119,1537,1484,1673,1289,1324,1918
"Shom_DM18D10_02173",19043,15856,26581,7793,7178,8047,11417,9050,11699
"Shom_DM18D10_02174",7026,6420,8970,2480,2668,2901,2953,2783,4237
"Shom_DM18D10_02175",10547,8831,14224,3414,3760,3850,3289,3529,5095
"Shom_DM18D10_02176",21763,15825,31173,8450,8758,8831,8723,8353,8318
"Shom_DM18D10_02177",87267,117786,90989,103262,95713,81358,123692,126594,125010
"Shom_DM18D10_02178",1089,1627,1239,1291,1188,1169,1750,2493,2404
"Shom_DM18D10_02179",1648,1253,3331,754,769,997,928,1179,1496
"Shom_DM18D10_02180",11499,7632,17952,10095,9002,8547,10254,10173,11675
"Shom_DM18D10_02181",20675,19157,21800,6411,6979,8758,14922,12736,14541
"Shom_DM18D10_02182",13572,11990,14631,3866,4457,5937,8083,8041,9607
"Shom_DM18D10_02183",1092,853,1353,209,210,264,348,375,431
"Shom_DM18D10_02184",18495,17948,25941,5169,5292,4334,9490,7869,6943
"Shom_DM18D10_02185",17270,17962,18534,7130,6788,9697,14428,17127,17915
"Shom_DM18D10_02186",9477,4950,12205,4004,3884,4666,4353,4869,5065
"Shom_DM18D10_02187",47879,36185,65358,16178,15308,16363,27067,24775,24818
"Shom_DM18D10_02188",3722,4817,3148,5272,3970,5480,15278,14400,12721
"Shom_DM18D10_02189",2676,3467,2055,4191,3255,4281,11588,11193,9738
"Shom_DM18D10_02190",2454,3232,2255,3209,2607,3514,7999,10002,8271
"Shom_DM18D10_02191",2398,1950,3091,2573,1909,2776,4809,6398,6594
"Shom_DM18D10_02192",1270,900,1281,1360,1480,1935,1959,2312,3139
"Shom_DM18D10_02193",4842,4448,7510,4167,3690,4560,6958,6138,6261
"Shom_DM18D10_02194",3146,2000,4279,1512,1315,2016,2285,2176,2733
"Shom_DM18D10_02195",3324,1994,4540,2035,2150,2355,1898,2268,2234
"Shom_DM18D10_02196",13468,11447,21973,9575,9202,10930,12049,12183,16579
"Shom_DM18D10_02197",20322,19307,23598,4687,5174,7295,7857,8333,10305
"Shom_DM18D10_02198",11109,10908,10734,3889,3974,4827,6817,6326,6607
"Shom_DM18D10_02199",1971,1363,2321,1480,1355,1020,1681,1498,2236
"Shom_DM18D10_02200",19847,16753,23415,16315,15375,12746,17433,14246,27355
"Shom_DM18D10_02201",14878,13361,20462,22502,19023,15177,18045,16985,28062
"Shom_DM18D10_02202",12731,11067,16046,20114,16789,12391,20970,18665,24780
"Shom_DM18D10_02203",20449,14967,27542,27565,23858,23368,33929,28944,30435
"Shom_DM18D10_02204",20591,16195,29190,23463,19815,20307,30006,26897,33481
"Shom_DM18D10_02205",23930,16743,33973,26131,22423,23841,33546,30340,32073
"Shom_DM18D10_02206",515,376,641,331,348,380,384,447,553
"Shom_DM18D10_02207",11173,9772,13686,7061,6770,7628,8135,9087,10033
"Shom_DM18D10_02208",1895,1454,2778,1928,1847,1926,2196,1999,2541
"Shom_DM18D10_02209",1858,1404,2580,1622,1523,1623,1904,1752,2347
"Shom_DM18D10_02210",22207,14915,30561,15088,13705,12742,15932,16362,18519
"Shom_DM18D10_02211",92,56,119,27,26,34,33,37,29
"Shom_DM18D10_02212",12225,9072,18577,3427,3441,4340,4553,4036,4591
"Shom_DM18D10_02213",10304,7687,16279,3419,3235,3786,4710,4058,4554
"Shom_DM18D10_02214",19635,13320,28696,5420,5703,6456,7003,6914,7200
"Shom_DM18D10_02215",1468,1258,2131,749,750,958,760,852,1173
"Shom_DM18D10_02216",13402,6888,17043,10031,9640,11022,13538,12483,12193
"Shom_DM18D10_02217",71,44,96,287,247,291,541,495,390
"Shom_DM18D10_02218",2692,1947,3243,2319,1865,2633,3778,3908,4282
"Shom_DM18D10_02219",7069,5003,9865,4978,4006,5392,7782,7456,8039
"Shom_DM18D10_02220",2066,1399,2904,1375,1148,1427,2166,2137,2046
"Shom_DM18D10_02221",639,448,947,454,373,467,726,697,583
"Shom_DM18D10_02222",8013,5314,11009,5442,4403,5914,8455,8197,8210
"Shom_DM18D10_02223",44,45,75,44,40,48,57,47,66
"Shom_DM18D10_02224",13205,10797,13222,17028,16542,21880,31649,43461,32153
"Shom_DM18D10_02225",37280,29880,50431,23920,21505,20559,47672,35582,31044
"Shom_DM18D10_02226",3220,2572,4221,1495,1456,1132,3344,2868,1785
"Shom_DM18D10_02227",45544,35387,69436,14385,14890,17389,23230,22223,26182
"Shom_DM18D10_02228",903,884,1282,477,400,493,627,672,699
"Shom_DM18D10_02229",3848,3086,5759,1092,1231,1618,1257,1521,2176
"Shom_DM18D10_02230",4109,4283,4709,2917,2656,2963,4799,4308,4369
"Shom_DM18D10_02231",2243,1691,3373,976,863,1501,1287,1352,2180
"Shom_DM18D10_02232",2736,2100,4914,990,826,1612,1359,1444,2033
"Shom_DM18D10_02233",8222,5481,6570,2005,1686,2707,3384,2833,3056
"Shom_DM18D10_02234",4780,3906,8188,1997,1753,2634,2524,2243,3130
"Shom_DM18D10_02235",1051,719,1419,407,417,494,555,603,625
"Shom_DM18D10_02236",2833,1787,3841,1626,1374,2020,2168,1967,2582
"Shom_DM18D10_02237",6634,3959,10620,2107,2202,2895,3112,3047,4289
"Shom_DM18D10_02238",522,328,783,424,410,393,764,413,399
"Shom_DM18D10_02239",764,386,1223,626,538,598,908,688,608
"Shom_DM18D10_02240",53,49,79,24,20,37,27,36,53
"Shom_DM18D10_02241",849,713,1226,370,373,507,389,398,609
"Shom_DM18D10_02242",2736,2182,3798,1265,1297,1688,1291,1312,2061
"Shom_DM18D10_02243",6379,6078,6168,2794,2480,3654,3226,2730,3813
"Shom_DM18D10_02244",1917,1896,3053,515,509,968,1459,1177,2513
"Shom_DM18D10_02245",2197,1964,3556,694,631,1129,1581,1598,2932
"Shom_DM18D10_02246",3442,3104,5547,1279,1318,2010,2705,2914,5234
"Shom_DM18D10_02247",692,629,1233,382,379,594,585,515,1081
"Shom_DM18D10_02248",728,607,955,247,251,416,408,366,622
"Shom_DM18D10_02249",25509,16380,30392,9867,9010,13766,12994,13980,18435
"Shom_DM18D10_02250",1726,1273,2810,1026,834,1265,1577,1288,2112
"Shom_DM18D10_02251",2121,1501,3467,1524,1261,1961,2136,1711,2827
"Shom_DM18D10_02252",2662,2204,4400,2999,2740,2222,2843,2339,3073
