"","Shom_PJ_020","Shom_PJ_021","Shom_PJ_022","Shom_PJ_023","Shom_PJ_024","Shom_PJ_025","Shom_PJ_026","Shom_PJ_027","Shom_PJ_028"
"Shom_DM21B05_01080",1555,1182,1137,1038,1050,725,1084,1304,921
"Shom_DM21B05_01081",9171,7532,8978,5590,6081,4043,3632,4962,7125
"Shom_DM21B05_01082",4376,3569,3778,2666,2797,2153,2832,3213,2828
"Shom_DM21B05_01083",328,253,229,212,187,132,282,331,128
"Shom_DM21B05_01084",2010,1618,1483,1237,1130,1034,1510,1747,1003
"Shom_DM21B05_01085",2038,1596,1505,1226,1075,926,894,1064,919
"Shom_DM21B05_01086",2224,1681,1601,1392,1292,1085,1566,1699,963
"Shom_DM21B05_01087",1550,1193,1108,968,915,768,1237,1388,679
"Shom_DM21B05_01088",86729,60154,19728,120097,121100,191378,388075,266723,150675
"Shom_DM21B05_01089",117,107,106,95,98,57,63,84,87
"Shom_DM21B05_01090",529,456,410,393,424,314,559,591,336
"Shom_DM21B05_01091",11358,10141,7365,12090,10868,8587,7194,7466,10256
"Shom_DM21B05_01092",9406,6781,4278,34816,30765,25195,21366,25162,19161
"Shom_DM21B05_01093",6140,4111,2642,26807,23818,18057,15340,16881,15011
"Shom_DM21B05_01094",2114,1746,2113,2129,2271,2004,2958,2789,2720
"Shom_DM21B05_01095",3280,2501,2302,2573,2666,1510,1512,1975,1955
"Shom_DM21B05_01096",166,131,118,179,198,150,116,147,138
"Shom_DM21B05_01097",63,46,48,77,70,58,29,39,33
"Shom_DM21B05_01098",4,0,5,0,4,1,0,0,0
"Shom_DM21B05_01099",9991,7860,7100,7513,6933,9175,8705,9687,6481
"Shom_DM21B05_01100",29845,26247,12716,47092,41812,47645,93493,74323,30271
"Shom_DM21B05_01101",8037,5487,3445,7765,7265,7879,11007,10906,6261
"Shom_DM21B05_01102",1797,1241,978,1878,1669,1646,2734,2949,1306
"Shom_DM21B05_01103",2172,1776,1577,2787,2417,1583,1519,1619,1626
"Shom_DM21B05_01104",3584,2723,2698,5283,4379,6214,4854,5220,4412
"Shom_DM21B05_01105",2761,1660,1499,5178,4316,4456,3756,3110,2624
"Shom_DM21B05_01106",4023,2695,2248,6998,6041,6277,4622,4302,3546
"Shom_DM21B05_01107",2980,2392,2250,2261,2279,2277,2423,2663,1887
"Shom_DM21B05_01108",7666,6255,5997,5370,5096,5532,5238,6133,5148
"Shom_DM21B05_01109",17643,13117,11767,11713,9975,11046,6099,7549,8731
"Shom_DM21B05_01110",29297,22687,23547,16680,16424,12977,8209,10512,15333
"Shom_DM21B05_01111",32518,24805,25266,18570,18601,14050,7145,9628,17924
"Shom_DM21B05_01112",28627,21065,22330,17217,16691,11541,4667,6345,15753
"Shom_DM21B05_01113",31124,22866,23217,20153,18693,13304,6292,8842,18288
"Shom_DM21B05_01114",68711,51794,49991,47074,45307,31391,11676,18578,40288
"Shom_DM21B05_01115",2362,1810,1746,1892,1757,1396,1427,1685,1502
"Shom_DM21B05_01116",275536,185739,76522,359452,315972,529704,645848,511895,288812
"Shom_DM21B05_01117",4353,3284,3512,4835,5005,3059,2372,3139,4125
"Shom_DM21B05_01118",2154,1644,1764,4352,4151,2098,2376,3060,2998
"Shom_DM21B05_01119",3827,2676,3721,1879,2452,1266,2532,2655,1709
"Shom_DM21B05_01120",14861,11709,10683,14610,14331,13257,16742,18188,11323
"Shom_DM21B05_01121",20608,16422,15524,13036,12395,10134,7187,9142,10565
"Shom_DM21B05_01122",109247,78278,64651,65434,59955,63475,31605,47682,104001
"Shom_DM21B05_01123",16414,11204,9894,10702,9755,9995,9049,12384,15774
"Shom_DM21B05_01124",80488,57398,46680,51357,48109,45909,22968,37532,77536
"Shom_DM21B05_01125",47842,34715,27817,31424,29157,25505,12920,20319,47419
"Shom_DM21B05_01126",99637,70004,55371,69621,63583,48981,31114,48949,98448
"Shom_DM21B05_01127",10068,6781,5574,7801,6848,5316,5106,8246,10013
"Shom_DM21B05_01128",9968,7061,5419,7564,6993,4941,5127,8132,9393
"Shom_DM21B05_01129",12513,9756,8953,9556,8805,10395,12723,11682,9137
"Shom_DM21B05_01130",10120,7822,7099,5391,5182,5077,3003,4024,4456
"Shom_DM21B05_01131",8995,6946,6486,4705,4496,4174,3985,4450,4028
"Shom_DM21B05_01132",17729,14608,14298,12214,11759,7978,8973,10735,9256
"Shom_DM21B05_01133",2205,1735,1540,1735,1570,1193,1651,1944,1089
"Shom_DM21B05_01134",36801,27101,24619,16581,15245,21718,85298,70210,101288
"Shom_DM21B05_01135",977,799,538,910,890,1245,4505,4946,4224
"Shom_DM21B05_01136",26020,20552,16415,16804,14542,16795,72515,66335,104932
"Shom_DM21B05_01137",23448,17418,14181,15864,14708,16920,43187,47199,83712
"Shom_DM21B05_01138",21388,16421,12361,13917,13092,14779,61673,60600,75672
"Shom_DM21B05_01139",3557,2741,2175,2475,2311,2700,19937,16048,9903
"Shom_DM21B05_01140",192,126,109,128,145,111,93,104,101
"Shom_DM21B05_01141",596,432,401,496,405,367,601,611,333
"Shom_DM21B05_01142",6378,4831,5538,3990,4314,2751,1745,1666,2702
"Shom_DM21B05_01143",8055,6197,7353,4837,4850,3584,2516,3403,5398
"Shom_DM21B05_01144",12847,10230,10415,8132,7800,6058,4965,5689,6933
"Shom_DM21B05_01145",175319,134756,136421,75545,66320,67717,60442,49063,65362
"Shom_DM21B05_01146",15100,11243,11935,7950,7306,5363,2779,2301,5690
"Shom_DM21B05_01147",12364,8920,9468,6367,5767,4009,1913,1451,4479
"Shom_DM21B05_01148",9888,7299,7561,5126,4704,3370,2313,1667,3591
"Shom_DM21B05_01149",616,503,547,505,492,455,770,610,488
"Shom_DM21B05_01150",223,161,161,220,239,130,221,184,132
"Shom_DM21B05_01151",409,206,308,838,726,440,348,264,427
"Shom_DM21B05_01152",12542,9330,9428,20553,20045,10448,10075,12428,10953
"Shom_DM21B05_01153",21522,15556,15991,35082,34766,17969,13580,16680,18622
"Shom_DM21B05_01154",20364,14604,15379,32249,33110,16336,9993,11361,17781
"Shom_DM21B05_01155",8121,5981,5829,11598,12201,5818,2838,3483,7198
"Shom_DM21B05_01156",30784,22178,22965,42475,43691,23074,13644,17015,25920
"Shom_DM21B05_01157",24478,17674,17491,28862,29187,16892,11321,13750,18074
"Shom_DM21B05_01158",29772,21626,21931,34807,34483,20019,12093,15997,21462
"Shom_DM21B05_01159",10378,7410,7684,12062,12221,6945,6959,7828,7128
"Shom_DM21B05_01160",1651,1310,1333,1218,1127,913,842,1194,1105
"Shom_DM21B05_01161",1705,1529,1715,1164,1244,847,1810,1509,1360
"Shom_DM21B05_01162",8328,6815,7022,5837,5927,3664,3870,4550,5931
"Shom_DM21B05_01163",1506,1188,1152,702,577,632,704,665,602
"Shom_DM21B05_01164",645,555,412,865,786,621,704,951,631
"Shom_DM21B05_01165",861,678,614,774,772,523,731,946,798
"Shom_DM21B05_01166",81235,65634,77454,87348,92515,55047,151945,168002,165215
"Shom_DM21B05_01167",2972,2258,2126,3186,3235,1876,2864,3498,3678
"Shom_DM21B05_01168",17276,14337,16537,19255,19458,9492,36931,58434,69846
"Shom_DM21B05_01169",35096,27821,22670,35731,36188,27785,47722,51406,49381
"Shom_DM21B05_01170",9345,7058,6875,7368,7066,5472,3993,4926,5287
"Shom_DM21B05_01171",37070,28441,18603,30268,31390,46548,62888,55061,32878
"Shom_DM21B05_01172",8,3,10,12,8,6,14,13,6
"Shom_DM21B05_01173",6367,4925,4014,7444,6989,5834,10523,12978,8463
"Shom_DM21B05_01174",27405,20861,17384,29059,27416,25202,41091,48216,33167
"Shom_DM21B05_01175",802,663,513,799,795,715,1285,1584,951
"Shom_DM21B05_01176",10672,8254,7366,9966,9425,8664,13472,15784,11346
"Shom_DM21B05_01177",7198,5215,3941,6087,6679,3730,4700,4903,2392
"Shom_DM21B05_01178",1986,1507,1711,1570,1568,1172,1677,2074,1624
"Shom_DM21B05_01179",7714,6428,5929,6730,6944,4699,7464,9053,5899
"Shom_DM21B05_01180",1723,1283,1213,1204,1318,975,1656,1865,1222
"Shom_DM21B05_01181",130,71,68,97,93,59,128,111,40
"Shom_DM21B05_01182",17896,13469,12233,8367,8401,6614,7333,7173,6409
"Shom_DM21B05_01183",10142,7589,5528,14339,13170,8441,5896,8460,10871
"Shom_DM21B05_01184",3197,2359,2436,3906,4095,2576,4262,4232,3070
"Shom_DM21B05_01185",13051,10591,10432,7520,6962,5411,6477,5830,4560
"Shom_DM21B05_01186",3765,3037,2503,6005,7073,5591,13674,37051,14088
"Shom_DM21B05_01187",6920,5667,5431,6063,6057,5032,6051,6217,5670
"Shom_DM21B05_01188",1683,1316,1289,1329,1338,1001,1232,1307,1208
"Shom_DM21B05_01189",20248,16339,13534,10162,10050,6223,8641,9067,8331
"Shom_DM21B05_01190",5367,4057,3115,2397,2385,1498,1688,2040,1884
"Shom_DM21B05_01191",3032,2469,2209,2001,1942,1806,3004,2733,1937
"Shom_DM21B05_01192",13590,10772,11354,7363,6840,8048,8110,9318,9980
"Shom_DM21B05_01193",32433,25105,26656,16901,15781,17788,14232,16167,22642
"Shom_DM21B05_01194",31862,24332,25934,17593,15495,16993,13151,15233,23422
"Shom_DM21B05_01195",28135,20728,22007,17042,15421,14555,10189,11325,20371
"Shom_DM21B05_01196",31753,25078,24854,18738,16851,20628,18584,20732,24028
"Shom_DM21B05_01197",29619,23430,23118,17607,15677,19442,20987,22892,22330
"Shom_DM21B05_01198",12048,9546,9852,6931,6629,7822,9721,10742,9008
"Shom_DM21B05_01199",5377,4252,4549,3259,2949,3296,4060,5042,4419
"Shom_DM21B05_01200",29665,23447,25713,17755,16396,18907,18180,21663,23290
"Shom_DM21B05_01201",24422,19597,20461,14197,13502,14939,13429,16116,19664
"Shom_DM21B05_01202",3615,2879,2974,1895,1836,2028,1182,1844,2481
"Shom_DM21B05_01203",7115,5595,5810,3668,3339,3571,2768,3253,4459
"Shom_DM21B05_01204",13111,10242,10464,7217,7045,5990,8282,8037,6890
"Shom_DM21B05_01205",34420,26396,28185,18983,19469,16784,19329,17719,18111
"Shom_DM21B05_01206",1693,1250,1104,2381,2223,1665,1110,1920,1974
"Shom_DM21B05_01207",441,347,323,545,532,416,875,803,339
"Shom_DM21B05_01208",3558,3344,2530,2798,2933,3078,1429,1732,2362
"Shom_DM21B05_01209",10224,8025,6499,7137,6888,7824,6609,7738,5253
"Shom_DM21B05_01210",12372,9881,8676,8146,7454,8073,4857,6236,6550
"Shom_DM21B05_01211",19253,15777,15070,12376,11620,11273,7333,8456,11007
"Shom_DM21B05_01212",40412,31366,28432,22519,21740,24020,16032,17689,20233
"Shom_DM21B05_01213",68516,51674,32077,87260,78117,88755,146942,125811,70637
"Shom_DM21B05_01214",9753,7016,6246,7369,6615,6393,2527,175213,7104
"Shom_DM21B05_01215",5583,4229,3553,4306,4044,3697,1439,95361,4139
"Shom_DM21B05_01216",9868,7266,6350,5362,4971,5116,4031,5490,5540
"Shom_DM21B05_01217",8813,6865,6117,7044,6609,5512,3532,5770,6177
"Shom_DM21B05_01218",10295,7762,6822,8272,7360,6286,4690,7854,6661
"Shom_DM21B05_01219",2424,2044,2043,1478,1524,1453,1856,2126,1257
"Shom_DM21B05_01220",851,692,651,526,426,445,578,574,336
"Shom_DM21B05_01221",6335,5732,3081,13603,15835,6779,11110,21152,12093
"Shom_DM21B05_01222",35787,28975,23236,50603,54932,33505,33301,59766,47432
"Shom_DM21B05_01223",41141,33277,26294,61375,66395,42235,41491,75387,58023
"Shom_DM21B05_01224",13675,10650,8323,20977,22995,14742,14279,24688,19965
"Shom_DM21B05_01225",13489,10828,7952,24561,27413,15487,14141,25684,23660
"Shom_DM21B05_01226",8497,6783,4354,22122,24465,12625,10429,20008,23460
"Shom_DM21B05_01227",9293,7829,4483,30008,35880,19220,25272,42823,33035
"Shom_DM21B05_01228",6741,5624,3304,21352,24904,13828,30174,47318,22823
"Shom_DM21B05_01229",82572,52911,66257,57736,56304,40026,16757,14471,43093
"Shom_DM21B05_01230",1120,799,375,1720,1572,2323,10602,7369,1288
"Shom_DM21B05_01231",13590,11233,12066,7058,6627,5383,4209,3987,6654
"Shom_DM21B05_01232",10396,8377,8879,5733,5676,3851,7713,5352,10603
"Shom_DM21B05_01233",11554,8898,9316,6250,6278,5637,6067,5623,5700
"Shom_DM21B05_01234",687,540,469,1004,1009,461,8310,3884,3595
"Shom_DM21B05_01235",2183,1654,1448,1687,1761,961,2494,1475,2985
"Shom_DM21B05_01236",9602,7570,5951,8611,8400,8571,7131,9446,6099
"Shom_DM21B05_01237",4749,3675,2949,4018,3860,3210,3550,4827,2946
"Shom_DM21B05_01238",9436,7098,6090,8091,7565,6225,6283,8722,6238
"Shom_DM21B05_01239",28555,22753,20494,16729,16573,11465,6402,8820,13611
"Shom_DM21B05_01240",11940,10184,13108,642646,566783,404684,236165,286421,401820
"Shom_DM21B05_01241",16415,13606,14021,235351,214593,155723,72391,90820,149995
"Shom_DM21B05_01242",1019066,791776,775571,1121075,1056815,847936,348736,439603,931559
"Shom_DM21B05_01243",1027150,796293,626518,671885,616124,808495,893278,794507,490565
"Shom_DM21B05_01244",1728,1202,1061,936,899,719,861,1457,759
"Shom_DM21B05_01245",53674,43180,40966,25955,26294,25172,29046,35526,26933
"Shom_DM21B05_01246",995,816,653,807,775,685,646,1114,723
"Shom_DM21B05_01247",954,678,423,1216,1075,1085,1464,1810,925
"Shom_DM21B05_01248",2707,2241,1758,2385,2443,1857,3695,4317,2704
"Shom_DM21B05_01249",668,455,261,1231,1325,463,2052,2214,1810
"Shom_DM21B05_01250",27406,22632,14538,23925,23403,12768,10474,10769,16548
"Shom_DM21B05_01251",77428,52835,37209,125453,123498,246109,196256,243193,131673
"Shom_DM21B05_01252",48999,34297,24304,73733,72975,144110,99265,127278,83648
"Shom_DM21B05_01253",1477,1218,1206,693,689,864,732,932,1037
"Shom_DM21B05_01254",4291,3594,3617,2106,2058,1788,2731,2534,2254
"Shom_DM21B05_01255",2923,2173,2368,2251,2334,2083,2792,2662,2309
"Shom_DM21B05_01256",51093,38140,45317,35377,35577,33696,17832,21771,47331
"Shom_DM21B05_01257",48281,27413,12137,41247,40705,60195,189429,142404,80739
"Shom_DM21B05_01258",239,187,110,226,194,255,525,453,232
"Shom_DM21B05_01259",3350,2684,2810,2511,2571,1352,1480,1605,1755
"Shom_DM21B05_01260",1208,988,1077,1047,1155,728,1248,1268,769
"Shom_DM21B05_01261",1802,1428,1412,1482,1579,1105,1821,1999,1170
"Shom_DM21B05_01262",1063,820,770,853,818,493,724,983,529
"Shom_DM21B05_01263",10213,8746,8171,6938,7359,4207,3581,4675,4733
"Shom_DM21B05_01264",5629,4323,4003,4245,3766,2828,3642,4929,3490
"Shom_DM21B05_01265",1001,847,657,1377,1440,550,950,959,1053
"Shom_DM21B05_01266",20754,17215,14836,15650,14902,14385,10413,12312,13308
"Shom_DM21B05_01267",390749,276416,269417,239934,240756,215730,99239,150206,242461
"Shom_DM21B05_01268",2053,1402,1363,1715,1936,778,445,494,1237
"Shom_DM21B05_01269",2985,2344,1737,4275,3898,2331,4230,5846,3341
"Shom_DM21B05_01270",3161,2626,2169,4294,3640,2417,4442,6199,3656
"Shom_DM21B05_01271",17808,11679,5651,17761,18590,35547,81323,56029,27393
"Shom_DM21B05_01272",9938,6821,5792,54911,61542,99957,147845,144733,190983
"Shom_DM21B05_01273",3032,2492,2040,3818,3947,1742,7286,5298,2576
"Shom_DM21B05_01274",82301,50178,23982,87000,79912,135738,134049,131246,101837
"Shom_DM21B05_01275",2817,2229,1723,4031,3417,4460,5150,5221,4411
"Shom_DM21B05_01276",3530,2744,2541,2663,2422,1798,1585,2093,2286
"Shom_DM21B05_01277",4221,3480,3024,3262,3261,1926,2443,2502,1854
"Shom_DM21B05_01278",42132,31765,23325,166053,156003,150719,176063,199826,151799
"Shom_DM21B05_01279",2068,2186,2452,3342,3732,4732,6764,11392,6468
"Shom_DM21B05_01280",15963,16508,18948,24044,26125,33883,40733,66658,46220
"Shom_DM21B05_01281",439,414,440,477,486,728,1271,1865,914
"Shom_DM21B05_01282",1512,1190,1259,944,1052,723,1631,1569,813
"Shom_DM21B05_01283",35277,26127,12362,24658,20700,32844,41314,39200,16730
"Shom_DM21B05_01284",3977,3255,2709,3252,3015,2628,2999,3107,2411
"Shom_DM21B05_01285",45361,34703,36582,16722,17376,12664,12366,13768,14701
"Shom_DM21B05_01286",26277,19502,17462,16740,16287,13213,9507,11524,13533
"Shom_DM21B05_01287",42596,31935,29076,25565,24896,21083,12670,14648,19983
"Shom_DM21B05_01288",6249,4502,4829,7971,7892,7225,5905,6654,7927
"Shom_DM21B05_01289",255340,184400,146469,206737,179338,220548,489923,339281,218056
"Shom_DM21B05_01290",9907,7427,7487,5773,5944,4682,6190,6369,5529
"Shom_DM21B05_01291",352,292,348,413,462,472,256,485,442
"Shom_DM21B05_01292",53158,38176,37455,24393,24429,15690,11626,13573,26360
"Shom_DM21B05_01293",581342,417388,364486,357799,331336,215286,108316,147654,315395
"Shom_DM21B05_01294",177792,132073,142619,13009,13148,29309,11753,12688,16591
"Shom_DM21B05_01295",134162,109156,78576,91529,77648,123380,100317,80006,59355
"Shom_DM21B05_01296",4615,3748,2682,3088,2841,3283,3771,3991,1814
"Shom_DM21B05_01297",5656,4612,3359,7949,6737,6653,11820,12634,7484
"Shom_DM21B05_01298",16501,13142,10269,16276,15559,16950,15288,20321,12559
"Shom_DM21B05_01299",737,527,417,836,693,583,548,675,555
"Shom_DM21B05_01300",771,620,523,807,732,510,215,334,601
"Shom_DM21B05_01301",348,259,214,286,264,162,87,159,253
"Shom_DM21B05_01302",1407,935,919,1368,1199,944,666,885,959
"Shom_DM21B05_01303",302,183,186,258,222,177,86,154,181
"Shom_DM21B05_01304",8587,7019,6269,5800,5846,4288,3411,3744,4001
"Shom_DM21B05_01305",15678,12657,13724,12534,11896,12371,10539,13501,15343
"Shom_DM21B05_01306",299,257,292,274,259,176,182,242,238
"Shom_DM21B05_01307",229498,190406,188916,170724,149054,295707,61041,73608,145446
"Shom_DM21B05_01308",103582,82321,83381,79782,69005,138181,30487,38239,66459
"Shom_DM21B05_01309",69134,55324,55395,59135,53577,112864,34492,39319,53969
"Shom_DM21B05_01310",240,166,125,968,1000,433,2502,2436,654
"Shom_DM21B05_01311",3949,3698,4608,1475,1583,1185,1513,1708,1343
"Shom_DM21B05_01312",8241,6064,5955,6641,7336,5020,6627,7670,5393
"Shom_DM21B05_01313",10873,8324,9805,982,1028,852,1251,1619,1254
"Shom_DM21B05_01314",597181,482674,480955,421776,346911,366696,209774,228185,389653
"Shom_DM21B05_01315",10625,7968,6867,14852,14050,12708,12379,28404,14692
"Shom_DM21B05_01316",356921,236149,98627,468930,446586,720643,731208,707599,556996
"Shom_DM21B05_01317",2755,2072,1985,2121,2324,1776,1858,1442,1686
"Shom_DM21B05_01318",10784,8433,3864,10825,10494,5027,13009,15543,9628
"Shom_DM21B05_01319",10311,6928,2941,12955,12454,16228,69143,47932,11068
"Shom_DM21B05_01320",26207,21338,21305,6809,6540,4742,4470,5116,6699
"Shom_DM21B05_01321",253379,159235,57348,367163,358301,543648,429083,330933,380153
"Shom_DM21B05_01322",14034,11687,8002,6221,6052,1938,2007,2056,4872
"Shom_DM21B05_01323",23055,17359,15145,22362,19326,16548,15695,16893,14177
"Shom_DM21B05_01324",96787,76763,78601,136027,128068,119768,117067,124473,142962
"Shom_DM21B05_01325",17284,14124,11420,8631,8105,5314,6352,6377,5338
"Shom_DM21B05_01326",5293,4128,3085,4473,4488,6035,2205,149017,3631
"Shom_DM21B05_01327",4302,3329,2444,3947,3849,5766,2136,126137,2917
"Shom_DM21B05_01328",1644,1191,844,1423,1262,1982,524,37347,1065
"Shom_DM21B05_01329",5156,3747,2696,4480,4272,6292,2469,175293,3362
"Shom_DM21B05_01330",4002,3137,2058,3334,3332,5134,1604,134212,2254
"Shom_DM21B05_01331",41810,33632,37023,174296,165292,88164,61967,83262,113003
"Shom_DM21B05_01332",31819,22873,15134,30870,26849,28954,27025,27423,20102
"Shom_DM21B05_01333",19469,14969,10436,23998,21852,21064,19516,23435,15380
"Shom_DM21B05_01334",73192,54092,40011,78433,71357,63877,41177,50189,55855
"Shom_DM21B05_01335",27906,19974,12623,32037,29158,28430,35847,38360,22746
"Shom_DM21B05_01336",10569,8418,6942,5317,4912,4308,6099,6375,5425
"Shom_DM21B05_01337",11753,9121,8135,7008,6677,5508,7289,7351,6510
"Shom_DM21B05_01338",21468,16738,15265,11884,11421,9872,9199,9462,10597
"Shom_DM21B05_01339",9873,7785,7117,3420,3213,3092,3419,4603,3788
"Shom_DM21B05_01340",36274,27532,21529,11952,11096,9066,4900,7776,12770
"Shom_DM21B05_01341",32160,22735,15849,10065,8995,7562,5801,7470,10649
"Shom_DM21B05_01342",15685,13081,10907,11841,11386,8619,10064,12809,7824
"Shom_DM21B05_01343",4842,4297,3955,3386,3214,2517,4822,5051,3398
"Shom_DM21B05_01344",1457,1289,1116,1199,1230,1038,1225,1621,1099
"Shom_DM21B05_01345",36327,29121,24894,31497,27976,25944,31468,37292,26311
"Shom_DM21B05_01346",17954,14444,12886,15547,14599,13517,14080,17185,14645
"Shom_DM21B05_01347",10338,8264,7303,8939,8371,7685,8667,10518,8370
"Shom_DM21B05_01348",8542,6601,6035,7840,7843,6626,8831,9413,5768
"Shom_DM21B05_01349",10179,7712,7193,9485,10033,5880,9051,8911,5189
"Shom_DM21B05_01350",318857,272787,203908,281651,251887,276438,306561,241925,156562
"Shom_DM21B05_01351",852,724,594,810,855,606,1506,2039,858
"Shom_DM21B05_01352",5833,4518,3724,8279,7570,5263,8234,7758,4043
"Shom_DM21B05_01353",3160,2188,764,7864,7383,2180,4728,4773,2706
"Shom_DM21B05_01354",144748,106353,100926,119376,108532,118966,142237,143077,133656
"Shom_DM21B05_01355",34156,26906,29237,27394,25864,25624,18059,23430,29064
"Shom_DM21B05_01356",21258,16236,9198,17810,15526,22845,22011,28768,18740
"Shom_DM21B05_01357",16812,12677,13441,12306,11917,11393,6841,8630,13617
"Shom_DM21B05_01358",4492,3425,2960,2759,2948,2290,3519,3937,2142
"Shom_DM21B05_01359",8757,6795,5789,9075,8164,6047,4964,5646,6913
"Shom_DM21B05_01360",8195,6302,6435,3021,2878,2482,2113,2340,2810
"Shom_DM21B05_01361",14517,11826,11654,5704,5596,4109,3980,4082,4232
"Shom_DM21B05_01362",11763,9062,10559,7230,6639,5942,2328,2661,5874
"Shom_DM21B05_01363",10879,8287,9358,6315,5535,5365,2055,2321,5071
"Shom_DM21B05_01364",8195,6477,7385,4359,4226,3280,5560,5223,4096
"Shom_DM21B05_01365",2887,2283,1883,2410,2340,1703,1164,1597,2340
"Shom_DM21B05_01366",15756,11698,14048,10173,10526,7518,4995,4836,13203
"Shom_DM21B05_01367",75041,55857,38688,63275,55103,60020,38581,46405,46220
"Shom_DM21B05_01368",13968,10086,8461,18833,16308,25259,32098,28747,24462
"Shom_DM21B05_01369",3463,2636,2185,4913,3901,5823,6531,6282,6319
"Shom_DM21B05_01370",8127,5670,5059,10315,8656,13312,10811,10302,15080
"Shom_DM21B05_01371",8603,6196,5368,10157,8459,13765,17021,13534,18991
"Shom_DM21B05_01372",41966,32003,24228,28050,30633,12218,43294,38283,75837
"Shom_DM21B05_01373",40723,32675,24480,25393,28793,7608,18890,22124,74045
"Shom_DM21B05_01374",9791,7760,6268,8588,8310,7287,4548,5754,6302
"Shom_DM21B05_01375",21529,17007,12710,20489,18609,16275,8277,10326,13713
"Shom_DM21B05_01376",55484,43915,42739,33360,31582,27453,27142,29900,34453
"Shom_DM21B05_01377",2205,1632,1543,1940,1959,1363,2832,2809,2472
"Shom_DM21B05_01378",10913,7508,3546,9693,8731,19416,21502,19472,10912
"Shom_DM21B05_01379",6690,5515,4935,5989,5873,4142,5188,6473,4330
"Shom_DM21B05_01380",19810,16091,14696,18359,17549,14173,14336,16719,12908
"Shom_DM21B05_01381",19069,14506,11377,24674,23983,22067,12344,15194,17455
"Shom_DM21B05_01382",21019,16295,16214,13383,13279,6915,7651,9136,8828
"Shom_DM21B05_01383",2196,1675,1153,13021,10951,7647,8021,9349,7720
"Shom_DM21B05_01384",2989,2451,2065,3408,3565,1874,2179,3028,1694
"Shom_DM21B05_01385",3599,2948,2829,2729,2808,2543,1698,2339,2216
"Shom_DM21B05_01386",35153,28823,24531,36707,36511,66629,30408,31599,40402
"Shom_DM21B05_01387",8105,6161,6477,3329,3620,2160,1365,1805,2879
"Shom_DM21B05_01388",14751,11182,9590,13128,13212,8679,10627,11381,8194
"Shom_DM21B05_01389",7217,5322,4690,6754,6626,4542,5287,5717,4542
"Shom_DM21B05_01390",4605,3770,3273,3996,3850,2853,3391,3217,2803
"Shom_DM21B05_01391",1173,1025,862,858,852,551,787,706,501
"Shom_DM21B05_01392",9057,7166,7061,5489,5600,4235,6167,5644,4312
"Shom_DM21B05_01393",940,657,607,1499,1446,1130,2947,3502,1136
"Shom_DM21B05_01394",45053,33103,17622,40412,38051,49170,49085,44939,27966
"Shom_DM21B05_01395",2970,2500,1816,495,468,391,363,326,383
"Shom_DM21B05_01396",9447,7127,6402,7985,8114,5277,3462,4158,4973
"Shom_DM21B05_01397",27692,21426,18514,20098,22893,17963,12386,11082,13170
"Shom_DM21B05_01398",37237,26795,21260,27791,30939,23281,14040,13777,17833
"Shom_DM21B05_01399",40586,30048,25721,31959,38341,28645,16552,14959,20384
"Shom_DM21B05_01400",12172,9422,8820,5094,5112,3718,6128,6779,4810
"Shom_DM21B05_01401",116319,92953,89134,48275,48427,36166,43845,51204,44534
"Shom_DM21B05_01402",7435,5847,6116,4026,3983,3321,4464,4843,3732
"Shom_DM21B05_01403",9779,7873,7546,5301,5688,4593,7203,7363,5259
"Shom_DM21B05_01404",19928,15596,6697,29620,26792,33172,54224,46965,20715
"Shom_DM21B05_01405",2700,2222,2146,1134,1197,776,1038,1178,730
"Shom_DM21B05_01406",2979,2953,2544,2965,2626,3149,3995,2611,1584
"Shom_DM21B05_01407",5251,4267,4206,2709,2707,2512,3761,3672,2371
"Shom_DM21B05_01408",4678,3929,3424,5033,4892,3541,6681,9501,4619
"Shom_DM21B05_01409",11763,8565,7635,8756,7292,6805,3551,3663,5743
"Shom_DM21B05_01410",2155,1728,1425,1515,1353,1464,886,956,1057
"Shom_DM21B05_01411",7712,5927,5222,5190,4303,4829,2794,2988,3523
"Shom_DM21B05_01412",3296,2452,2044,2776,2325,1658,844,932,1537
"Shom_DM21B05_01413",1159,766,582,1206,1142,553,572,605,681
"Shom_DM21B05_01414",883,667,460,816,693,394,319,354,427
"Shom_DM21B05_01415",6707,5007,4292,6594,5785,3462,2014,2375,4763
"Shom_DM21B05_01416",5902,4347,3828,5848,5532,3006,2152,2649,4083
"Shom_DM21B05_01417",14526,10783,9407,12731,12212,7773,5018,5661,7993
"Shom_DM21B05_01418",12785,9334,8512,9855,9647,5997,4142,5087,6455
"Shom_DM21B05_01419",776,668,569,425,428,447,540,485,393
"Shom_DM21B05_01420",8254,6681,5774,6379,6188,5248,10378,11876,5340
"Shom_DM21B05_01421",42547,36096,37285,16662,16772,15135,25491,26774,23435
"Shom_DM21B05_01422",15868,11658,11101,9526,8731,7282,6042,5603,6211
"Shom_DM21B05_01423",97335,74804,70419,72484,71879,61225,67925,62337,51107
"Shom_DM21B05_01424",7162,6135,6050,3965,3455,3232,3997,4494,3050
"Shom_DM21B05_01425",78503,49341,21014,88402,80465,108351,150719,136132,52545
"Shom_DM21B05_01426",1576,1237,1503,1740,1876,886,1722,2338,1612
"Shom_DM21B05_01427",21105,16616,18598,19198,19145,13915,11014,10532,16761
