"","Shom_PJ_020","Shom_PJ_021","Shom_PJ_022","Shom_PJ_023","Shom_PJ_024","Shom_PJ_025","Shom_PJ_026","Shom_PJ_027","Shom_PJ_028"
"Shom_DM21B05_00001",10353,7942,8398,4585,4383,4090,5694,5334,4151
"Shom_DM21B05_00002",918,801,676,690,566,672,1161,938,391
"Shom_DM21B05_00003",2424,1806,1558,2304,2098,1613,1793,2001,1358
"Shom_DM21B05_00004",1899,1434,1217,1918,1744,1353,1609,1659,1170
"Shom_DM21B05_00005",636,495,379,637,681,472,775,839,369
"Shom_DM21B05_00006",805,652,538,854,807,584,551,648,530
"Shom_DM21B05_00007",102473,83891,68660,107527,100711,93866,85608,114272,77191
"Shom_DM21B05_00008",15326,13102,10636,16499,15487,14458,12322,16470,11758
"Shom_DM21B05_00009",3051,2536,1667,6403,6596,2878,9361,11850,6559
"Shom_DM21B05_00010",1,0,1,5,10,4,7,14,10
"Shom_DM21B05_00011",727602,593832,674740,309627,279532,372027,132655,122832,220526
"Shom_DM21B05_00012",127494,105378,128661,59464,52763,63666,27359,27922,38985
"Shom_DM21B05_00013",14589,10951,12318,8109,8640,5181,3373,3164,6038
"Shom_DM21B05_00014",8589,6864,7247,5714,6058,3656,2482,3060,4133
"Shom_DM21B05_00015",13568,10900,11822,9559,9960,6572,5464,6277,7453
"Shom_DM21B05_00016",7019,5818,4912,7746,7393,6167,8430,15860,6286
"Shom_DM21B05_00017",6742,5431,5974,4611,4618,3480,3908,3751,3128
"Shom_DM21B05_00018",16931,14157,15555,13164,12693,9537,11026,10546,8785
"Shom_DM21B05_00019",10637,8950,9806,9399,8933,7003,7311,7742,6325
"Shom_DM21B05_00020",215712,133294,54678,57685,52548,45809,36014,42048,50419
"Shom_DM21B05_00021",51129,37306,23293,64625,60871,58215,53372,58585,61119
"Shom_DM21B05_00022",8898,6566,3975,11690,10700,7830,7420,10292,10587
"Shom_DM21B05_00023",5790,4312,4237,2958,3007,2349,2513,2811,2604
"Shom_DM21B05_00024",17133,12551,13207,9372,9628,7770,8546,9799,8492
"Shom_DM21B05_00025",23261,18131,19167,12012,12827,9823,8582,10010,11523
"Shom_DM21B05_00026",11421,8756,8486,7040,7085,6346,6476,6900,6471
"Shom_DM21B05_00027",11213,8310,8104,7288,7190,6140,6921,7595,5844
"Shom_DM21B05_00028",65423,49721,47694,43504,44053,39536,41017,47128,37055
"Shom_DM21B05_00029",4734,4278,3119,5035,4890,5954,10737,9354,3714
"Shom_DM21B05_00030",4399,3096,1935,5278,4514,5408,8944,7950,4218
"Shom_DM21B05_00031",22768,17402,18143,14964,15119,13431,10049,13558,13423
"Shom_DM21B05_00032",31286,23736,25804,21829,21724,16864,10184,14680,18485
"Shom_DM21B05_00033",13367,11004,10609,9893,8977,7780,9974,9121,7327
"Shom_DM21B05_00034",21950,17185,17290,16944,15450,12077,20259,19502,13424
"Shom_DM21B05_00035",111638,85126,82428,93069,89901,83263,90804,96648,67575
"Shom_DM21B05_00036",31536,21910,18806,33066,32206,23985,23632,26585,20594
"Shom_DM21B05_00037",11271,8562,8006,10015,9530,7861,4475,6960,8912
"Shom_DM21B05_00038",28008,21402,20049,19004,17454,14567,17780,17578,13929
"Shom_DM21B05_00039",26960,21078,20489,16889,16408,14002,10617,12353,13526
"Shom_DM21B05_00040",30345,24604,23556,20223,19790,16037,12961,14832,15057
"Shom_DM21B05_00041",36498,29501,28545,21152,20945,17360,9733,12647,16677
"Shom_DM21B05_00042",37405,30297,29588,21947,21563,17623,13546,15994,17867
"Shom_DM21B05_00043",36449,28626,28189,20670,19564,15503,11509,13949,16273
"Shom_DM21B05_00044",16300,12742,12268,9732,9333,7325,5742,6647,7204
"Shom_DM21B05_00045",59685,46270,43162,39413,38615,27493,15451,17846,24274
"Shom_DM21B05_00046",62395,50711,47852,47457,45386,37421,33479,39207,37850
"Shom_DM21B05_00047",68004,53073,58021,48714,49515,38688,25248,31826,55640
"Shom_DM21B05_00048",44615,32318,36653,17470,18641,14517,32269,20689,19645
"Shom_DM21B05_00049",12600,9353,9720,9241,9325,7227,4399,6103,8832
"Shom_DM21B05_00050",12552,9595,9789,8215,8500,6345,3436,4869,7609
"Shom_DM21B05_00051",37721,28115,29484,22798,23090,18205,11358,10275,20351
"Shom_DM21B05_00052",92630,67704,73775,60351,61960,48247,30793,29587,52075
"Shom_DM21B05_00053",15674,12000,12759,10594,11293,8859,5628,5853,9193
"Shom_DM21B05_00054",3251,2430,2673,2284,2358,1896,1407,1475,1981
"Shom_DM21B05_00055",51458,36855,41764,34069,34145,26978,19637,21015,31619
"Shom_DM21B05_00056",10761,8034,9288,7926,8119,6525,6167,5938,7391
"Shom_DM21B05_00057",51335,38315,41137,34532,35908,21963,15979,20060,31545
"Shom_DM21B05_00058",40548,29966,31245,25800,24760,20757,21166,18490,19713
"Shom_DM21B05_00059",39138,29052,29528,26234,25918,19304,10973,11457,19324
"Shom_DM21B05_00060",7545,6182,6774,3860,4055,2864,4410,3718,3608
"Shom_DM21B05_00061",15394,12027,13130,7940,7823,6359,6249,5851,7319
"Shom_DM21B05_00062",63518,48511,50435,38961,36498,30516,28287,32975,36784
"Shom_DM21B05_00063",52926,40644,44553,31725,30903,23810,19031,22381,35893
"Shom_DM21B05_00064",267181,207101,200905,165220,158384,155021,175039,172652,155191
"Shom_DM21B05_00065",244253,186650,196871,108650,110626,87180,107099,92788,114469
"Shom_DM21B05_00066",60242,46505,38321,58998,51635,51173,58593,56184,41609
"Shom_DM21B05_00067",141127,110111,89076,153829,140540,126777,94095,98429,101530
"Shom_DM21B05_00068",27881,23240,18390,36114,34230,27327,20743,19997,23932
"Shom_DM21B05_00069",46552,36683,28897,61620,55581,44705,44273,42473,36399
"Shom_DM21B05_00070",46804,32853,33987,25188,27165,15095,8050,7976,19078
"Shom_DM21B05_00071",59655,42675,43833,34464,38129,20272,13172,14437,26296
"Shom_DM21B05_00072",849,635,496,1190,1160,749,721,819,983
"Shom_DM21B05_00073",19884,14111,8671,68964,63566,47144,64731,62439,56543
"Shom_DM21B05_00074",39346,27676,16822,137827,123027,77211,82803,93700,93411
"Shom_DM21B05_00075",11775,8776,6461,12403,11260,9713,7662,8658,8083
"Shom_DM21B05_00076",8057,6142,5083,7664,7216,7069,7623,7557,5191
"Shom_DM21B05_00077",19074,15517,15807,12184,11271,7919,7941,9996,9025
"Shom_DM21B05_00078",30656,25078,26620,18245,17303,11216,9461,12225,13408
"Shom_DM21B05_00079",40,20,25,26,32,23,37,38,19
"Shom_DM21B05_00080",98206,76973,82001,39703,40975,33383,59677,39208,42486
"Shom_DM21B05_00081",8878,6476,7623,6680,6956,4811,5342,6729,5904
"Shom_DM21B05_00082",7291,5552,6116,5495,5736,4035,4499,5844,4868
"Shom_DM21B05_00083",46708,34329,38517,18914,20291,13929,24580,15969,19059
"Shom_DM21B05_00084",50474,37370,36121,33155,32716,26874,16690,18513,23611
"Shom_DM21B05_00085",7751,5985,5767,4992,5236,4141,2477,2888,3754
"Shom_DM21B05_00086",14282,10426,11192,8720,8706,7482,5507,5640,7171
"Shom_DM21B05_00087",44275,32841,36652,25165,26824,20831,15292,16138,21741
"Shom_DM21B05_00088",4362,3200,3535,3350,3494,2653,1967,2634,3236
"Shom_DM21B05_00089",68490,52541,49351,34448,34969,38221,77720,60005,32740
"Shom_DM21B05_00090",60880,45624,43495,32704,30676,30357,20018,18929,22923
"Shom_DM21B05_00091",42416,31366,30743,25418,24240,19710,7715,8234,16745
"Shom_DM21B05_00092",23921,18064,17879,16070,15534,12118,6759,7554,10821
"Shom_DM21B05_00093",27384,21067,21135,19268,18399,13652,6929,8766,13588
"Shom_DM21B05_00094",11344,8886,8042,9876,9959,8560,5422,6440,7112
"Shom_DM21B05_00095",106865,79095,78960,60403,60892,53790,57398,53280,61003
"Shom_DM21B05_00096",16815,12415,11717,9885,9315,8484,10454,10186,9782
"Shom_DM21B05_00097",151069,116933,107988,115503,109592,97365,217437,144732,97570
"Shom_DM21B05_00098",10190,7512,6298,8071,7725,7756,8665,8522,5792
"Shom_DM21B05_00099",11362,8666,7192,8745,8379,8411,7231,7787,6435
"Shom_DM21B05_00100",10809,8503,7665,9032,8478,7495,6998,7860,6070
"Shom_DM21B05_00101",51503,40047,43705,26925,28188,21183,22662,21025,24535
"Shom_DM21B05_00102",15373,11946,13170,9024,9641,7901,7379,7351,8792
"Shom_DM21B05_00103",34161,26078,27487,21031,21826,16914,12608,13706,18834
"Shom_DM21B05_00104",35176,26662,28044,23276,24273,18590,9623,12059,20755
"Shom_DM21B05_00105",15292,11775,12450,11889,11960,9280,6499,7807,10723
"Shom_DM21B05_00106",2923,2170,2515,2090,2146,1497,1384,1467,1962
"Shom_DM21B05_00107",4956,3845,2564,4286,4130,4367,13115,8335,3028
"Shom_DM21B05_00108",35232,26506,25899,32756,32387,26800,10341,11640,21965
"Shom_DM21B05_00109",13063,10642,10417,12760,12245,10557,5902,7126,9102
"Shom_DM21B05_00110",10347,8291,8497,7393,7740,5694,8148,7870,6320
"Shom_DM21B05_00111",42879,35842,36165,33103,34432,25415,30162,30707,27097
"Shom_DM21B05_00112",32515,26427,26758,22504,22196,14167,12974,15980,15996
"Shom_DM21B05_00113",4363,3423,3544,3344,3143,2782,5035,5885,2658
"Shom_DM21B05_00114",5390,3574,3261,4956,5124,4712,2719,2622,7143
"Shom_DM21B05_00115",11494,8138,7696,11390,12431,12413,5760,5739,18073
"Shom_DM21B05_00116",12131,8347,7922,13421,14211,13257,5205,5696,19560
"Shom_DM21B05_00117",55436,37854,38685,67774,69609,65125,25816,27276,110362
"Shom_DM21B05_00118",17970,12162,13963,23367,24355,22869,10347,12185,38250
"Shom_DM21B05_00119",12738,8782,10415,17597,17796,16938,8517,9697,29134
"Shom_DM21B05_00120",9478,6796,8239,12925,13534,12866,6498,7762,22914
"Shom_DM21B05_00121",4828,3508,4558,6514,6760,6331,4766,4901,13388
"Shom_DM21B05_00122",13630,10112,12658,10385,11310,9142,9669,8764,14398
"Shom_DM21B05_00123",23695,18391,18978,13008,13334,10089,7842,9504,11395
"Shom_DM21B05_00124",7366,5747,5461,3649,3846,2877,1725,1924,3418
"Shom_DM21B05_00125",5686,4398,4095,4306,4321,2923,2533,3163,2887
"Shom_DM21B05_00126",3435,2669,2451,2739,2686,1809,1849,2270,1876
"Shom_DM21B05_00127",6063,4872,3253,7287,6439,6039,7939,7887,4191
"Shom_DM21B05_00128",45897,35752,33278,23077,21514,21297,15736,17781,21459
"Shom_DM21B05_00129",52078,41348,34413,41394,39635,36687,46542,51690,30026
"Shom_DM21B05_00130",12393,10049,8554,10507,10297,8574,12711,13907,7887
"Shom_DM21B05_00131",10514,9021,8287,7963,7575,5734,6175,7252,6089
"Shom_DM21B05_00132",71649,56868,50322,50568,48335,39713,41707,48381,38953
"Shom_DM21B05_00133",24448,19068,17594,19437,17994,14900,16307,20184,15168
"Shom_DM21B05_00134",24002,18115,16447,19481,17831,14368,13224,18539,16970
"Shom_DM21B05_00135",199796,154231,150302,137907,131816,119899,125287,135688,112780
"Shom_DM21B05_00136",98284,76860,77119,74380,70327,61724,74450,85936,59849
"Shom_DM21B05_00137",42696,31397,32140,22716,22049,16525,11318,12631,16275
"Shom_DM21B05_00138",44241,32653,33742,22662,22581,17257,12657,12909,16986
"Shom_DM21B05_00139",17180,13233,13886,9077,8733,6486,5469,5632,6474
"Shom_DM21B05_00140",34392,26236,24993,22280,21494,16245,12594,12417,12244
"Shom_DM21B05_00141",82449,66738,55064,66582,62845,52928,43423,45453,36565
"Shom_DM21B05_00142",95590,75724,63389,92551,84446,70515,93641,90733,48802
"Shom_DM21B05_00143",69163,55291,44604,68937,63510,52342,64378,59905,39298
"Shom_DM21B05_00144",26897,21647,20603,19561,20540,13938,15883,18018,17399
"Shom_DM21B05_00145",7444,6009,5626,4663,4505,3450,5131,5218,3898
"Shom_DM21B05_00146",6485,7185,3584,893,850,495,2517,3637,1909
"Shom_DM21B05_00147",7254,8327,4488,1080,1020,545,2556,3925,2378
"Shom_DM21B05_00148",8737,9997,5457,1322,1298,719,3238,5191,2840
"Shom_DM21B05_00149",7471,8536,4889,1162,1097,556,2821,4568,2376
"Shom_DM21B05_00150",3195,3634,2226,475,491,245,962,1528,1082
"Shom_DM21B05_00151",10892,7912,6707,3930,4276,3679,4858,3666,3737
"Shom_DM21B05_00152",20761,15575,14050,10630,10075,9358,17043,16378,9140
"Shom_DM21B05_00153",82,44,53,80,67,61,76,47,47
"Shom_DM21B05_00154",560,472,470,800,780,557,368,408,515
"Shom_DM21B05_00155",97,82,55,146,142,110,90,88,101
"Shom_DM21B05_00156",88,66,58,134,124,73,54,56,86
"Shom_DM21B05_00157",1410,1050,869,1667,1493,1914,898,1017,1278
"Shom_DM21B05_00158",449,348,340,633,553,540,226,248,467
"Shom_DM21B05_00159",454,350,356,566,507,433,364,397,436
"Shom_DM21B05_00160",292,252,248,253,256,187,237,320,190
"Shom_DM21B05_00161",57,52,30,46,40,34,41,77,47
"Shom_DM21B05_00162",18,15,10,20,11,10,20,24,15
"Shom_DM21B05_00163",17,3,5,7,3,3,13,12,5
"Shom_DM21B05_00164",8,8,6,5,8,11,25,17,10
"Shom_DM21B05_00165",3,2,4,5,5,1,4,5,4
"Shom_DM21B05_00166",21,16,13,14,20,11,18,22,21
"Shom_DM21B05_00167",13,6,4,6,6,5,3,12,10
"Shom_DM21B05_00168",2812,2294,2041,1403,1431,1244,1767,2158,1505
"Shom_DM21B05_00169",14738,11837,10847,7539,7212,6259,8586,9593,7654
"Shom_DM21B05_00171",14374,11338,10203,12079,11358,9670,9012,9136,10342
"Shom_DM21B05_00172",5404,4307,4082,5212,5092,3867,5086,4971,4619
"Shom_DM21B05_00173",7884,6296,5440,8306,8136,6174,5021,5693,7159
"Shom_DM21B05_00174",54993,39093,25725,121644,112935,126238,150914,134197,135740
"Shom_DM21B05_00175",83416,60591,40933,193938,178065,157251,103355,115370,200269
"Shom_DM21B05_00176",19608,14940,10579,51108,43588,37544,35571,39233,46640
"Shom_DM21B05_00177",20948,16309,16787,13201,14064,9792,8707,11525,15474
"Shom_DM21B05_00178",22281,17028,16336,18003,16784,14509,29243,33801,17648
"Shom_DM21B05_00179",23266,16795,17573,15651,15851,9521,6180,6700,11330
"Shom_DM21B05_00180",9476,6982,7421,6835,7101,4434,4101,4337,5374
"Shom_DM21B05_00181",4161,3101,2987,4222,4104,2987,4036,4578,2902
"Shom_DM21B05_00182",2265,1827,1689,2714,2767,2235,3355,3361,1753
"Shom_DM21B05_00183",13082,10573,9924,7845,7759,5461,6296,6648,5935
"Shom_DM21B05_00184",84341,64944,68402,46924,44311,42210,27073,30424,52125
"Shom_DM21B05_00185",23819,19051,20206,12981,12757,11291,9598,11057,15209
"Shom_DM21B05_00186",6094,4391,5312,3993,4496,2818,3151,3201,4931
"Shom_DM21B05_00187",22537,17137,20468,10846,11652,8489,16999,13300,10527
"Shom_DM21B05_00188",166439,123284,136346,67319,73308,56066,74138,60940,68050
"Shom_DM21B05_00189",4756,3893,3671,4874,4720,3014,3141,3649,3668
"Shom_DM21B05_00190",18917,15023,14519,10660,10245,8760,11079,11619,9095
"Shom_DM21B05_00191",13085,10474,10208,6627,6268,5177,6497,6835,5506
"Shom_DM21B05_00192",8446,6950,6476,6491,6422,4991,4394,5450,5145
"Shom_DM21B05_00193",3087,2763,2557,2018,2030,1597,2184,2377,1612
"Shom_DM21B05_00194",18898,14774,14608,12430,11710,10264,9867,12389,10755
"Shom_DM21B05_00195",3900,2893,2785,3301,3340,2330,3346,3525,2289
"Shom_DM21B05_00196",10167,8292,7918,9250,9548,5767,6702,7276,5454
"Shom_DM21B05_00197",47305,37288,39668,36063,33683,28933,30926,27292,27167
"Shom_DM21B05_00198",84684,68117,71432,62425,60043,50055,49294,44670,48466
"Shom_DM21B05_00199",29443,23041,22165,28063,25467,20668,11357,11620,17897
"Shom_DM21B05_00200",201914,153124,128477,177399,150572,126236,75613,71505,80950
"Shom_DM21B05_00201",17179,13676,12351,10902,10471,6849,10517,11283,7307
"Shom_DM21B05_00202",25860,19767,20419,20978,20239,18329,26367,25595,20783
"Shom_DM21B05_00203",3390,2708,2344,3303,3152,2700,4713,6057,3646
"Shom_DM21B05_00204",2491,1854,1765,2185,1992,1778,2065,2345,2310
"Shom_DM21B05_00205",134541,101424,99071,64896,69995,46768,45813,43489,54475
"Shom_DM21B05_00206",1611,1214,1198,1694,1557,1626,3426,3096,1597
"Shom_DM21B05_00207",4940,3883,2935,8023,7383,4376,5111,5611,3339
"Shom_DM21B05_00208",427,377,295,408,395,304,518,548,320
"Shom_DM21B05_00209",9680,8057,7574,8179,8123,7229,11676,15602,7524
"Shom_DM21B05_00210",23643,18638,14351,113434,106151,57854,146504,105599,97729
"Shom_DM21B05_00211",63064,49138,45040,33341,33246,23961,23153,28111,19384
"Shom_DM21B05_00212",12560,9076,9734,5288,5357,4731,5674,5760,4936
"Shom_DM21B05_00213",7751,5661,6083,2971,2925,2819,2188,2505,3472
"Shom_DM21B05_00214",6580,5016,5413,2666,2610,2450,1672,2148,3035
"Shom_DM21B05_00215",7540,5478,5907,3184,3207,3062,2896,3679,3653
"Shom_DM21B05_00216",4021,2979,2972,1730,1756,1564,1512,2026,2065
"Shom_DM21B05_00217",5648,4307,3352,7371,6555,5277,3319,3285,5716
"Shom_DM21B05_00218",755992,563906,498056,807435,744136,729436,450419,376576,808610
"Shom_DM21B05_00219",1376270,1024161,883117,1485359,1354542,1198061,519657,458912,1337982
"Shom_DM21B05_00220",609496,438930,384082,641478,573105,623325,338792,277360,562705
"Shom_DM21B05_00221",1109527,841864,740272,1202858,1077215,1133010,522480,451934,994721
"Shom_DM21B05_00222",49298,39628,33319,20318,20233,15508,14239,18092,15347
"Shom_DM21B05_00223",27934,22725,20513,19824,19206,17246,18951,23138,16300
"Shom_DM21B05_00224",11241,8691,8662,8482,7781,6323,8138,9029,6016
"Shom_DM21B05_00225",156742,128107,127706,111299,103912,81264,81536,83773,77565
"Shom_DM21B05_00226",19519,14716,13117,10412,10076,9263,6851,6327,6906
"Shom_DM21B05_00227",35069,25278,21706,18036,16851,13275,5889,4744,8656
"Shom_DM21B05_00228",56597,42186,37324,29488,29027,23568,9893,8438,14818
"Shom_DM21B05_00229",46,40,44,22,25,27,49,43,48
"Shom_DM21B05_00230",405636,308178,271126,241109,224186,262045,152956,150056,171215
"Shom_DM21B05_00231",12830,9906,8932,8280,7474,8509,7554,7345,5738
"Shom_DM21B05_00232",17425,13799,10992,14704,13285,12428,15937,20555,13642
"Shom_DM21B05_00233",11966,9668,9063,7106,7048,6601,6755,7437,6873
"Shom_DM21B05_00234",117035,88560,76452,72765,69410,65736,70978,77131,62184
"Shom_DM21B05_00235",25487,17783,9067,23856,21381,30689,86214,64149,16231
"Shom_DM21B05_00236",5328,3627,3522,4478,4120,3526,1909,43095,2693
"Shom_DM21B05_00237",9577,7234,8227,7041,6903,6703,3702,67877,5569
"Shom_DM21B05_00238",4748,3794,4093,2867,2825,2448,1690,20827,2277
"Shom_DM21B05_00239",25343,15971,11656,42174,39985,31548,37116,31524,72365
"Shom_DM21B05_00240",27173,17334,12459,49654,48179,34407,36195,32763,83164
"Shom_DM21B05_00241",6364,4082,3237,12127,12056,8617,11334,10898,22532
"Shom_DM21B05_00242",24135,15214,13896,44976,43114,31732,22621,25418,83917
"Shom_DM21B05_00243",33445,22220,24826,63781,61071,51505,33754,40857,130904
"Shom_DM21B05_00244",27608,19053,24293,55408,52333,50664,33136,42124,124829
"Shom_DM21B05_00245",8505,6494,8687,18497,17631,19348,11496,15257,43961
"Shom_DM21B05_00246",4533,3574,4677,9373,8595,10028,7245,9345,21229
"Shom_DM21B05_00247",8231,6930,8326,16583,15308,18546,15281,20585,35853
"Shom_DM21B05_00248",25981,22177,24662,48043,44669,56695,37234,54136,101622
"Shom_DM21B05_00249",2618,2048,2311,4692,4225,5319,7518,9248,8790
"Shom_DM21B05_00250",82133,58525,49766,79723,71092,63077,33484,39076,79166
"Shom_DM21B05_00251",307169,245965,238776,164268,147282,225307,136536,152778,155761
"Shom_DM21B05_00252",5326,3904,3527,4934,5065,3728,5831,7069,3115
"Shom_DM21B05_00253",431066,322446,232964,422595,403426,229211,141159,145577,257816
"Shom_DM21B05_00254",904538,668472,503177,842435,767448,508659,265118,268935,536523
"Shom_DM21B05_00255",299512,229071,181766,270525,254457,197790,124962,122451,189231
"Shom_DM21B05_00256",108930,84334,65840,93586,88009,72601,52090,48657,69470
"Shom_DM21B05_00257",11833,9262,7488,12006,10824,8746,11946,12646,9120
"Shom_DM21B05_00258",22272,15121,9316,10260,11989,6219,13185,10952,6119
"Shom_DM21B05_00259",51099,39358,39534,34208,35895,22548,23107,27525,24536
"Shom_DM21B05_00260",15242,11653,10984,11058,10570,7331,11652,13096,7022
"Shom_DM21B05_00261",2984,2489,2399,2495,2394,1936,1355,2364,2960
"Shom_DM21B05_00262",192674,147100,164646,131851,126492,100426,59874,83973,121492
"Shom_DM21B05_00263",18460,15181,15292,19963,19275,15109,17097,16410,11160
"Shom_DM21B05_00264",18769,14517,15159,11284,11164,9138,10393,13192,10578
"Shom_DM21B05_00265",157121,123863,119147,78257,77086,68557,77877,73565,72054
"Shom_DM21B05_00266",20732,15959,16522,11765,11892,8924,7432,7636,9103
"Shom_DM21B05_00267",49268,37987,40196,30343,30801,22315,12412,14004,23361
"Shom_DM21B05_00268",19732,15340,15948,13783,14089,10563,10254,11258,10033
"Shom_DM21B05_00269",36321,27414,30109,16847,17196,13881,16885,14595,18835
"Shom_DM21B05_00270",3846,3162,2533,3316,3142,2732,2585,3045,2146
"Shom_DM21B05_00271",5392,3899,3566,3092,2698,2497,2138,2620,2179
"Shom_DM21B05_00272",920,751,639,680,628,486,789,970,457
"Shom_DM21B05_00273",327,233,115,1466,1426,550,6738,4168,1389
"Shom_DM21B05_00274",283,182,82,676,650,336,1208,1078,644
"Shom_DM21B05_00277",487,399,475,383,321,393,552,569,366
"Shom_DM21B05_00278",2335,1648,1356,1804,1550,1651,1282,1128,1259
"Shom_DM21B05_00279",907,605,455,703,581,706,494,371,465
"Shom_DM21B05_00280",624,514,378,484,476,547,723,552,349
"Shom_DM21B05_00281",659,446,352,409,330,401,389,318,292
"Shom_DM21B05_00282",2721,2082,1465,2106,1768,2182,1774,1484,1423
"Shom_DM21B05_00283",2697,2036,1401,2805,2338,2389,1936,1683,1684
"Shom_DM21B05_00284",701,453,271,603,483,480,472,404,350
"Shom_DM21B05_00285",8472,5950,4215,8191,6695,7332,5650,4882,4893
"Shom_DM21B05_00286",356,256,185,310,229,392,319,267,219
"Shom_DM21B05_00287",1104,829,592,1141,923,1248,1001,893,731
"Shom_DM21B05_00288",1636,1082,802,1362,1151,1531,1060,870,937
"Shom_DM21B05_00289",1368,1072,771,1209,963,1497,1347,1119,874
"Shom_DM21B05_00290",922,772,566,953,771,1056,1044,946,577
"Shom_DM21B05_00291",1805,1294,896,1613,1297,1842,1269,1069,1020
"Shom_DM21B05_00292",515,407,262,533,404,622,424,366,293
"Shom_DM21B05_00293",3914,2838,1946,3555,2910,4322,3115,3147,2496
"Shom_DM21B05_00294",2781,2096,1566,1775,1548,2275,2103,1868,1342
"Shom_DM21B05_00295",2471,1869,1428,1664,1389,2055,2121,1905,1217
"Shom_DM21B05_00296",234,168,121,142,110,192,191,160,104
"Shom_DM21B05_00297",4420,3442,2627,2859,2464,3533,3418,3064,1946
"Shom_DM21B05_00298",915,736,528,597,514,801,1028,916,409
"Shom_DM21B05_00299",1312,893,858,743,639,992,1750,1246,766
"Shom_DM21B05_00300",1462,1032,1026,820,772,1143,1502,1208,902
"Shom_DM21B05_00301",1956,1494,1276,1013,1011,1412,1839,1449,1144
"Shom_DM21B05_00302",456,314,300,233,221,314,430,353,282
"Shom_DM21B05_00303",66127,49743,41094,54866,49386,62433,60354,45733,47135
"Shom_DM21B05_00304",1475,960,956,695,684,1055,982,798,844
"Shom_DM21B05_00305",1785,1188,1109,904,826,1224,1111,878,972
"Shom_DM21B05_00306",572,376,371,310,252,365,531,385,310
"Shom_DM21B05_00307",3798,2563,2500,1813,1652,2556,2592,2080,2107
"Shom_DM21B05_00308",5074,3632,3386,2440,2336,3397,3638,2532,2838
"Shom_DM21B05_00309",2602,1811,1705,1257,1157,1792,1980,1426,1467
"Shom_DM21B05_00310",527,364,332,259,259,360,409,275,266
"Shom_DM21B05_00311",707,509,468,351,300,461,519,324,384
"Shom_DM21B05_00312",1362,1043,987,691,661,967,983,603,872
"Shom_DM21B05_00313",1388,981,955,642,621,956,929,651,766
"Shom_DM21B05_00314",1298,876,860,650,536,814,741,526,683
"Shom_DM21B05_00315",935,631,627,465,444,687,668,468,530
"Shom_DM21B05_00316",5941,4087,3807,2917,2800,4096,3358,2466,3133
"Shom_DM21B05_00317",6161,4069,4215,2860,2719,3963,3084,2313,3344
"Shom_DM21B05_00318",5123,3504,3515,2420,2081,3117,2232,1755,2642
"Shom_DM21B05_00319",1667,1197,1193,841,765,1100,1034,704,883
"Shom_DM21B05_00320",2032,1311,1343,984,876,1130,1047,746,951
"Shom_DM21B05_00321",743,481,505,345,261,428,357,229,393
"Shom_DM21B05_00322",275,194,217,142,137,178,299,195,150
"Shom_DM21B05_00323",15961,11401,9643,17942,16218,17378,38623,32261,13944
"Shom_DM21B05_00324",760,625,688,476,483,700,948,755,530
"Shom_DM21B05_00325",2134,1581,1589,988,909,1322,901,759,1090
"Shom_DM21B05_00326",5652,4312,3262,5934,5628,7821,13073,9453,6396
"Shom_DM21B05_00327",380,256,261,183,149,231,337,247,190
"Shom_DM21B05_00328",6363,4341,4303,2721,2452,3774,4316,3243,2939
"Shom_DM21B05_00329",352,225,234,119,148,236,668,423,192
"Shom_DM21B05_00330",5690,4504,4960,4602,4880,4123,4700,5598,3694
"Shom_DM21B05_00331",5444,4626,3954,7799,7463,6781,6860,9140,6001
"Shom_DM21B05_00332",2660,1917,2480,1753,1762,1424,1899,2301,1624
"Shom_DM21B05_00333",11069,8903,10920,6801,7021,6924,5621,6316,6304
"Shom_DM21B05_00334",17858,14364,17402,11231,11398,10126,9529,10116,9566
"Shom_DM21B05_00335",9608,8298,6241,8838,8225,6407,5141,5753,5778
"Shom_DM21B05_00336",42273,35662,35488,39576,40368,31772,40919,44806,37930
"Shom_DM21B05_00337",21871,17217,13756,12047,10952,10506,12960,12100,7233
"Shom_DM21B05_00338",1944,1587,1602,1063,1089,607,1552,1060,646
"Shom_DM21B05_00339",51519,39647,38727,22648,23743,12199,16925,13538,15166
"Shom_DM21B05_00340",16217,12932,14888,8489,8532,6730,9257,9076,8416
"Shom_DM21B05_00341",74627,62523,56476,51710,47230,41223,33991,39888,34144
"Shom_DM21B05_00342",33750,28011,26089,14505,13755,9372,20892,16154,11672
"Shom_DM21B05_00343",49751,38223,39186,28553,29267,20760,11847,13663,26183
"Shom_DM21B05_00344",6785,5216,4990,3861,4002,3143,1993,2349,3962
"Shom_DM21B05_00345",33585,25389,25237,20660,20317,15633,14473,17244,19630
"Shom_DM21B05_00346",48270,38497,35565,36741,34833,27497,23943,29445,26799
"Shom_DM21B05_00347",30916,23805,21862,21486,20113,16100,13743,16973,16032
"Shom_DM21B05_00348",36840,29238,21263,57448,53119,56630,54064,69898,53040
"Shom_DM21B05_00349",5551,4519,3773,5714,5216,4764,4550,4712,3924
"Shom_DM21B05_00350",31636,25909,28363,19924,19747,14094,20088,18572,18631
"Shom_DM21B05_00351",51556,39771,37583,24397,22181,21018,19067,23952,19676
"Shom_DM21B05_00352",34618,26906,25775,23262,22002,16556,14048,16141,15661
"Shom_DM21B05_00353",16642,12958,12773,10871,10823,8443,6088,7666,7733
