"","Scap_PJ_001","Scap_PJ_002","Scap_PJ_003","Scap_PJ_004","Scap_PJ_005","Scap_PJ_006","Scap_PJ_007","Scap_PJ_008","Scap_PJ_009"
"Scap_DM21G11_01794",83296,75154,77232,30220,22176,34439,20309,21732,19061
"Scap_DM21G11_01795",1800,2215,2261,854,584,894,764,728,574
"Scap_DM21G11_01796",30866,38910,43853,18925,17706,25613,24396,27141,26256
"Scap_DM21G11_01797",8774,9260,9896,9496,6685,10745,6744,6720,6065
"Scap_DM21G11_01798",22215,25577,30913,16594,13107,19861,13813,13540,12817
"Scap_DM21G11_01799",53006,55240,63407,47059,39840,61225,45085,52244,46412
"Scap_DM21G11_01800",7906,10064,12016,4975,3725,5779,3685,3597,3512
"Scap_DM21G11_01801",35719,42338,56144,30279,23762,37016,30750,28718,27647
"Scap_DM21G11_01802",3706,4481,6627,3943,2834,4870,3944,3487,3549
"Scap_DM21G11_01803",24194,26394,32969,18313,13248,21140,16021,15944,14738
"Scap_DM21G11_01804",66794,76711,87341,67644,55562,92736,57384,63603,63273
"Scap_DM21G11_01805",37177,43124,48127,34767,26228,42977,26472,25429,25277
"Scap_DM21G11_01806",27316,27473,26508,68024,49796,81982,46096,49179,46571
"Scap_DM21G11_01807",3877,4244,4630,4448,3114,5192,3466,3407,3385
"Scap_DM21G11_01808",75319,79771,84452,49250,42146,69262,48275,51337,49372
"Scap_DM21G11_01809",33845,32412,31501,18244,12076,19774,10783,9871,9530
"Scap_DM21G11_01810",45702,52201,56253,34516,27615,44326,29005,29442,28443
"Scap_DM21G11_01811",12439,13603,14283,10594,7688,12387,7622,7352,7015
"Scap_DM21G11_01812",5384,5541,6860,7569,5804,9250,6853,6528,6655
"Scap_DM21G11_01813",21791,21478,27264,26272,20346,31340,21604,21476,19311
"Scap_DM21G11_01814",19748,19497,23212,20338,15989,26306,18564,19268,17561
"Scap_DM21G11_01815",3992,3992,4132,3182,2182,3026,2257,1859,1520
"Scap_DM21G11_01816",6210,7724,8600,2369,2118,2986,2235,2394,2027
"Scap_DM21G11_01817",10169,9640,10263,10344,7321,10269,6778,7173,5929
"Scap_DM21G11_01818",26625,25299,25397,20953,15416,22848,15176,15254,13086
"Scap_DM21G11_01819",116804,108654,111083,90840,75886,117554,68651,77083,71561
"Scap_DM21G11_01820",1141,1069,1195,958,777,1165,1903,2109,2145
"Scap_DM21G11_01821",26162,26381,28118,29249,21298,32338,27007,27224,25323
"Scap_DM21G11_01822",122670,133482,148052,381503,311459,488539,268063,317066,298190
"Scap_DM21G11_01823",29817,35037,38273,36301,28155,42012,36229,34966,31140
"Scap_DM21G11_01824",203,229,177,139,85,124,115,104,98
"Scap_DM21G11_01825",712,809,793,600,483,703,671,674,633
"Scap_DM21G11_01826",576,673,760,537,457,772,680,752,705
"Scap_DM21G11_01827",248,251,233,258,153,212,239,246,194
"Scap_DM21G11_01828",1417,1237,1354,1900,1318,2216,2092,2011,1949
"Scap_DM21G11_01829",52591,51897,53064,42079,30105,50232,33655,28877,25785
"Scap_DM21G11_01830",30344,29445,26271,18256,12653,21519,13053,10650,9047
"Scap_DM21G11_01831",29767,30227,29468,16589,10692,15535,11218,9921,8900
"Scap_DM21G11_01832",1074,1271,1299,879,687,1159,788,800,837
"Scap_DM21G11_01833",13590,12179,14732,32174,22966,36357,19335,21601,21334
"Scap_DM21G11_01834",37450,44014,48039,13703,11048,16729,18129,19684,19326
"Scap_DM21G11_01835",20221,20564,21825,22100,15570,22772,16495,16117,14119
"Scap_DM21G11_01836",7150,7415,8246,10721,7708,12911,8148,8718,8650
"Scap_DM21G11_01837",3612,3595,4952,6639,4960,8661,6338,7081,7088
"Scap_DM21G11_01838",5827,6455,6789,3758,3033,4165,3994,3482,2929
"Scap_DM21G11_01839",45366,44428,64343,94459,74398,111688,85350,87568,76467
"Scap_DM21G11_01840",38895,44241,52036,53717,41652,68510,42421,42786,39138
"Scap_DM21G11_01841",29107,30897,38729,49884,40386,65451,45427,48094,44456
"Scap_DM21G11_01842",13119,14683,15589,15085,11479,18901,9113,9084,8960
"Scap_DM21G11_01843",6257,6945,7273,9408,6453,10531,5366,5077,4852
"Scap_DM21G11_01844",2966,3102,3270,4240,3234,5251,3150,3046,2817
"Scap_DM21G11_01845",224223,224923,225365,123968,93683,152496,78308,83354,77539
"Scap_DM21G11_01846",9521,13877,18490,275329,205770,380457,67313,61831,58069
"Scap_DM21G11_01847",11445,15073,18116,248976,168150,305511,53550,41452,36458
"Scap_DM21G11_01848",2463,2989,3216,4777,3410,6084,2109,1898,1693
"Scap_DM21G11_01849",30635,32129,32219,73504,52086,83274,68216,61156,56871
"Scap_DM21G11_01850",2602,2661,2921,57948,41274,63025,60919,52810,52988
"Scap_DM21G11_01851",8922,8609,8697,9096,6722,10095,9112,8548,7952
"Scap_DM21G11_01852",42097,37981,39776,29639,22419,30380,29319,29484,23843
"Scap_DM21G11_01853",16028,15838,15595,10162,6588,10786,6962,6733,6680
"Scap_DM21G11_01854",5897,6039,6721,9494,6983,12053,8048,8169,7784
"Scap_DM21G11_01855",98239,102894,111464,62377,46635,77046,56734,55621,54244
"Scap_DM21G11_01856",16745,17073,17861,12630,9132,16878,12703,11862,12338
"Scap_DM21G11_01857",12195,12223,13455,9409,6802,11976,9210,8337,8615
"Scap_DM21G11_01858",54693,56773,64740,36423,25259,42562,31830,28969,27837
"Scap_DM21G11_01859",21195,22563,24172,10506,7647,12099,9002,8242,7804
"Scap_DM21G11_01860",10770,11250,11754,4956,3381,5240,3662,3208,2975
"Scap_DM21G11_01861",23445,25239,28546,11424,8779,14388,10684,11335,11278
"Scap_DM21G11_01862",1968,2097,2976,1841,1415,2299,1782,1767,1808
"Scap_DM21G11_01863",18828,18802,20172,6711,4768,7319,6964,7231,6961
"Scap_DM21G11_01864",42092,41886,46888,8716,6521,9239,15869,16714,16704
"Scap_DM21G11_01865",2773,2169,2787,5807,4891,8041,9023,8752,8075
"Scap_DM21G11_01866",117197,123867,131034,66469,56051,84473,76847,75498,72083
"Scap_DM21G11_01867",5369,5066,4700,3830,2485,4060,2357,2327,2167
"Scap_DM21G11_01868",344,303,324,339,211,366,261,237,197
"Scap_DM21G11_01869",18466,19404,22564,33838,22096,35980,25336,21631,20736
"Scap_DM21G11_01870",2839,3162,3115,3854,3060,4734,3768,3363,3151
"Scap_DM21G11_01871",7107,6549,6196,6721,4102,5862,3544,3174,2761
"Scap_DM21G11_01872",100879,123875,143268,29184,23303,34965,23316,22739,20400
"Scap_DM21G11_01873",15440,19560,22568,4248,3657,5501,3439,3471,3014
"Scap_DM21G11_01874",57404,73425,88157,17885,14143,21337,14533,14016,12499
"Scap_DM21G11_01875",62428,74417,82024,17231,12609,19700,12820,11892,10271
"Scap_DM21G11_01876",3016,3961,4614,850,654,999,579,604,493
"Scap_DM21G11_01877",19485,18736,23624,20697,15132,24945,17367,16520,16027
"Scap_DM21G11_01878",16132,15799,18892,15114,10341,17873,11876,11428,10859
"Scap_DM21G11_01879",11149,11481,13906,10878,8153,12986,9625,10001,9169
"Scap_DM21G11_01880",1571,1888,2012,1801,1130,2092,1220,1222,1249
"Scap_DM21G11_01881",6236,7197,8231,6648,5897,9061,7834,8186,8544
"Scap_DM21G11_01882",36280,37533,40295,33611,22112,33811,26868,23211,20876
"Scap_DM21G11_01883",18029,19342,25889,16956,13332,20226,19280,19306,17613
"Scap_DM21G11_01884",10277,10461,13015,6021,4983,7899,7362,7358,6632
"Scap_DM21G11_01885",14873,15579,18576,9563,7877,12236,11861,11777,10131
"Scap_DM21G11_01886",2710,2729,3478,4770,3228,4960,4625,4740,3997
"Scap_DM21G11_01887",2030,1745,2368,4488,3320,4766,5702,5484,4808
"Scap_DM21G11_01888",72141,77561,88997,84645,70062,107153,53186,58710,59058
"Scap_DM21G11_01889",24277,25898,32787,29244,24549,34361,17286,19599,19427
"Scap_DM21G11_01890",63810,71613,99171,92337,82644,116444,64091,72530,72975
"Scap_DM21G11_01891",76701,86142,111992,93947,85317,120227,71903,83436,83033
"Scap_DM21G11_01892",34421,37680,45786,38031,32907,48701,31041,36552,35047
"Scap_DM21G11_01893",6258,8952,9744,2046,1781,2492,1469,1497,1487
"Scap_DM21G11_01894",2137,1125,1030,4997,2261,3080,2035,2153,2174
"Scap_DM21G11_01895",114,128,166,71,55,62,60,79,63
"Scap_DM21G11_01896",14042,16704,17687,30341,21567,33854,24109,22482,20674
"Scap_DM21G11_01897",9289,11209,12609,22638,16961,26371,18375,17723,15716
"Scap_DM21G11_01898",11723,14910,16012,26939,18928,30202,19440,17672,15240
"Scap_DM21G11_01899",4906,3685,3839,6409,5289,8580,10071,10992,8655
"Scap_DM21G11_01900",6989,5023,4886,8015,6085,8683,9746,8809,7070
"Scap_DM21G11_01901",70976,72660,75537,78490,59655,94238,56974,60742,53442
"Scap_DM21G11_01902",13231,15029,14798,10386,7683,11172,8115,7294,6236
"Scap_DM21G11_01903",21264,18958,19044,14673,10752,18401,12619,13370,12174
"Scap_DM21G11_01904",5047,6106,5845,2516,1988,3141,2881,2994,2843
"Scap_DM21G11_01905",3701,4189,4219,2690,2285,3279,2915,3105,2773
"Scap_DM21G11_01906",6593,3668,3497,27661,15575,22656,20596,18975,17888
"Scap_DM21G11_01907",3346,3845,4541,7948,6332,9575,8490,8981,8264
"Scap_DM21G11_01908",1665,1556,1805,9043,6343,10064,10193,10703,11721
"Scap_DM21G11_01909",8755,10095,10281,6024,4215,7085,4084,4278,3963
"Scap_DM21G11_01910",5002,3119,3042,19210,11359,16826,14196,13967,13488
"Scap_DM21G11_01911",2842,3889,4318,3208,2810,4638,2372,2614,2179
"Scap_DM21G11_01912",1799,2055,2205,1460,898,1616,955,1107,1055
"Scap_DM21G11_01913",2395,2641,2547,1275,883,1460,915,838,837
"Scap_DM21G11_01914",2225,2226,2428,1631,1385,2232,1523,1582,1456
"Scap_DM21G11_01915",4040,4054,3951,5486,3402,5672,4381,4583,4466
"Scap_DM21G11_01916",1059,684,681,8942,5120,7775,7051,7302,6918
"Scap_DM21G11_01917",2985,3657,4094,2626,2242,3562,2697,2891,2711
"Scap_DM21G11_01918",1587,1491,1530,1994,1405,2079,1775,1878,1745
"Scap_DM21G11_01919",1422,1503,1709,1578,1445,1945,1711,2098,1851
"Scap_DM21G11_01920",2147,2568,2761,1404,1032,1885,1478,1567,1836
"Scap_DM21G11_01921",7179,6529,6114,5801,3065,4424,2800,2481,2102
"Scap_DM21G11_01922",2006,1285,1346,12096,9631,14454,15255,19321,18089
"Scap_DM21G11_01923",1686,1767,1793,1018,719,1154,754,746,749
"Scap_DM21G11_01924",1777,2046,2542,1446,1469,2479,1562,1753,1702
"Scap_DM21G11_01925",1385,1614,1698,1202,1247,1739,1198,1265,1074
"Scap_DM21G11_01926",8029,8838,9602,9184,7405,11316,6985,6949,6606
"Scap_DM21G11_01927",348,386,423,230,142,268,177,208,207
"Scap_DM21G11_01928",372,326,351,330,219,345,205,195,188
"Scap_DM21G11_01929",232,259,273,278,191,321,168,192,182
"Scap_DM21G11_01930",586,619,631,708,550,1037,561,606,647
"Scap_DM21G11_01931",433,427,453,615,399,783,403,440,419
"Scap_DM21G11_01932",1631,1571,1837,2851,1950,3108,1652,1657,1702
"Scap_DM21G11_01933",1783,1818,1806,3241,2342,4327,2099,2238,2366
"Scap_DM21G11_01934",824,836,991,1652,1317,2204,1159,1303,1406
"Scap_DM21G11_01935",802,964,948,653,548,868,650,624,567
"Scap_DM21G11_01936",525,619,626,487,343,553,432,476,418
"Scap_DM21G11_01937",350,363,420,353,257,391,271,345,318
"Scap_DM21G11_01938",631,653,827,677,541,887,749,800,758
"Scap_DM21G11_01939",132,148,194,134,110,159,155,137,133
"Scap_DM21G11_01940",12,11,14,17,21,25,17,25,25
"Scap_DM21G11_01941",28,46,43,39,41,46,62,31,48
"Scap_DM21G11_01942",53,75,78,63,63,97,93,76,90
"Scap_DM21G11_01943",21,36,28,27,23,39,43,38,31
"Scap_DM21G11_01944",21,30,23,26,20,24,18,16,16
"Scap_DM21G11_01945",7,5,3,8,6,6,7,4,1
"Scap_DM21G11_01946",12224,13927,15817,14071,12198,20272,15377,17781,16750
"Scap_DM21G11_01947",12034,13549,15385,15367,13217,20769,15635,16692,15277
"Scap_DM21G11_01948",1393763,1371609,1457973,2377619,1812714,2822627,2157973,2225376,2027487
"Scap_DM21G11_01949",6063,5737,6320,9959,6726,10203,7226,8026,8287
"Scap_DM21G11_01950",40915,39718,46973,81393,56024,91051,69936,78163,78036
"Scap_DM21G11_01951",7416,7234,9100,19020,12973,21082,18608,19523,18798
"Scap_DM21G11_01952",23968,27831,29835,17082,13698,23221,14558,15649,14723
"Scap_DM21G11_01953",17648,20807,23453,11175,9059,16309,10556,10969,10668
"Scap_DM21G11_01954",529510,484064,587252,123564,89987,141450,91100,92272,89874
"Scap_DM21G11_01955",578748,550407,768939,118448,80671,130079,83383,89113,91503
"Scap_DM21G11_01956",246355,227095,322970,52234,35492,52052,36694,37120,36830
"Scap_DM21G11_01957",379415,342085,460890,56477,37530,57984,36054,36960,37937
"Scap_DM21G11_01958",1854000,1712671,1914607,217373,162873,266971,175455,203470,211578
"Scap_DM21G11_01959",452033,439078,514031,45937,33295,52169,48962,55590,54145
"Scap_DM21G11_01960",803,873,918,286,184,288,275,287,255
"Scap_DM21G11_01961",27423,31162,36137,69125,50899,89508,52183,55718,57848
"Scap_DM21G11_01962",11220,12636,13033,19120,12934,20019,15646,15550,15570
"Scap_DM21G11_01963",916,1153,1278,1406,1341,1988,1531,1698,1667
"Scap_DM21G11_01964",65458,65833,67268,44650,34173,52050,37463,37814,35649
"Scap_DM21G11_01966",10246,10788,12297,8832,6202,9344,6893,6769,6664
"Scap_DM21G11_01967",13522,13860,17576,18792,13777,21062,15842,15238,13977
"Scap_DM21G11_01968",17981,17929,21695,26312,20088,29164,23966,24785,19710
"Scap_DM21G11_01969",31068,34422,41017,18943,13747,21703,16737,16088,14221
"Scap_DM21G11_01970",16781,19984,24715,9563,7451,11732,9082,9328,8461
"Scap_DM21G11_01971",10051,10788,13264,7385,5820,9397,6828,6887,6513
"Scap_DM21G11_01972",10149,10916,12955,8065,6063,9341,6459,6565,6071
"Scap_DM21G11_01973",14588,15010,15256,10401,6622,11158,6948,6522,5909
"Scap_DM21G11_01974",29334,30499,36535,34660,26351,41094,27991,29418,28183
"Scap_DM21G11_01975",22328,23988,28790,29024,22198,35657,24333,25648,23281
"Scap_DM21G11_01976",2655,2852,2840,1913,1404,2009,1048,1038,912
"Scap_DM21G11_01977",9458,10303,10873,8099,6292,9387,5951,6200,5297
"Scap_DM21G11_01978",30793,32822,37119,19668,13334,22866,4897,4863,4745
"Scap_DM21G11_01979",5331,5744,7253,4546,3365,5093,4161,3806,3462
"Scap_DM21G11_01980",119496,129233,148408,102573,79197,128094,87118,89039,86184
"Scap_DM21G11_01981",11839,12009,14226,19318,12669,21321,11626,11207,9285
"Scap_DM21G11_01982",40349,35695,31048,146324,101975,154757,107270,118652,109991
"Scap_DM21G11_01983",127,148,139,309,223,305,311,298,282
"Scap_DM21G11_01984",268,265,363,404,342,534,558,490,480
"Scap_DM21G11_01985",30486,35187,38952,17376,13495,21770,16371,16153,14431
"Scap_DM21G11_01986",7069,7148,7435,4904,3467,6257,4017,4567,4150
"Scap_DM21G11_01987",24933,29824,34672,25725,20852,33716,24162,25897,26551
"Scap_DM21G11_01988",14900,18071,19009,5447,4717,6908,9114,8290,7173
"Scap_DM21G11_01989",5767,5694,6304,7097,5607,9341,7246,7248,6250
"Scap_DM21G11_01990",3754,3756,4076,4984,3910,6627,4873,5057,4624
"Scap_DM21G11_01991",28912,31138,39765,48581,39196,60229,47623,48308,45347
"Scap_DM21G11_01992",21980,22472,23221,14783,11210,16801,14019,13482,11971
"Scap_DM21G11_01993",7891,8907,9757,9307,6313,9531,9885,8498,8352
"Scap_DM21G11_01994",10027,10515,12166,7538,6218,9099,8224,8625,8470
"Scap_DM21G11_01995",3876,5417,6016,2395,2027,3174,3118,3300,3203
"Scap_DM21G11_01996",29979,31612,32244,16661,12834,21712,13619,13735,13432
"Scap_DM21G11_01997",7785,8016,8108,3906,3082,5016,3149,3156,3270
"Scap_DM21G11_01998",82703,93059,105636,62851,50185,77333,54620,54366,52814
"Scap_DM21G11_01999",116302,136446,177222,151025,123479,192133,133342,140375,143616
"Scap_DM21G11_02000",15567,17616,20864,18790,13179,20598,14374,14751,15398
"Scap_DM21G11_02001",20142,24366,27369,13488,11079,17622,13628,14174,14219
"Scap_DM21G11_02002",9371,11477,12470,5396,4268,7306,5667,6112,6198
"Scap_DM21G11_02003",39550,46798,50779,138256,107992,157027,148375,138437,127115
"Scap_DM21G11_02004",6099,5571,5585,7908,5860,9294,9435,9523,9106
"Scap_DM21G11_02005",8726,10332,11247,9047,7283,13393,8626,9899,10145
"Scap_DM21G11_02006",3480,4421,5183,11053,7589,12445,10135,10635,10405
"Scap_DM21G11_02007",11462,11316,15352,29137,22564,32900,25825,30460,29493
"Scap_DM21G11_02008",8083,7839,9879,19445,14731,22739,19061,21360,19017
"Scap_DM21G11_02009",19224,21965,24531,26139,20889,30422,25454,24603,23238
"Scap_DM21G11_02010",13794,15585,17559,24467,17750,25786,22802,22362,22296
"Scap_DM21G11_02011",813,942,895,939,599,1116,781,702,698
"Scap_DM21G11_02012",194912,241697,261635,137884,117365,175549,147809,153393,156288
"Scap_DM21G11_02013",10704,12364,13895,7807,5723,8782,7112,6587,6080
"Scap_DM21G11_02014",11649,13834,17023,11140,8696,13533,11565,11059,9892
"Scap_DM21G11_02015",1834,2124,2394,1495,1184,1833,1504,1313,1173
"Scap_DM21G11_02016",2094,2667,3257,1130,954,1389,1410,1253,1188
"Scap_DM21G11_02017",4312,5524,7294,2721,2149,3288,3224,3091,2912
"Scap_DM21G11_02018",2427,3167,4008,1985,1657,2683,2460,2526,2409
"Scap_DM21G11_02019",10388,12015,14733,2990,2547,3409,1962,1726,1164
"Scap_DM21G11_02020",15663,18651,23925,5205,4827,6769,3886,3517,2631
"Scap_DM21G11_02021",22371,25446,31976,6568,5812,8154,4656,4156,3086
"Scap_DM21G11_02022",32513,38892,46317,14066,13860,21143,13960,15530,14226
"Scap_DM21G11_02023",1059,1073,1198,531,427,604,403,416,342
"Scap_DM21G11_02024",1398,1433,1567,994,812,1209,942,997,794
"Scap_DM21G11_02025",7502,7522,8244,5491,4679,6631,5947,6275,5351
"Scap_DM21G11_02026",12200,13170,13979,9211,7997,12752,9781,10751,9575
"Scap_DM21G11_02027",27170,26655,27538,40852,27807,45366,35922,36610,35435
"Scap_DM21G11_02028",5444,6331,6767,5416,4741,7136,5459,6491,6242
"Scap_DM21G11_02029",54665,64974,70161,68786,54147,86687,65455,68679,69624
"Scap_DM21G11_02030",5397,4529,5195,5280,4003,6406,4750,4603,4078
"Scap_DM21G11_02031",83958,87552,101758,11350,8310,12149,10619,10081,9217
"Scap_DM21G11_02032",50144,51179,52618,4675,3658,5067,5171,5109,4486
"Scap_DM21G11_02033",49968,53418,53592,4257,3469,5091,5798,6067,5131
"Scap_DM21G11_02034",2766,2807,3114,2091,1468,2017,1685,1536,1387
"Scap_DM21G11_02035",6646,8692,10298,40938,31671,55863,23508,25905,27640
"Scap_DM21G11_02036",3312,3887,4152,2218,1574,2360,1722,1591,1479
"Scap_DM21G11_02037",4198,5685,6290,2498,2190,3415,2710,2574,2409
"Scap_DM21G11_02038",3340,4334,4766,1854,1555,2435,1855,1843,1803
"Scap_DM21G11_02039",9925,9575,10174,12299,9192,13708,13443,14137,12954
"Scap_DM21G11_02040",12703,10702,9117,42282,26166,44401,25278,23923,20819
"Scap_DM21G11_02041",9662,9864,10733,14994,11101,18376,10960,11319,10286
"Scap_DM21G11_02042",3024,3481,4263,1406,1269,2137,1232,1504,1356
"Scap_DM21G11_02043",14231,15834,16781,8676,6595,11184,7440,7955,7969
"Scap_DM21G11_02044",142078,164385,177078,158640,127864,236340,127144,147409,148208
"Scap_DM21G11_02045",11006,11464,13017,12386,9917,16863,9666,11371,11322
"Scap_DM21G11_02046",6484,6743,8158,9893,7935,12568,7981,9260,9047
"Scap_DM21G11_02047",24901,30255,32995,11314,7990,13376,8564,8201,7940
"Scap_DM21G11_02048",27085,19572,20554,82036,47883,77083,58029,64537,67268
"Scap_DM21G11_02049",2637,2386,3054,6639,4265,6658,6203,7206,7799
"Scap_DM21G11_02050",2725,2605,3147,4167,2525,3701,3156,3082,3079
"Scap_DM21G11_02051",106,123,108,117,77,114,106,85,99
"Scap_DM21G11_02052",7852,7361,7629,8347,5781,9674,7793,8149,8325
"Scap_DM21G11_02053",29739,29497,31242,38499,27053,44122,34856,38122,36614
"Scap_DM21G11_02054",17464,18960,22206,12045,9423,13672,9374,9655,9865
"Scap_DM21G11_02055",1699,1952,2254,770,583,831,856,848,718
"Scap_DM21G11_02056",6583,7496,8369,6592,4887,7223,4898,4744,4320
"Scap_DM21G11_02057",5805,6458,6985,3227,2124,3796,2572,2285,2518
"Scap_DM21G11_02058",15934,17188,20174,13028,9014,14659,10258,9153,9523
"Scap_DM21G11_02059",15708,16301,18612,18280,12594,19905,13606,13113,12499
"Scap_DM21G11_02060",17899,19773,22632,21416,17640,26338,20681,21433,20942
"Scap_DM21G11_02061",21758,22743,23823,18670,15495,26230,19290,21134,21012
"Scap_DM21G11_02062",32409,33848,34360,26804,19821,34093,24028,24716,24345
"Scap_DM21G11_02063",1260,1271,1298,1070,662,995,888,1014,1009
"Scap_DM21G11_02064",6993,7406,8445,7082,5656,8996,8667,10249,10087
"Scap_DM21G11_02065",14580,14831,15821,18765,13276,21969,18590,19156,19070
"Scap_DM21G11_02066",7915,8357,9260,9534,7162,12699,11019,11541,11396
"Scap_DM21G11_02067",86447,105470,123284,479115,349164,626578,325640,307251,281536
"Scap_DM21G11_02068",132523,155555,173168,79809,75627,114334,106501,92975,91093
"Scap_DM21G11_02069",100150,116579,127847,63486,60815,99329,84732,81827,81624
"Scap_DM21G11_02070",19392,21343,22137,10834,8068,13393,8211,7860,7182
"Scap_DM21G11_02071",12333,13886,15434,9763,7576,12008,7356,7470,6812
"Scap_DM21G11_02072",17526,19893,21370,13190,10582,15830,12885,13059,12136
"Scap_DM21G11_02073",14502,16236,17044,13268,9686,14387,10979,10475,9438
"Scap_DM21G11_02074",20282,23178,25299,21761,16480,27713,19919,21511,20379
"Scap_DM21G11_02075",10002,10105,10663,9303,7324,13145,7534,8188,8203
"Scap_DM21G11_02076",6275,7639,8359,8472,7274,11560,8435,9470,9375
"Scap_DM21G11_02077",38539,44396,50267,44515,34514,50691,35003,33533,31853
"Scap_DM21G11_02078",87819,92672,92288,73482,55288,88049,45683,44795,43816
"Scap_DM21G11_02079",33835,31376,33693,28808,24091,37258,20787,24402,20244
"Scap_DM21G11_02080",24239,23063,23751,18305,14911,21000,11883,13660,11656
"Scap_DM21G11_02081",36987,34579,39665,27211,24623,32755,18791,22027,17750
"Scap_DM21G11_02082",1977,2332,2062,762,551,886,855,712,739
"Scap_DM21G11_02083",1385,1553,1219,552,350,620,557,420,403
"Scap_DM21G11_02084",2379,2867,2581,1146,765,1237,1085,972,850
"Scap_DM21G11_02085",3043,3320,3293,5004,3342,5418,3772,3668,3256
"Scap_DM21G11_02086",25516,25215,25533,10514,7618,12415,7687,7586,6640
"Scap_DM21G11_02087",37770,39643,41555,21857,16376,25736,20012,19195,18191
"Scap_DM21G11_02088",37759,35151,32620,17375,13539,22067,12845,13777,13756
"Scap_DM21G11_02089",9838,11071,11462,8161,6312,9975,5780,5827,5849
"Scap_DM21G11_02090",7600,9254,10211,7443,6298,10304,5638,6479,6439
"Scap_DM21G11_02091",16907,19006,19471,8468,6494,10464,7371,7454,7038
"Scap_DM21G11_02092",22342,23812,26645,16039,12805,19570,15340,16351,15820
"Scap_DM21G11_02093",3953,4235,4151,4487,3330,5191,4139,4216,4187
"Scap_DM21G11_02094",612,724,932,1326,1283,1876,2318,2563,2525
"Scap_DM21G11_02095",2830,3071,3006,2006,1302,2177,1617,1590,1499
"Scap_DM21G11_02096",2423,2723,3011,1429,1068,1956,1533,1595,1417
"Scap_DM21G11_02097",7360,7448,7943,7069,5280,8721,6160,5953,6254
"Scap_DM21G11_02098",2344,2735,3299,37830,20037,34915,41868,30645,34114
"Scap_DM21G11_02099",4477,5766,7591,85656,50637,91079,114845,89518,102908
"Scap_DM21G11_02100",6713,7977,9686,87057,52841,89524,122746,94661,108349
"Scap_DM21G11_02101",47614,36316,38538,31081,21980,39029,29988,32197,36811
"Scap_DM21G11_02102",3922,3590,4369,7014,4270,7659,6488,6827,6909
"Scap_DM21G11_02103",3216,3012,3743,6352,3821,5976,4939,4744,4766
"Scap_DM21G11_02104",1990,1861,2394,3709,2303,3437,2728,2709,2689
"Scap_DM21G11_02105",9180,8031,9913,17426,9638,15669,12141,12454,12971
"Scap_DM21G11_02106",3384,2951,3724,7374,4596,8049,5929,6671,6991
"Scap_DM21G11_02107",4873,4117,5528,11566,7379,12484,10118,12031,12140
"Scap_DM21G11_02108",21859,17124,21121,48867,28164,46516,38766,41117,39240
"Scap_DM21G11_02109",4031,2876,3278,8269,4712,8071,6695,6234,6225
"Scap_DM21G11_02110",75,103,114,80,53,90,49,45,61
"Scap_DM21G11_02111",724,712,787,533,374,534,326,311,347
"Scap_DM21G11_02112",7181,8127,9044,4876,3503,5815,4367,5022,4864
"Scap_DM21G11_02113",4169,4270,5534,3126,2372,4054,1688,2171,2071
"Scap_DM21G11_02114",65039,71519,75880,77759,60493,92597,60028,66737,66460
"Scap_DM21G11_02115",6821,4023,4269,20174,11405,16682,17582,17661,16749
"Scap_DM21G11_02116",22544,23729,26728,15011,12559,18150,17733,19558,17700
"Scap_DM21G11_02117",41520,33501,30436,30681,21177,32005,40124,42966,38186
"Scap_DM21G11_02118",14489,16433,17667,11750,8599,14062,11599,12286,11878
"Scap_DM21G11_02119",9784,11645,12140,5830,4942,7569,6679,6591,6204
"Scap_DM21G11_02120",3465,3673,3852,2709,1978,2889,2625,2536,2115
"Scap_DM21G11_02121",12286,13384,13625,6266,4795,7707,7471,7255,6472
"Scap_DM21G11_02122",8825,9759,10492,7069,5705,9043,7061,6732,6298
"Scap_DM21G11_02123",10613,11205,11164,7464,5687,10060,6846,7217,6707
"Scap_DM21G11_02124",2051,2124,2252,2761,2093,3247,2503,2550,2428
"Scap_DM21G11_02125",850,840,1007,2067,1598,2483,1968,1861,1975
"Scap_DM21G11_02126",51975,59269,63696,49042,35928,60172,37385,37932,37733
"Scap_DM21G11_02127",1621,1668,1833,1464,1030,1604,1031,1101,1112
"Scap_DM21G11_02128",1902,1602,1584,3466,2593,3701,4291,4773,5071
"Scap_DM21G11_02129",11267,9184,8336,35070,22762,35892,35065,31966,28780
"Scap_DM21G11_02130",6603,5289,5023,22005,14688,23831,20305,17925,17105
"Scap_DM21G11_02131",5587,4401,4175,23595,15424,26942,23072,21486,21863
"Scap_DM21G11_02132",9409,7566,7421,34046,22415,40963,33382,30296,30816
"Scap_DM21G11_02133",7820,7548,7786,12309,9350,15817,11886,11540,12194
"Scap_DM21G11_02134",3832,4243,4808,4838,3278,5068,3014,2734,2577
"Scap_DM21G11_02135",9161,9572,11379,16165,11703,19258,10736,9884,10300
"Scap_DM21G11_02136",4091,4092,4836,5981,4214,6841,4341,4193,3932
"Scap_DM21G11_02137",5375,3012,2723,5093,2732,4444,3305,2866,2503
"Scap_DM21G11_02138",17724,11511,11539,46743,27151,42314,34415,37812,37072
"Scap_DM21G11_02139",2158,2057,2464,1573,1227,1841,1832,1979,1945
"Scap_DM21G11_02140",8167,7767,9126,4771,3851,6077,5575,6674,6460
"Scap_DM21G11_02141",572,664,703,381,249,340,300,248,179
