"","Sepi_PJ_019","Sepi_PJ_020","Sepi_PJ_021","Sepi_PJ_022","Sepi_PJ_023","Sepi_PJ_024","Sepi_PJ_025","Sepi_PJ_026","Sepi_PJ_027"
"Sepi_DM21B07_01410",393,286,344,9016,7732,7386,309967,161121,132850
"Sepi_DM21B07_01411",90,101,98,1342,970,894,52759,23998,20252
"Sepi_DM21B07_01412",192,215,188,2060,1336,1279,91335,39775,33438
"Sepi_DM21B07_01413",562,440,520,1860,1599,1493,92214,38508,32784
"Sepi_DM21B07_01414",1322,1090,1152,1783,1880,1770,78316,32616,27463
"Sepi_DM21B07_01415",14112,14689,16478,19967,23211,26576,23918,26396,22027
"Sepi_DM21B07_01416",1678,1298,1389,986,1241,1209,930,961,822
"Sepi_DM21B07_01417",4634,3191,4574,2350,2818,2752,2278,2641,2224
"Sepi_DM21B07_01418",2340,1736,2559,1047,1334,1373,1135,1245,1066
"Sepi_DM21B07_01419",4751,3407,4618,1460,1815,1777,1850,2248,1826
"Sepi_DM21B07_01420",3610,2439,3416,1036,1085,1178,1125,1451,1204
"Sepi_DM21B07_01421",10497,8295,9097,5574,7183,7023,8673,9542,8088
"Sepi_DM21B07_01422",72148,58481,64979,33434,43365,42231,43001,45136,37868
"Sepi_DM21B07_01423",42692,30703,38708,24296,31535,31072,31039,31892,26529
"Sepi_DM21B07_01424",13422,10600,10395,24047,29050,27616,27688,28242,23460
"Sepi_DM21B07_01425",438,345,380,408,534,579,910,799,617
"Sepi_DM21B07_01426",788,697,805,1270,1402,1590,2747,2353,1850
"Sepi_DM21B07_01427",383,303,327,951,951,1004,2184,1899,1638
"Sepi_DM21B07_01428",257,256,287,881,831,888,2378,2127,1799
"Sepi_DM21B07_01429",198,173,203,800,858,892,2668,2444,2018
"Sepi_DM21B07_01430",120,89,92,608,616,620,2211,2069,1750
"Sepi_DM21B07_01431",366,251,287,1617,1885,1623,4535,4595,3910
"Sepi_DM21B07_01432",1989,1686,1831,2890,3808,3307,5833,5891,4844
"Sepi_DM21B07_01433",418,293,357,254,349,329,306,327,259
"Sepi_DM21B07_01434",9092,7464,7479,9455,14187,13102,12845,13916,11594
"Sepi_DM21B07_01435",30467,26609,26975,13831,19954,19829,19005,19172,15969
"Sepi_DM21B07_01436",17209,12534,13966,13366,15355,14542,15310,16687,13916
"Sepi_DM21B07_01437",33727,27763,31381,16063,20393,20991,15768,17960,14981
"Sepi_DM21B07_01438",24720,18784,21512,10511,13290,13308,14245,15163,12850
"Sepi_DM21B07_01439",13705,11880,11651,8600,11514,11041,11365,12809,11252
"Sepi_DM21B07_01440",21152,21756,18423,14575,18458,17278,14247,14535,12155
"Sepi_DM21B07_01441",76132,71650,72793,25486,30552,32004,38927,47274,39805
"Sepi_DM21B07_01442",14790,15664,14781,6371,9217,10577,9021,9833,8129
"Sepi_DM21B07_01443",15769,13268,13362,7897,10170,10293,8659,9296,7875
"Sepi_DM21B07_01444",2253,1891,1906,1060,1390,1373,1414,1522,1261
"Sepi_DM21B07_01445",7600,6270,6057,5524,6880,6556,7599,8172,6588
"Sepi_DM21B07_01446",43017,49425,40882,208315,172013,182132,221427,210087,174175
"Sepi_DM21B07_01447",99747,91262,116933,127877,129261,143242,189127,194298,161644
"Sepi_DM21B07_01448",8123,7241,6728,3173,4876,4430,5439,5166,4142
"Sepi_DM21B07_01449",37218,28347,31374,22394,26782,25022,21369,23797,20619
"Sepi_DM21B07_01450",13652,8773,11585,8532,10595,9787,9487,9939,8520
"Sepi_DM21B07_01451",4089,3526,3594,1427,2237,2023,2333,2513,1909
"Sepi_DM21B07_01452",36949,31293,29512,7842,12157,11836,13448,15239,12229
"Sepi_DM21B07_01453",31870,27727,38445,46569,50848,56342,52666,50758,42500
"Sepi_DM21B07_01454",1540,1288,1709,1960,2668,2792,2381,2474,2004
"Sepi_DM21B07_01455",945,898,916,286,332,330,638,719,557
"Sepi_DM21B07_01456",23194,15819,18836,13650,18339,17626,17363,19468,15569
"Sepi_DM21B07_01457",1411,1196,1320,1972,2083,2190,1955,2215,1774
"Sepi_DM21B07_01458",18873,18688,19922,31618,30603,36013,31857,35134,29114
"Sepi_DM21B07_01459",10742,10908,11825,21197,21604,26174,18964,21628,17793
"Sepi_DM21B07_01460",952,993,1055,290,293,354,321,330,309
"Sepi_DM21B07_01461",18673,16194,16057,13632,14248,14346,17720,16891,14240
"Sepi_DM21B07_01462",68814,58623,76551,222000,213885,225584,250489,239357,198635
"Sepi_DM21B07_01463",24917,19640,25582,29470,37158,36095,41961,44196,37435
"Sepi_DM21B07_01464",7107,6162,6092,10182,12169,10954,9310,9572,8015
"Sepi_DM21B07_01465",17380,13985,14541,17350,19996,19176,31221,31262,26261
"Sepi_DM21B07_01466",8220,6427,7646,15428,18713,18852,41191,37681,31665
"Sepi_DM21B07_01467",2312,1837,2628,12230,15812,15660,32478,28873,23784
"Sepi_DM21B07_01468",2736,2064,2833,20551,25732,22875,52344,47341,39606
"Sepi_DM21B07_01469",765,634,796,2944,4470,4194,15231,14869,12843
"Sepi_DM21B07_01470",6566,4421,3669,19941,26043,26134,18458,19818,16509
"Sepi_DM21B07_01471",61868,45071,46725,40253,54020,52588,36914,41598,34677
"Sepi_DM21B07_01472",1568,1511,1482,420,688,666,578,619,514
"Sepi_DM21B07_01473",8627,7228,6966,2910,3902,3762,4263,4765,3962
"Sepi_DM21B07_01474",2002,1775,1798,1662,1902,1913,1699,1825,1582
"Sepi_DM21B07_01475",2251,1964,1982,1904,2166,2247,1888,2041,1683
"Sepi_DM21B07_01476",584,461,501,765,935,838,874,867,784
"Sepi_DM21B07_01477",434,306,393,649,889,836,782,944,817
"Sepi_DM21B07_01478",56958,37715,54231,71901,96901,91253,86626,93137,77910
"Sepi_DM21B07_01479",2175,1333,2065,2805,4676,4500,3289,3394,2627
"Sepi_DM21B07_01480",10952,7333,10152,23988,31660,30957,47270,48991,40936
"Sepi_DM21B07_01481",6524,4552,6033,13432,17316,16366,26247,26856,22989
"Sepi_DM21B07_01482",75,53,70,25,32,30,44,36,50
"Sepi_DM21B07_01483",27,31,23,8,13,11,11,19,19
"Sepi_DM21B07_01484",229,165,183,223,312,341,271,324,251
"Sepi_DM21B07_01485",116,90,107,125,191,228,159,204,169
"Sepi_DM21B07_01486",462,406,564,579,1013,1160,929,975,778
"Sepi_DM21B07_01487",147225,111850,179575,228690,297535,305129,250816,255900,211545
"Sepi_DM21B07_01488",42742,33465,53827,71324,97316,103425,76194,75367,61323
"Sepi_DM21B07_01489",6755,8320,6632,4288,4143,4369,6283,6567,5563
"Sepi_DM21B07_01490",6087,7108,5696,4047,4321,4353,5801,6393,5139
"Sepi_DM21B07_01491",20735,16440,17280,13403,18003,17315,19947,21679,17613
"Sepi_DM21B07_01492",12716,10602,10759,22219,25257,23919,34577,36461,30359
"Sepi_DM21B07_01493",25911,21586,22316,32548,38620,36536,47927,49424,41243
"Sepi_DM21B07_01494",20652,16755,18144,13641,16777,16466,15649,16086,13101
"Sepi_DM21B07_01495",196461,196818,184273,27918,27529,28794,30604,28719,23699
"Sepi_DM21B07_01496",20514,16062,18740,26206,30602,33476,44437,47503,38899
"Sepi_DM21B07_01497",9391,7408,8950,14047,15125,16678,25956,27577,22952
"Sepi_DM21B07_01498",5710,6132,4769,4118,4523,4613,3632,3680,2994
"Sepi_DM21B07_01499",25910,25454,24449,18057,19703,20155,19493,19773,16873
"Sepi_DM21B07_01500",50524,39190,46891,22058,27006,26460,29038,30740,26136
"Sepi_DM21B07_01501",8043,6309,7806,2695,3560,3680,4594,5247,4179
"Sepi_DM21B07_01502",13621,9861,13051,4712,6400,6593,7962,8921,7508
"Sepi_DM21B07_01503",48418,33781,48296,18666,26168,26279,30879,33686,27863
"Sepi_DM21B07_01504",2903,2232,2367,4510,5302,5326,3974,4088,3305
"Sepi_DM21B07_01505",2697,1696,2337,8699,9154,8533,7311,6898,5732
"Sepi_DM21B07_01506",13989,13626,11909,18357,18941,18274,15721,15698,12548
"Sepi_DM21B07_01507",17168,18594,12583,22102,24164,23777,19180,18820,15261
"Sepi_DM21B07_01508",12788,10154,11064,9558,12801,11912,11776,12288,10305
"Sepi_DM21B07_01509",5375,4114,4187,5078,7346,7036,7825,8203,6811
"Sepi_DM21B07_01510",280104,190571,232993,158147,200144,190151,223499,242781,199793
"Sepi_DM21B07_01511",28862,28651,34377,31705,36437,41896,28833,29210,23349
"Sepi_DM21B07_01512",13161,11840,13805,12597,15064,15345,14215,14032,11624
"Sepi_DM21B07_01513",10497,7846,9679,6915,8640,8457,8018,8351,6822
"Sepi_DM21B07_01514",21345,15828,21663,16166,19813,18874,19725,19867,16448
"Sepi_DM21B07_01515",14143,9769,14842,11728,15538,16135,13163,12860,10423
"Sepi_DM21B07_01516",9093,7078,10205,4282,5031,5247,7179,7478,6166
"Sepi_DM21B07_01517",25053,19432,27868,12666,14372,14534,20653,21628,17453
"Sepi_DM21B07_01518",39632,31535,44898,17491,18346,17888,31813,33521,28060
"Sepi_DM21B07_01519",18412,15046,21472,9492,9970,10230,15523,15803,13248
"Sepi_DM21B07_01520",36400,31418,43806,22659,23512,25585,32447,30978,25764
"Sepi_DM21B07_01521",95176,66650,79689,61950,72064,69188,70417,73877,61682
"Sepi_DM21B07_01522",67839,69412,73383,69638,76990,93217,74714,78216,64652
"Sepi_DM21B07_01523",66748,46390,58353,17992,26245,23749,32739,37687,30668
"Sepi_DM21B07_01524",14041,12320,15105,8267,10329,10796,11711,12580,10188
"Sepi_DM21B07_01525",15883,14218,16751,8190,10225,10204,11563,13397,11119
"Sepi_DM21B07_01526",12416,11941,11437,8759,10322,10322,11068,11320,9240
"Sepi_DM21B07_01527",53624,56555,50427,45614,47974,53892,48132,47496,39102
"Sepi_DM21B07_01528",7772,7784,7037,6116,6696,7140,6996,7231,6033
"Sepi_DM21B07_01529",3032,3099,2812,2589,2991,3365,2839,2819,2319
"Sepi_DM21B07_01530",20781,19745,19781,17499,21487,24626,18706,19071,15498
"Sepi_DM21B07_01531",6812,6048,6065,5030,6525,7161,6040,6134,5059
"Sepi_DM21B07_01532",54526,56057,45597,34427,39353,39305,39031,41156,34632
"Sepi_DM21B07_01533",50804,45764,57216,39623,43580,48445,49227,49876,41205
"Sepi_DM21B07_01534",41758,35749,45132,28257,33216,35500,36232,37049,30454
"Sepi_DM21B07_01535",15910,12524,13903,6855,8384,8543,8924,9300,7818
"Sepi_DM21B07_01536",30997,25625,27908,16947,20757,19623,22127,24140,20306
"Sepi_DM21B07_01537",42814,37157,46430,30428,34297,36558,43561,46726,38055
"Sepi_DM21B07_01538",24985,23011,29782,21131,23106,27411,30581,31611,25958
"Sepi_DM21B07_01539",227627,184402,221216,129401,151560,157373,166960,184055,151781
"Sepi_DM21B07_01540",335660,225047,320965,127882,166581,170030,178524,207144,168278
"Sepi_DM21B07_01541",14930,12722,16506,19925,22260,25628,19944,19346,15656
"Sepi_DM21B07_01542",42193,36949,45477,55425,63248,68461,58635,57851,47922
"Sepi_DM21B07_01543",19108,17086,20666,24580,26991,28598,27580,27156,22753
"Sepi_DM21B07_01544",36714,31242,35090,39342,46690,45074,46743,49766,40859
"Sepi_DM21B07_01546",72118,88304,84681,49664,54623,63094,61291,65368,54305
"Sepi_DM21B07_01547",2956,2510,2811,3239,3346,3414,5457,5576,4730
"Sepi_DM21B07_01548",20448,20750,17557,110912,113591,132065,104150,105153,85851
"Sepi_DM21B07_01549",29547,31108,22426,177920,171589,205752,171698,173086,143585
"Sepi_DM21B07_01550",9531,10671,8495,7703,7640,7926,8148,8223,6842
"Sepi_DM21B07_01551",8143,7760,7230,6751,7766,7967,6610,6594,5441
"Sepi_DM21B07_01552",3749,2844,3475,2832,3359,3384,4817,4362,3715
"Sepi_DM21B07_01553",9415,7572,9862,7101,7575,7419,12504,11984,9948
"Sepi_DM21B07_01554",148127,127642,132631,35844,58270,55652,71631,84968,68112
"Sepi_DM21B07_01555",14709,10715,15362,8352,10211,10083,10398,11885,9856
"Sepi_DM21B07_01556",1675,1168,1766,989,1398,1420,1204,1292,1092
"Sepi_DM21B07_01557",107485,96184,100476,27692,37081,30767,55448,63733,53837
"Sepi_DM21B07_01558",74263,59147,68822,45871,54450,54327,56885,59606,49000
"Sepi_DM21B07_01559",11528,10140,11493,7961,8623,8669,10680,11020,9140
"Sepi_DM21B07_01560",15918,14798,17532,12357,12893,14379,15105,15466,12446
"Sepi_DM21B07_01561",76100,64036,77217,42245,46839,48348,63919,68719,57675
"Sepi_DM21B07_01562",9146,7433,9049,5511,7386,6694,8661,9373,7606
"Sepi_DM21B07_01563",193881,161052,161065,76655,103712,99255,112919,123472,100698
"Sepi_DM21B07_01564",35723,29121,38962,23999,26663,29499,17816,17418,14217
"Sepi_DM21B07_01565",22155,20590,24183,15470,15458,17401,12351,11926,9514
"Sepi_DM21B07_01566",23755,25084,25914,18123,17211,20221,14136,13306,11124
"Sepi_DM21B07_01567",11595,11164,11850,7866,8824,9236,7490,7356,6027
"Sepi_DM21B07_01568",18235,13208,16322,15478,18555,18610,15297,16091,13632
"Sepi_DM21B07_01569",105437,67475,99871,58666,77840,77334,79563,86416,71096
"Sepi_DM21B07_01570",11887,7972,11583,8182,12614,12549,10798,10878,8804
"Sepi_DM21B07_01571",220128,183747,173108,79656,109288,95489,130390,137784,111011
"Sepi_DM21B07_01572",8922,6039,7712,5508,6154,6100,6403,7073,6131
"Sepi_DM21B07_01573",11345,7385,10191,8176,9810,9734,9087,9890,8099
"Sepi_DM21B07_01574",8136,5568,7716,5884,7322,6820,7147,7496,6313
"Sepi_DM21B07_01575",36846,35591,37164,23805,24249,25723,29271,29592,24773
"Sepi_DM21B07_01576",13464,15025,14248,11981,10183,12244,13332,13278,11215
"Sepi_DM21B07_01577",16654,18441,17637,14297,13038,15305,15518,15659,12775
"Sepi_DM21B07_01578",16946,17721,18226,12089,12740,13359,15604,16334,13577
"Sepi_DM21B07_01579",4888,4779,5629,3992,4668,5162,4736,4741,3916
"Sepi_DM21B07_01580",3155,2914,3554,2039,2517,2622,2608,2740,2343
"Sepi_DM21B07_01581",14902,11958,12074,12080,13546,12859,13164,12939,10853
"Sepi_DM21B07_01582",30343,27275,30692,28435,30878,31059,33419,33127,27717
"Sepi_DM21B07_01583",10211,9760,10358,11566,12608,12932,13445,12809,10771
"Sepi_DM21B07_01584",9029,6571,8300,5459,7444,7093,7573,7691,6225
"Sepi_DM21B07_01585",58127,42684,52440,39492,53035,50755,46096,47460,39328
"Sepi_DM21B07_01586",19063,18129,21277,10019,12482,12783,15035,16836,14217
"Sepi_DM21B07_01587",4197,3570,3502,2936,3907,3879,3010,3246,2693
"Sepi_DM21B07_01588",1274,1072,952,1392,2219,1998,1802,2081,1864
"Sepi_DM21B07_01589",4734,4389,3671,9213,16180,15367,10899,12045,9888
"Sepi_DM21B07_01590",8824,8469,6654,18191,29925,27727,21873,23636,19703
"Sepi_DM21B07_01591",34492,35689,21822,71624,122219,101067,81252,90433,75095
"Sepi_DM21B07_01080",19983,15673,19695,11284,14243,14719,15501,16589,13551
"Sepi_DM21B07_01592",23916,24024,16292,65026,89907,81751,81608,90132,74473
"Sepi_DM21B07_01593",22606,23016,16998,72025,97844,91452,84909,94576,78887
"Sepi_DM21B07_01594",6159,5755,4465,19227,33268,31682,30403,36217,30026
"Sepi_DM21B07_01595",3556,3218,2638,8247,20132,18733,22265,28426,23369
"Sepi_DM21B07_01596",38011,33928,34278,23138,49339,45093,67289,82437,70089
"Sepi_DM21B07_01597",35634,21977,32243,11689,15332,14815,15121,16748,13716
"Sepi_DM21B07_01598",18746,11871,15880,5003,6442,5772,7600,9101,7720
"Sepi_DM21B07_01599",1629,1235,1603,1114,1339,1243,1831,1671,1308
"Sepi_DM21B07_01600",3551,2856,3380,2614,3157,2917,3651,3525,3020
"Sepi_DM21B07_01601",103260,103175,91898,59822,59006,64721,77590,80858,67269
"Sepi_DM21B07_01602",52113,45129,45083,38700,48110,45512,45475,45334,38182
"Sepi_DM21B07_01603",29314,24421,25577,23939,29321,27034,29456,29472,24589
"Sepi_DM21B07_01604",34255,22564,29734,24571,25726,24975,28153,30030,25642
"Sepi_DM21B07_01605",80464,50368,71190,60836,71684,67444,75769,77898,64865
"Sepi_DM21B07_01606",47278,31093,40962,40019,49039,48850,43213,45643,37885
"Sepi_DM21B07_01607",10872,8457,9887,12377,15160,15231,14768,14774,12474
"Sepi_DM21B07_01608",120550,121498,102574,119610,131835,130517,117312,117724,98249
"Sepi_DM21B07_01609",110679,108418,94464,113256,133534,130649,121181,120687,100601
"Sepi_DM21B07_01610",61480,52599,61361,32093,32381,32663,41015,42334,35673
"Sepi_DM21B07_01611",36856,29150,38122,18103,19261,19574,23394,24592,20125
"Sepi_DM21B07_01612",13758,10900,13718,6252,6698,6984,7787,7957,6627
"Sepi_DM21B07_01613",40433,39191,35401,16720,19567,18991,18953,18404,15733
"Sepi_DM21B07_01614",37205,27108,33152,25678,26695,25924,26794,26338,21987
"Sepi_DM21B07_01615",144199,105292,129734,110788,113339,105404,105901,105626,88790
"Sepi_DM21B07_01616",57859,44289,48030,39805,44926,43051,38238,37563,31031
"Sepi_DM21B07_01617",22952,20414,20868,12520,17389,16380,17096,18401,15811
"Sepi_DM21B07_01618",6201,4956,4889,7508,9231,8506,8243,9151,7808
"Sepi_DM21B07_01619",10016,8003,7671,2697,3206,2826,5791,6123,5050
"Sepi_DM21B07_01620",94317,72455,66224,38196,37007,34235,104110,96641,80846
"Sepi_DM21B07_01621",235047,183758,166311,101173,95603,88773,260161,248573,207887
"Sepi_DM21B07_01622",117596,92931,84579,56675,56290,56531,134289,126712,105035
"Sepi_DM21B07_01623",274647,210101,199299,123039,128333,125519,373542,345750,285994
"Sepi_DM21B07_01625",1470,1367,1549,451,605,643,618,648,555
"Sepi_DM21B07_01626",6941,6551,6988,2433,3165,3134,3190,3275,2915
"Sepi_DM21B07_01627",5418,4176,5028,2485,3355,3789,3725,4049,3210
"Sepi_DM21B07_01628",11068,8399,10747,5644,7282,7433,8645,9205,7645
"Sepi_DM21B07_01629",11046,8131,11572,6227,8254,8317,9752,10332,8616
"Sepi_DM21B07_01630",39981,28519,35855,148338,152956,156007,148942,159686,132951
"Sepi_DM21B07_01631",52675,39252,51469,213407,213831,226700,215957,228061,188085
"Sepi_DM21B07_01632",14235,10433,12918,53502,52676,55000,60378,65734,54755
"Sepi_DM21B07_01633",11389,10138,13825,11521,14348,15443,18453,19914,16122
"Sepi_DM21B07_01634",42611,37233,38379,33898,48131,45011,38604,39396,31537
"Sepi_DM21B07_01635",14875,16847,16313,14621,14209,16333,16242,16309,13424
"Sepi_DM21B07_01636",6598,6596,6893,5849,6204,7001,6653,6921,5793
"Sepi_DM21B07_01637",3102,2621,2548,3626,4117,4280,3719,3801,3230
"Sepi_DM21B07_01638",1249,1075,1041,1667,2159,2294,1543,1611,1363
"Sepi_DM21B07_01639",19419,16839,16141,12637,15831,14105,14963,16132,13374
"Sepi_DM21B07_01640",59215,54719,46742,23964,28273,27262,36594,39209,32198
"Sepi_DM21B07_01641",31864,31026,23292,10537,12409,11438,16821,18253,15210
"Sepi_DM21B07_01642",9689,7520,7955,6883,7927,7182,9228,9893,8570
"Sepi_DM21B07_01643",1733,1751,1029,992,1478,1037,1130,1293,1047
"Sepi_DM21B07_01644",47012,38891,39790,11695,17746,16896,20478,22419,18109
"Sepi_DM21B07_01645",260129,223744,227352,39802,56795,54736,79225,91403,76896
"Sepi_DM21B07_01646",9336,7596,9423,7242,8483,7960,10364,11092,9170
"Sepi_DM21B07_01647",16013,12831,14048,7948,9587,9206,11862,12930,10767
"Sepi_DM21B07_01648",8078,6324,7731,4447,5292,5300,6525,6803,5556
"Sepi_DM21B07_01649",6637,6225,6936,5641,5876,6123,7677,7793,6637
"Sepi_DM21B07_01650",4141,3288,3783,3308,3733,3699,4047,4496,3663
"Sepi_DM21B07_01651",26450,20590,26319,23877,24882,25355,28993,28781,23938
"Sepi_DM21B07_01652",6332,4931,5758,4210,5486,5798,4809,5000,4186
"Sepi_DM21B07_01653",13410,10676,13124,12036,15360,15022,13023,12985,10708
"Sepi_DM21B07_01654",54892,48730,52175,36283,39331,40882,48035,49572,41489
"Sepi_DM21B07_01655",95452,84759,87707,73317,79451,80912,95712,102593,84620
"Sepi_DM21B07_01656",69488,40655,55592,39775,43505,40809,38114,42221,36347
"Sepi_DM21B07_01657",102991,83010,89042,163413,185033,193680,163058,135368,111575
"Sepi_DM21B07_01658",52746,37513,44753,17335,22890,21533,28356,29575,24508
"Sepi_DM21B07_01659",13753,11131,11035,9399,12254,12131,10778,11055,9187
"Sepi_DM21B07_01660",25594,22204,20939,19991,26945,23828,29996,34442,29175
"Sepi_DM21B07_01661",10056,8486,7869,7205,9736,8308,10633,12452,10475
"Sepi_DM21B07_01662",7,5,4,7,10,16,12,17,13
"Sepi_DM21B07_01663",744,754,680,1474,1678,1565,2657,2174,1847
"Sepi_DM21B07_01664",33669,26785,29920,34559,39453,35843,50026,52796,44580
"Sepi_DM21B07_01665",134687,115252,150599,40102,52020,53158,80476,90304,75088
"Sepi_DM21B07_01666",1657,1480,1343,1371,1990,1906,2244,2379,1906
"Sepi_DM21B07_01667",16224,13091,13627,13187,18021,17264,15984,16459,13541
"Sepi_DM21B07_01668",34565,29201,28383,34296,44537,42699,49281,49107,40064
"Sepi_DM21B07_01669",35686,20931,28745,87824,106903,94900,556600,561683,469892
"Sepi_DM21B07_01670",26313,22243,21203,22759,26432,24908,14201,14553,12054
"Sepi_DM21B07_01671",52270,45858,48535,27769,34843,32361,25961,25370,20719
"Sepi_DM21B07_01672",18666,15221,18035,12743,13594,12468,11417,11731,9594
"Sepi_DM21B07_01673",9413,8375,9847,6269,6557,6169,5475,5486,4383
"Sepi_DM21B07_01674",3388,3742,3933,2489,2609,2535,2118,2110,1785
"Sepi_DM21B07_01675",3093,3541,3568,1387,1534,1715,1445,1432,1173
"Sepi_DM21B07_01676",2038,2179,2292,733,920,973,873,776,702
"Sepi_DM21B07_01677",1916,1892,1509,887,1234,1119,1182,1283,1071
"Sepi_DM21B07_01678",183888,210168,131131,172494,223774,190577,154297,166525,136347
"Sepi_DM21B07_01679",255425,297359,171130,241949,303355,241868,208138,222215,183518
"Sepi_DM21B07_01680",109958,130387,83023,120142,144739,132143,115028,122632,100649
"Sepi_DM21B07_01681",230237,250683,191692,262324,297806,269124,273839,303328,252165
"Sepi_DM21B07_01682",34018,29353,29430,16339,20962,20033,19771,21248,17655
"Sepi_DM21B07_01683",41701,32904,35757,26598,34452,32212,32436,32709,26784
"Sepi_DM21B07_01684",21037,15347,17549,15352,17380,16515,17860,18783,15295
"Sepi_DM21B07_01685",160426,109678,146724,113628,123759,115737,133013,137430,113480
"Sepi_DM21B07_01686",26844,24520,23655,10825,14336,14170,14925,15715,13295
"Sepi_DM21B07_01687",7850,7650,8379,1065,1219,1348,1765,1782,1585
"Sepi_DM21B07_01688",7709,8276,9415,1155,1388,1530,1859,1958,1641
"Sepi_DM21B07_01689",1819,1514,1401,994,1366,1209,1693,1897,1613
"Sepi_DM21B07_01690",446466,294733,409214,259011,324147,320804,314371,320275,262433
"Sepi_DM21B07_01691",50350,34098,45748,30325,38878,39284,39019,39882,32458
"Sepi_DM21B07_01692",5393,4795,5800,6009,5981,7265,5120,4991,4197
"Sepi_DM21B07_01693",13865,12928,14790,6708,7329,7873,8009,7908,6673
"Sepi_DM21B07_01694",154374,134549,126309,53223,65257,62997,71421,78206,65128
"Sepi_DM21B07_01695",1886,1321,1328,2515,2968,2853,2740,2491,1914
"Sepi_DM21B07_01696",2752,1819,2345,390854,386427,417674,273305,240480,198465
"Sepi_DM21B07_01697",1900,1527,2134,1982,2310,2494,2429,2544,1990
"Sepi_DM21B07_01698",9148,7339,10900,9246,8892,9809,11170,11498,9518
"Sepi_DM21B07_01699",5540,4263,5898,4002,3742,4170,5671,6108,5189
"Sepi_DM21B07_01700",7063,7223,5928,54103,54211,64593,37487,41795,34410
"Sepi_DM21B07_01701",10880,10792,7343,80597,87336,93743,51090,59322,49507
"Sepi_DM21B07_01702",5404,5432,3299,39662,44532,42887,25549,31322,25757
"Sepi_DM21B07_01703",7145,7084,4347,56234,64642,59009,31641,37730,31185
"Sepi_DM21B07_01704",10577,9809,6104,94462,106153,98230,50370,59033,48771
"Sepi_DM21B07_01705",11986,11485,7076,110256,133355,116284,56631,69174,56882
"Sepi_DM21B07_01706",2072,2110,1360,18384,23009,19759,10591,12712,10565
"Sepi_DM21B07_01707",1430,1506,1045,17394,21259,20985,9004,10590,8628
"Sepi_DM21B07_01708",5531,5733,3910,69385,74456,72152,39746,45755,38596
"Sepi_DM21B07_01709",5705,5931,4429,81109,77596,86651,47802,51329,43001
"Sepi_DM21B07_01710",383,374,281,5825,6342,7964,3312,3199,2620
"Sepi_DM21B07_01711",15155,11661,14279,69127,72986,80552,50370,50223,42673
"Sepi_DM21B07_01712",83024,68577,71254,153411,147219,139627,139794,135096,114417
"Sepi_DM21B07_01713",438113,375207,330043,323680,363869,326988,331009,337965,283407
"Sepi_DM21B07_01714",881922,772416,656925,637150,719666,642772,633813,638854,529361
"Sepi_DM21B07_01715",319852,270990,241169,232558,245599,216258,238110,232287,195607
"Sepi_DM21B07_01716",82915,67499,62904,58808,66166,58463,64686,59431,48770
"Sepi_DM21B07_01717",5001,3417,4045,3841,4859,4774,4710,4675,3791
"Sepi_DM21B07_01718",57699,48609,48230,23061,28188,26946,25385,26477,22539
"Sepi_DM21B07_01719",66738,61248,60939,31596,40080,36379,49577,51721,44455
"Sepi_DM21B07_01720",11179,10072,9902,6627,8806,8930,8614,8871,7521
"Sepi_DM21B07_01721",2478,2517,2588,8183,6329,7139,7096,6160,5173
"Sepi_DM21B07_01722",295044,298946,317308,627889,554869,599053,548839,530933,446813
"Sepi_DM21B07_01723",2052,1761,1597,6812,7691,7373,8357,8011,6693
"Sepi_DM21B07_01724",12041,10042,11688,3112,4196,4003,6617,6593,5650
"Sepi_DM21B07_01725",9918,6084,8919,11191,13924,13251,17999,18091,15265
"Sepi_DM21B07_01726",71628,52730,62762,36120,48070,45304,48445,53451,43910
"Sepi_DM21B07_01727",13698,12378,14919,9363,9784,10104,11929,11944,9822
"Sepi_DM21B07_01728",29739,30272,29967,23809,22950,24448,29830,30723,25280
"Sepi_DM21B07_01729",18403,19809,17541,14962,15197,15969,18303,19263,15911
"Sepi_DM21B07_01730",71027,49452,61799,27188,33680,31059,37986,43310,35887
"Sepi_DM21B07_01731",11554,8543,10312,13367,14517,13736,15292,15681,13115
"Sepi_DM21B07_01732",711,732,650,672,820,759,809,879,678
"Sepi_DM21B07_01733",997,873,927,3464,3770,3528,4820,4335,3489
"Sepi_DM21B07_01734",921,813,859,4224,3973,3210,6537,5845,4979
"Sepi_DM21B07_01735",2051,1823,1867,11028,9668,7653,14009,13859,11890
"Sepi_DM21B07_01736",88,103,96,122,138,119,177,177,149
"Sepi_DM21B07_01737",498,447,539,443,469,421,708,657,569
"Sepi_DM21B07_01740",304,272,304,1019,1312,1226,1659,1722,1477
"Sepi_DM21B07_01741",916,827,800,4264,4472,3744,5600,5717,4632
"Sepi_DM21B07_01742",4450,3808,4756,6407,7660,7968,6290,6547,5486
"Sepi_DM21B07_01743",6294,6090,6059,3481,4846,4830,5206,6163,5083
"Sepi_DM21B07_01744",44849,41807,41043,21660,29339,26779,38299,44032,36161
"Sepi_DM21B07_01745",25994,20495,24234,22254,24264,23563,30067,30403,25740
"Sepi_DM21B07_01746",25798,18768,21725,17843,21622,21157,24431,25918,21898
"Sepi_DM21B07_01747",25975,20197,22862,24771,31716,29440,29613,30195,25213
"Sepi_DM21B07_01748",17066,14664,15462,10398,13186,13470,9082,9102,7694
