"","Sepi_PJ_019","Sepi_PJ_020","Sepi_PJ_021","Sepi_PJ_022","Sepi_PJ_023","Sepi_PJ_024","Sepi_PJ_025","Sepi_PJ_026","Sepi_PJ_027"
"Sepi_DM21B07_00681",189665,195680,164126,82374,87933,95002,103813,113895,94359
"Sepi_DM21B07_00682",126750,124649,110016,54969,64881,73228,63715,68797,56616
"Sepi_DM21B07_00683",81751,77288,69191,30436,34244,35580,40838,44717,37846
"Sepi_DM21B07_00684",3916,3137,3541,2248,2882,2815,2975,3148,2562
"Sepi_DM21B07_00685",7437,5920,6685,3890,4728,4665,5475,5776,4814
"Sepi_DM21B07_00686",11754,10688,9665,4740,5593,5314,6943,7631,6434
"Sepi_DM21B07_00687",12320,12205,9919,4228,5239,4794,5305,5787,4915
"Sepi_DM21B07_00688",156387,182715,115542,39732,57638,48426,59945,71893,60051
"Sepi_DM21B07_00689",34099,35619,27542,10654,16099,14788,15080,16833,13458
"Sepi_DM21B07_00690",4659,3094,3740,16847,18125,16928,18306,18222,15480
"Sepi_DM21B07_00691",2068,1625,1634,3424,4228,4214,3944,3904,3138
"Sepi_DM21B07_00692",357,224,320,88,148,143,115,136,100
"Sepi_DM21B07_00693",447,310,445,131,212,206,153,179,163
"Sepi_DM21B07_00694",356,259,352,139,202,214,152,150,130
"Sepi_DM21B07_00695",392,349,368,208,244,279,253,257,208
"Sepi_DM21B07_00696",181,196,187,170,233,220,217,183,180
"Sepi_DM21B07_00697",1837,1866,1693,1688,1934,1841,1740,1769,1431
"Sepi_DM21B07_00698",938,1067,790,790,754,815,924,854,732
"Sepi_DM21B07_00699",1514,1626,1303,1131,1166,1222,1282,1202,984
"Sepi_DM21B07_00700",1947,1613,1708,1898,2600,2603,2037,2216,1752
"Sepi_DM21B07_00701",3053,1928,2696,4568,5892,5506,10696,11089,9161
"Sepi_DM21B07_00702",4834,3576,5197,20015,21708,22602,16942,15406,12569
"Sepi_DM21B07_00703",18398,14750,17610,50428,52838,50688,49115,46219,38565
"Sepi_DM21B07_00704",109126,74592,82013,171856,157413,133634,166612,154322,127838
"Sepi_DM21B07_00705",74413,51945,56383,118025,99339,84258,103180,102086,85692
"Sepi_DM21B07_00706",132675,100467,103476,219787,204082,181415,175888,159987,134035
"Sepi_DM21B07_00707",5951,5389,5812,10293,12001,10849,18883,15856,13455
"Sepi_DM21B07_00708",33544,26677,29825,34507,39393,35808,49940,52714,44487
"Sepi_DM21B07_00709",37628,23207,32855,14857,18619,17522,27026,29779,25668
"Sepi_DM21B07_00710",1241,1166,1460,725,935,868,2053,1920,1571
"Sepi_DM21B07_00711",4285,3508,5140,5170,5171,4983,7591,8227,6835
"Sepi_DM21B07_00712",3273,2604,3531,3846,3677,3450,5783,5664,4691
"Sepi_DM21B07_00713",14914,13609,14041,13561,18344,17387,31273,33166,27764
"Sepi_DM21B07_00714",3361,3290,4471,3105,3251,3468,10592,10717,9167
"Sepi_DM21B07_00715",2039,2062,2773,2228,2338,2414,5904,6241,5145
"Sepi_DM21B07_00716",40372,35618,36553,15457,21411,21721,29059,27214,22706
"Sepi_DM21B07_00717",207,168,164,1160,1342,1444,1030,1108,947
"Sepi_DM21B07_00718",2023,1782,1490,249612,272285,263918,200899,187339,150071
"Sepi_DM21B07_00719",15248,11013,12467,9803,11480,10951,12208,13559,11304
"Sepi_DM21B07_00720",57214,39865,46931,32715,41104,39616,41034,42959,35433
"Sepi_DM21B07_00721",21785,14812,17555,10403,12983,13102,14130,14965,12602
"Sepi_DM21B07_00722",6905,5187,6073,1797,2290,2198,2534,2792,2269
"Sepi_DM21B07_00723",1924,1380,1667,1739,1898,1951,1694,1801,1630
"Sepi_DM21B07_00724",17098,11922,16261,13619,14756,13287,15889,15636,13430
"Sepi_DM21B07_00725",3082,3175,2802,5423,6637,7381,5722,5622,4685
"Sepi_DM21B07_00735",29805,21911,25564,19817,25191,23589,27010,29186,24700
"Sepi_DM21B07_00736",65432,46516,59388,41864,50998,48575,57151,61123,50852
"Sepi_DM21B07_00737",41498,27368,39581,29622,36253,35245,39377,40113,32929
"Sepi_DM21B07_00738",80681,90897,117907,440308,380831,446438,344835,261968,218802
"Sepi_DM21B07_00739",16352,12195,15901,30256,31841,35542,36627,33685,27637
"Sepi_DM21B07_00740",120163,105198,100859,29552,36234,33153,44134,43813,36611
"Sepi_DM21B07_00741",16468,14377,14617,11199,15476,14868,13993,14662,12313
"Sepi_DM21B07_00742",767,642,740,2456,3857,3468,10415,11130,9309
"Sepi_DM21B07_00743",535,397,497,2168,3400,2946,12645,13745,11444
"Sepi_DM21B07_00744",8810,6798,6688,14566,18166,17724,13994,14253,11785
"Sepi_DM21B07_00745",16438,12039,14119,10206,13446,13206,12618,13024,11015
"Sepi_DM21B07_00746",1477,1137,1267,762,1035,1112,975,1032,786
"Sepi_DM21B07_00747",33210,27921,29721,19607,25206,25051,25107,25889,21906
"Sepi_DM21B07_00748",6937,5929,5543,10128,10952,9911,9411,9766,8148
"Sepi_DM21B07_00749",14490,13246,12141,21508,23153,21139,18997,17783,14482
"Sepi_DM21B07_00750",42806,31640,41872,32197,39374,39013,37324,39596,33380
"Sepi_DM21B07_00751",25330,25101,17448,25707,33613,27335,21102,21944,18161
"Sepi_DM21B07_00752",45260,46818,30148,45393,62304,49367,34530,35214,29137
"Sepi_DM21B07_00753",82500,72786,64114,95463,111970,99130,79221,79727,65141
"Sepi_DM21B07_00754",18284,15663,15436,24931,29967,28689,27146,28106,23443
"Sepi_DM21B07_00755",44301,40601,36365,24250,35013,32658,38690,44609,37538
"Sepi_DM21B07_00756",6577,6844,7012,23956,32937,34156,29171,31645,26596
"Sepi_DM21B07_00757",11188,9489,10823,30624,41388,42205,38128,42113,35273
"Sepi_DM21B07_00758",25263,22439,21418,22161,28481,28771,28027,29104,24164
"Sepi_DM21B07_00759",30041,22262,24480,11565,15777,15134,14754,18136,15098
"Sepi_DM21B07_00760",4903,3069,4060,5978,6861,6852,5751,6286,5123
"Sepi_DM21B07_00761",26652,24886,25248,9043,11959,11957,10900,12187,9787
"Sepi_DM21B07_00762",80082,72062,88466,36877,40893,45275,53732,59163,48851
"Sepi_DM21B07_00763",8412,7654,7037,4264,5503,5249,7838,9154,7612
"Sepi_DM21B07_00764",170070,197215,195434,97559,101703,118942,76372,76689,62288
"Sepi_DM21B07_00765",62290,50163,65974,58695,69218,70166,75686,79104,66351
"Sepi_DM21B07_00766",14769,9963,14370,55682,64499,64081,51330,48287,39586
"Sepi_DM21B07_00767",49843,41655,56436,17089,23464,25374,38037,41513,34298
"Sepi_DM21B07_00768",74129,64395,63458,16025,23198,22727,29751,36186,29153
"Sepi_DM21B07_00769",15652,15870,13026,7177,10586,9941,9395,11286,9304
"Sepi_DM21B07_00770",12758,13807,10119,6288,9546,9011,7102,8012,6491
"Sepi_DM21B07_00771",15522,15876,13203,7310,9496,9162,9264,10605,8980
"Sepi_DM21B07_00772",13129,12397,13404,5603,6048,6189,8300,9200,7764
"Sepi_DM21B07_00773",9349,8714,9075,3396,3795,3849,5661,6402,5320
"Sepi_DM21B07_00774",14612,12654,13833,22194,22442,24201,20707,18439,15228
"Sepi_DM21B07_00775",38906,36775,38763,72970,67052,79031,60373,51789,42612
"Sepi_DM21B07_00776",13043,12304,12616,24229,21754,25515,19758,17106,14014
"Sepi_DM21B07_00777",36306,33779,33017,47607,45833,50910,41782,37492,30836
"Sepi_DM21B07_00778",71865,60219,58767,59665,64631,64302,81336,84103,67965
"Sepi_DM21B07_00779",168217,142082,142494,144646,158114,157325,180698,185016,152300
"Sepi_DM21B07_00780",12019,10743,10302,11732,14303,15609,12750,11573,9174
"Sepi_DM21B07_00781",57050,53777,46877,46885,49782,53860,52801,52800,43724
"Sepi_DM21B07_00782",124678,122079,104953,98333,92994,97115,123848,127166,107241
"Sepi_DM21B07_00783",177859,178234,145102,149192,138876,149907,160712,157483,133294
"Sepi_DM21B07_00784",180046,181965,149350,146753,130303,139792,166606,165114,139160
"Sepi_DM21B07_00785",224041,225536,201551,191100,187371,208788,212157,210176,173369
"Sepi_DM21B07_00786",72448,68787,64435,56849,59414,65189,63860,61712,50186
"Sepi_DM21B07_00787",1060,1118,1301,950,1198,1339,1246,1265,1125
"Sepi_DM21B07_00788",19815,19359,24019,18652,22599,25178,23314,24317,20060
"Sepi_DM21B07_00789",11908,10999,13317,11069,13690,15156,12010,12463,10223
"Sepi_DM21B07_00790",813,673,746,835,1049,1082,894,825,685
"Sepi_DM21B07_00791",1941,1647,1895,2977,2912,2455,4888,4446,3874
"Sepi_DM21B07_00792",999,829,947,661,866,675,1689,1567,1330
"Sepi_DM21B07_00793",1594,1761,1549,3265,3096,3350,3943,3693,3254
"Sepi_DM21B07_00794",1329,1369,1365,2700,2794,3055,3414,3155,2585
"Sepi_DM21B07_00795",2985,2612,2829,4692,5111,4932,6415,6514,5473
"Sepi_DM21B07_00796",1495,1268,1362,2078,2383,2433,2849,2921,2362
"Sepi_DM21B07_00797",125733,114322,106855,31718,44069,43964,51420,58936,49450
"Sepi_DM21B07_00798",4018,3234,3739,5622,6590,6406,7070,7316,6187
"Sepi_DM21B07_00799",17078,12939,16266,24203,29160,27514,26779,27580,21904
"Sepi_DM21B07_00800",6435,5255,4930,3379,4609,4458,4313,4747,3892
"Sepi_DM21B07_00801",6054,5092,4744,3143,4285,4187,3981,4281,3491
"Sepi_DM21B07_00802",990,787,782,854,1232,1100,1074,1203,939
"Sepi_DM21B07_00803",34544,23709,27747,20883,24700,23957,28006,27052,22357
"Sepi_DM21B07_00804",44764,35697,47370,19017,26023,26660,22272,26447,21424
"Sepi_DM21B07_00805",87719,68607,93117,34144,42896,43647,46373,51599,42963
"Sepi_DM21B07_00806",96790,77683,104207,19719,31250,31010,43443,46501,38468
"Sepi_DM21B07_00807",5948,4717,4786,8044,8542,7926,9953,11389,9778
"Sepi_DM21B07_00808",17143,14552,14886,26192,27327,27395,31998,31539,26440
"Sepi_DM21B07_00809",2644,2650,2627,4623,4456,5109,5391,4788,4044
"Sepi_DM21B07_00810",3487,3150,3324,5196,5428,5999,5801,5538,4562
"Sepi_DM21B07_00811",10030,8995,10125,14909,15771,17729,15576,14915,12328
"Sepi_DM21B07_00812",7174,6066,6413,8254,10300,10042,8754,8789,7186
"Sepi_DM21B07_00813",8497,7850,7664,10714,13576,13992,10103,11030,8647
"Sepi_DM21B07_00814",5482,5245,6171,8706,9397,10130,8887,8803,7145
"Sepi_DM21B07_00815",13078,8950,11820,19109,20319,19961,19546,19949,16524
"Sepi_DM21B07_00816",12140,8403,10741,15989,18875,18586,17359,17910,14351
"Sepi_DM21B07_00817",21671,16156,18300,25821,29957,30074,26606,25578,20898
"Sepi_DM21B07_00818",31083,21718,29693,13981,17897,17520,23395,24163,20022
"Sepi_DM21B07_00819",4966,3706,4799,2253,3032,3083,3708,3979,3125
"Sepi_DM21B07_00825",159,176,145,61,105,114,44,42,34
"Sepi_DM21B07_00826",451,397,374,1765,1711,1553,3644,3305,2777
"Sepi_DM21B07_00827",97,100,75,412,469,336,826,711,582
"Sepi_DM21B07_00828",274,300,185,1498,1390,1148,2940,2577,2240
"Sepi_DM21B07_00829",252,292,216,1837,1518,1474,3853,3412,2812
"Sepi_DM21B07_00830",315,353,341,2615,2329,2181,5876,4968,4067
"Sepi_DM21B07_00831",170,192,188,1708,1511,1572,3623,3126,2575
"Sepi_DM21B07_00832",50,50,41,317,259,298,692,620,482
"Sepi_DM21B07_00833",629,704,610,3725,3562,3699,7118,6324,5240
"Sepi_DM21B07_00834",297,349,303,2073,2386,2269,3572,3152,2533
"Sepi_DM21B07_00835",7531,6197,7067,2666,3633,3737,3724,3930,3267
"Sepi_DM21B07_00836",22804,16883,20365,8445,11145,10526,12449,12920,10941
"Sepi_DM21B07_00837",11669,8290,10687,4330,5731,5699,5762,6088,5139
"Sepi_DM21B07_00838",7796,5768,7036,2782,3822,3809,3559,3572,2888
"Sepi_DM21B07_00839",23363,16195,19351,11636,14139,12825,18014,19212,16358
"Sepi_DM21B07_00840",16089,14588,17481,13139,15617,15913,20882,22154,18421
"Sepi_DM21B07_00841",27296,23187,25358,18037,21850,20376,23585,24259,20030
"Sepi_DM21B07_00842",1612,1706,1617,1480,1797,1814,1650,1738,1421
"Sepi_DM21B07_00843",8253,8872,9346,7177,9369,10489,10098,10960,9068
"Sepi_DM21B07_00844",2371,2217,2543,1762,2586,2718,2651,2940,2386
"Sepi_DM21B07_00845",1112,962,1281,1300,1608,1682,1499,1561,1237
"Sepi_DM21B07_00846",19873,16079,17358,13984,16434,14905,16913,18485,15237
"Sepi_DM21B07_00847",20411,19885,24599,12344,14812,15516,16758,17862,14697
"Sepi_DM21B07_00848",18048,17325,21123,10157,11349,12120,12914,13669,11655
"Sepi_DM21B07_00849",109580,82848,82044,46473,49038,43864,72933,72299,60061
"Sepi_DM21B07_00850",72735,53863,53813,35331,40091,36763,52342,50660,41557
"Sepi_DM21B07_00851",33300,25155,25055,30631,29813,29496,27585,26292,21546
"Sepi_DM21B07_00852",379503,280208,276942,312149,276853,262299,327778,333964,287556
"Sepi_DM21B07_00853",4328,3237,3865,8780,10524,9793,8402,8524,7083
"Sepi_DM21B07_00854",25516,17068,22720,24719,27313,24573,28988,28472,24178
"Sepi_DM21B07_00855",36174,28405,29026,24365,31486,29424,32880,33924,27996
"Sepi_DM21B07_00856",14512,15703,13004,11528,13856,14352,11355,12010,9618
"Sepi_DM21B07_00857",34475,38895,29519,30125,33361,35021,26830,26880,21928
"Sepi_DM21B07_00858",19781,21290,12843,11526,14847,11994,12295,14166,11447
"Sepi_DM21B07_00859",5361,5267,3574,3523,4838,4143,3794,4319,3476
"Sepi_DM21B07_00860",150,81,97,104,118,154,86,106,84
"Sepi_DM21B07_00861",288,175,256,226,290,283,195,231,159
"Sepi_DM21B07_00862",94,81,107,83,137,115,73,70,65
"Sepi_DM21B07_00863",59,43,56,58,75,58,45,46,39
"Sepi_DM21B07_00864",127,83,119,86,120,138,80,98,79
"Sepi_DM21B07_00865",37,34,38,27,53,58,38,33,21
"Sepi_DM21B07_00866",82,46,59,62,86,77,84,69,44
"Sepi_DM21B07_00867",461,326,451,350,456,419,373,445,406
"Sepi_DM21B07_00868",1022,782,1053,789,975,948,890,998,780
"Sepi_DM21B07_00869",639,501,575,380,424,396,423,547,404
"Sepi_DM21B07_00870",348,277,335,214,253,257,219,253,215
"Sepi_DM21B07_00871",853,696,748,602,704,688,791,862,735
"Sepi_DM21B07_00872",1514,1383,1371,1180,1443,1461,1521,1508,1306
"Sepi_DM21B07_00873",349,293,297,241,311,330,320,365,297
"Sepi_DM21B07_00874",259,174,225,167,245,203,310,383,316
"Sepi_DM21B07_00875",51,62,46,42,53,68,76,88,79
"Sepi_DM21B07_00876",350,315,316,408,519,512,556,595,496
"Sepi_DM21B07_00877",127,99,127,151,195,207,180,225,189
"Sepi_DM21B07_00878",2395,2021,1926,1272,1723,1548,1589,1986,1552
"Sepi_DM21B07_00879",19036,15312,14181,9726,12234,11321,14434,16480,13823
"Sepi_DM21B07_00880",2323,2371,2112,2603,3353,3015,2337,2939,2478
"Sepi_DM21B07_00881",134,110,106,97,124,101,139,152,128
"Sepi_DM21B07_00882",519,452,422,224,262,194,373,416,340
"Sepi_DM21B07_00883",4546,3615,3958,1257,1697,1492,3215,3521,2988
"Sepi_DM21B07_00884",65588,38358,54239,73011,80514,74247,81097,84348,71041
"Sepi_DM21B07_00885",1046,922,837,294,434,394,508,596,515
"Sepi_DM21B07_00886",9686,6754,7939,3203,4166,4185,7179,7480,6221
"Sepi_DM21B07_00887",23690,16849,19997,7988,8779,8593,15429,18702,15939
"Sepi_DM21B07_00888",14106,9324,11969,4551,4981,5129,8744,10912,9044
"Sepi_DM21B07_00889",20345,12714,17644,6906,7828,8030,14203,16361,13401
"Sepi_DM21B07_00890",21358,14266,17377,6816,7011,7000,14142,16199,13665
"Sepi_DM21B07_00891",36,36,40,35,35,43,65,54,54
"Sepi_DM21B07_00892",2901,2493,2382,1960,2711,2804,1900,2132,1766
"Sepi_DM21B07_00893",7583,6312,6308,4661,5683,5453,5177,5330,4494
"Sepi_DM21B07_00894",19176,16497,15991,10612,13012,13010,10282,11348,9539
"Sepi_DM21B07_00895",11014,9011,9790,11955,14609,13085,16676,16770,13996
"Sepi_DM21B07_00896",7523,5908,5436,3671,5044,4609,5568,6031,4750
"Sepi_DM21B07_00897",1556,1309,1295,842,991,830,1318,1511,1282
"Sepi_DM21B07_00898",16525,13161,17230,21173,27657,28342,24033,23841,19513
"Sepi_DM21B07_00899",10020,9760,10912,10444,9335,10358,13704,13206,11274
"Sepi_DM21B07_00900",118618,97261,100264,99041,119627,115713,105803,113694,95764
"Sepi_DM21B07_00901",43200,31157,37012,26041,30775,29820,34325,39122,33051
"Sepi_DM21B07_00902",5609,5057,4827,4756,5990,5899,6162,6037,4807
"Sepi_DM21B07_00903",36775,22292,30570,17735,23514,22382,25050,27640,23155
"Sepi_DM21B07_00904",45419,27760,38695,25691,32509,30325,34457,38172,32515
"Sepi_DM21B07_00905",31104,20990,30044,34522,43888,43599,31254,32508,26739
"Sepi_DM21B07_00906",32257,21674,31560,36274,43783,45059,32601,32977,27818
"Sepi_DM21B07_00907",14050,10374,13705,12267,15509,16049,9329,10320,8161
"Sepi_DM21B07_00908",3205,2303,2922,2547,3650,3855,1951,2073,1597
"Sepi_DM21B07_00909",55104,43957,45645,123855,152166,145711,122434,144552,120971
"Sepi_DM21B07_00910",16451,14198,13711,20301,25612,25065,20756,25118,20422
"Sepi_DM21B07_00911",4696,3812,4519,3665,4807,4896,4872,4912,4197
"Sepi_DM21B07_00912",40582,35789,40777,28588,30367,32459,42122,43286,36375
"Sepi_DM21B07_00913",33835,30212,35202,24154,24915,28482,30758,31138,26023
"Sepi_DM21B07_00914",31038,25606,29026,19123,22610,22514,24975,25787,21026
"Sepi_DM21B07_00915",5147,3582,4570,12543,15423,14778,15262,15254,12489
"Sepi_DM21B07_00916",7843,7530,8188,4322,5615,6122,5695,5811,4818
"Sepi_DM21B07_00917",91126,91301,102513,55952,54928,63094,71206,72937,61522
"Sepi_DM21B07_00918",97511,95817,107758,61689,62669,72185,73360,75274,62161
"Sepi_DM21B07_00919",18059,13070,16643,12197,15635,15378,15175,16456,13566
"Sepi_DM21B07_00920",12226,11748,13505,6537,7778,7615,10195,11129,9054
"Sepi_DM21B07_00921",9090,8343,9604,9566,10121,9949,14765,13334,11616
"Sepi_DM21B07_00922",4707,3723,4281,5227,7024,6598,6426,6449,5452
"Sepi_DM21B07_00923",3442,2991,3263,4353,5419,5096,5088,5685,4695
"Sepi_DM21B07_00924",77654,65449,61811,58830,73536,70055,60959,64107,53163
"Sepi_DM21B07_00925",20705,20823,20208,12644,15016,17528,15668,16934,13757
"Sepi_DM21B07_00926",4460,4497,4702,2661,3110,4151,2919,3252,2659
"Sepi_DM21B07_00927",4428,3292,3374,3520,3560,3136,4827,4425,3565
"Sepi_DM21B07_00928",11949,7873,9163,4949,6200,5710,9321,10303,8653
"Sepi_DM21B07_00929",20366,11743,17740,11646,15833,15363,13352,13992,11295
"Sepi_DM21B07_00930",5412,4024,4740,3682,3964,4175,3568,3525,2995
"Sepi_DM21B07_00931",23230,17278,19850,14311,16294,15229,14510,14588,12148
"Sepi_DM21B07_00932",22841,17325,19934,12729,15323,14632,12661,12382,10146
"Sepi_DM21B07_00933",17497,13534,15441,9623,11338,11160,8745,8445,6870
"Sepi_DM21B07_00934",45449,39472,38475,22467,25791,23511,31633,37018,31231
"Sepi_DM21B07_00935",46663,37223,37289,41374,50037,47401,57224,57595,48079
"Sepi_DM21B07_00936",11668,9128,9539,11726,14487,14354,14884,14973,12390
"Sepi_DM21B07_00937",3671,3385,4088,4165,4334,5176,6057,5919,4969
"Sepi_DM21B07_00938",19398,16898,22586,19607,21652,24572,29771,30260,24795
"Sepi_DM21B07_00939",11933,10178,12211,12241,15554,16436,18475,18896,15581
"Sepi_DM21B07_00940",34154,23715,28779,12280,16904,15982,22649,25106,20670
"Sepi_DM21B07_00941",1212,997,1029,537,843,853,774,888,693
"Sepi_DM21B07_00942",49829,38861,39755,79892,89568,84256,80576,74991,62397
"Sepi_DM21B07_00943",17337,15108,14709,10050,11949,11312,9118,9607,8196
"Sepi_DM21B07_00944",10473,7406,8553,7932,8935,8551,7988,8278,6936
"Sepi_DM21B07_00945",1723,1349,1532,1470,2108,2106,1403,1594,1223
"Sepi_DM21B07_00946",31117,24669,25764,17176,21958,20774,21513,22636,19387
"Sepi_DM21B07_00947",17225,13804,13806,6764,8811,8617,10422,11692,9652
"Sepi_DM21B07_00948",29674,19367,23162,18818,22327,20979,18830,19882,16806
"Sepi_DM21B07_00949",7456,6244,8341,4687,5867,5454,6856,7135,5983
"Sepi_DM21B07_00950",9830,7834,8529,6909,9122,8570,8146,9015,7345
"Sepi_DM21B07_00951",16155,13027,16979,7487,9733,10251,13049,13330,10875
"Sepi_DM21B07_00952",52592,43207,41621,38155,45934,43664,44811,46225,39317
"Sepi_DM21B07_00953",13366,11279,13638,14272,17540,20155,17778,16554,13597
"Sepi_DM21B07_00954",3637,3188,3093,3136,4582,4447,3339,3804,2970
"Sepi_DM21B07_00955",25097,21941,20889,20871,27131,26925,23164,25533,21320
"Sepi_DM21B07_00956",59138,55643,50800,42206,50549,46759,48235,49270,40991
"Sepi_DM21B07_00987",110119,63566,64441,95692,86792,81701,53176,44609,36913
"Sepi_DM21B07_00988",20702,16016,17395,6867,9685,9518,8623,9033,7498
"Sepi_DM21B07_00989",796,730,896,2250,2519,2852,3109,2713,2289
"Sepi_DM21B07_00990",480,464,566,1286,1198,1367,1419,1519,1258
"Sepi_DM21B07_00991",294,268,280,424,663,615,570,533,440
"Sepi_DM21B07_00992",8325,7705,9017,5392,6843,7314,7813,7536,6187
"Sepi_DM21B07_00993",9389,8468,10452,5295,5821,6663,9102,9273,7927
"Sepi_DM21B07_00994",32990,25383,28709,36449,41869,40017,39311,38173,32064
"Sepi_DM21B07_00995",8589,6267,6708,8903,11083,10490,9312,8870,7150
"Sepi_DM21B07_00996",4338,3767,4110,3272,4520,4497,4913,5062,4091
"Sepi_DM21B07_00997",63256,41720,56137,185270,225779,211111,208990,231868,193963
"Sepi_DM21B07_00998",39607,27928,32217,21073,24887,23132,24727,27156,23071
"Sepi_DM21B07_00999",9636,8269,9046,4286,5486,5283,6985,7622,6177
"Sepi_DM21B07_01000",3331,2968,3071,1749,2568,2444,2489,2546,2053
"Sepi_DM21B07_01001",20442,20884,19529,2467,4178,3934,6082,6545,5407
"Sepi_DM21B07_01002",6186,6548,5942,1177,1725,1824,2469,2572,2198
"Sepi_DM21B07_01003",72854,63405,60840,26561,38652,38155,41803,43464,35205
"Sepi_DM21B07_01004",58586,43954,51484,42302,52643,50333,55108,58973,49307
"Sepi_DM21B07_01005",145163,98908,129763,103590,121437,115945,126111,136823,115861
"Sepi_DM21B07_01006",38535,24712,34235,28376,32858,31851,32126,33859,28061
"Sepi_DM21B07_01007",217124,169729,177819,96329,113424,104430,87048,91958,78295
"Sepi_DM21B07_01008",5911,4753,4927,2079,2963,2897,3580,4508,4016
"Sepi_DM21B07_01009",27532,23123,22168,30060,38165,34626,34836,36516,30187
"Sepi_DM21B07_01010",41442,35275,34393,40875,49059,42223,53691,59632,49839
"Sepi_DM21B07_01011",11672,7870,10003,10442,14067,14089,10525,11457,9051
"Sepi_DM21B07_01012",37404,25917,30558,26908,30842,28814,33206,34180,29078
"Sepi_DM21B07_01013",11941,8572,10174,8001,9606,8961,8886,9254,7849
"Sepi_DM21B07_01014",36566,30839,30768,47314,63490,59723,55152,58391,48299
"Sepi_DM21B07_01015",55186,57163,63948,29731,37421,36724,37761,42944,36197
"Sepi_DM21B07_01016",54297,48367,54547,19029,24496,24674,30533,32303,27094
"Sepi_DM21B07_01017",41109,31007,40655,14697,19819,20238,22767,24146,19816
"Sepi_DM21B07_01018",7523,6478,6998,7210,9337,9005,8629,8812,7072
"Sepi_DM21B07_01027",18,11,20,31,31,43,34,28,22
"Sepi_DM21B07_01028",1488,1010,1289,3180,2381,2475,3993,3343,2822
"Sepi_DM21B07_01029",33,25,31,28,27,34,30,42,30
"Sepi_DM21B07_01030",82,63,60,107,140,104,98,84,82
"Sepi_DM21B07_01031",8718,6833,8331,9640,11195,10673,12258,13155,10878
"Sepi_DM21B07_01032",4951,4214,4939,4809,5329,5194,6546,7099,5797
"Sepi_DM21B07_01033",1348,991,1093,1159,1911,1567,1668,1684,1255
"Sepi_DM21B07_01034",960,760,997,752,1002,1009,1100,1072,908
"Sepi_DM21B07_01035",1669,1321,1567,1083,1346,1476,1477,1477,1093
"Sepi_DM21B07_01036",2106,1796,2033,96256,122425,130648,116512,135922,112448
"Sepi_DM21B07_01037",43921,39417,52135,24240,28766,30139,37229,37455,31009
"Sepi_DM21B07_01038",83653,65283,79361,43205,52039,51893,68540,75975,64165
"Sepi_DM21B07_01039",14392,11481,10963,28376,33240,30741,26186,26042,21357
"Sepi_DM21B07_01040",245,210,204,380,521,517,520,509,384
"Sepi_DM21B07_01041",8685,6934,7501,8322,10009,9222,12826,13764,11253
"Sepi_DM21B07_01042",33588,26715,29871,34528,39395,35809,49942,52706,44501
"Sepi_DM21B07_01043",3650,3243,3445,1641,2276,2305,2743,2655,2222
"Sepi_DM21B07_01044",5560,5251,5386,2547,3513,3216,4480,4563,3948
"Sepi_DM21B07_01045",1349,1195,1100,600,804,890,940,1039,892
"Sepi_DM21B07_01046",24459,20110,19431,22474,31092,30889,27395,28944,23406
"Sepi_DM21B07_01047",1557,1437,1481,2165,2705,2728,3341,3988,3476
"Sepi_DM21B07_01048",140,108,129,57,79,76,109,93,81
"Sepi_DM21B07_01049",190,152,195,163,155,139,172,177,176
"Sepi_DM21B07_01050",1549,1278,1329,1293,1824,1873,1549,1639,1403
"Sepi_DM21B07_01051",52513,50240,47692,21060,28724,27864,27659,29391,24459
"Sepi_DM21B07_01052",7697,5982,7196,7887,8754,8414,9979,9920,8371
"Sepi_DM21B07_01053",19407,20186,20440,20478,17831,19626,27575,30927,25280
"Sepi_DM21B07_01054",6441,6923,7075,7304,5681,6355,9761,10637,8652
"Sepi_DM21B07_01055",15668,13839,15365,13240,10962,10995,20135,22351,18449
"Sepi_DM21B07_01056",6339,5576,6099,5142,4283,4375,7228,8186,6732
"Sepi_DM21B07_01057",33640,26763,29907,34554,39447,35836,50013,52781,44566
"Sepi_DM21B07_01058",632,541,551,96427,114623,109998,76444,75721,63696
"Sepi_DM21B07_01059",4047,3308,3376,3758,5364,5578,4012,4357,3511
"Sepi_DM21B07_01060",12361,11470,10535,13353,14924,13183,12711,14886,12720
"Sepi_DM21B07_01061",18705,14736,16572,18683,21912,19838,27373,28978,24024
"Sepi_DM21B07_01062",11022,7594,10061,5557,8075,7960,10295,12270,10191
"Sepi_DM21B07_01063",8688,5654,8525,5392,8530,8376,8432,9449,7888
"Sepi_DM21B07_01064",9444,7151,7939,7087,9073,8468,9239,10295,8670
"Sepi_DM21B07_01065",30977,33449,21558,20685,27694,25219,24874,27699,23221
"Sepi_DM21B07_01066",4816,4599,3769,3487,4692,4508,4913,5461,4390
"Sepi_DM21B07_01067",31973,25206,29992,19589,20732,19848,29434,31964,27028
"Sepi_DM21B07_01068",7251,6939,8742,4121,4177,4758,6063,6269,5368
"Sepi_DM21B07_01069",16858,15413,17988,13315,15137,16581,15198,15649,13166
"Sepi_DM21B07_01070",18172,16119,17792,12805,14980,14677,14408,15122,12636
"Sepi_DM21B07_01071",15295,13002,12983,25954,28486,27312,21684,20261,16995
"Sepi_DM21B07_01072",22933,20895,23187,38643,42698,50816,34604,33654,26906
