"","Scap_PJ_010","Scap_PJ_011","Scap_PJ_012","Scap_PJ_013","Scap_PJ_014","Scap_PJ_015","Scap_PJ_016","Scap_PJ_017","Scap_PJ_018"
"Scap_LM7D7_a_01050",16648,19914,14228,14027,16774,15977,19947,23715,21082
"Scap_LM7D7_a_01051",64417,81519,58084,79045,90725,91018,120619,133442,123635
"Scap_LM7D7_a_01052",30669,38370,34634,32579,33521,31071,30396,25252,32617
"Scap_LM7D7_a_01053",33883,40831,35548,38685,42059,40104,31651,27225,33542
"Scap_LM7D7_a_01054",55748,64103,50800,44910,53676,49380,53060,43342,44759
"Scap_LM7D7_a_01055",38422,41130,28323,29608,35368,34050,28401,26835,25993
"Scap_LM7D7_a_01056",2133,2729,2072,2675,2778,2647,2441,2053,2382
"Scap_LM7D7_a_01057",2975,3764,2576,2528,3338,3145,4544,3013,4397
"Scap_LM7D7_a_01058",2981,4196,3871,4932,4719,4464,4069,3657,4001
"Scap_LM7D7_a_01059",324,429,366,317,368,337,399,355,386
"Scap_LM7D7_a_01060",16649,19963,15978,8863,11699,11012,12804,19757,14034
"Scap_LM7D7_a_01061",7698,9565,6725,4172,5538,5217,6388,9208,6936
"Scap_LM7D7_a_01062",128159,156545,134183,100520,138750,122436,133398,166546,140397
"Scap_LM7D7_a_01063",51099,60480,48357,43361,59613,52918,60804,70874,65553
"Scap_LM7D7_a_01064",224383,253591,251299,231746,269052,273002,329395,340502,374729
"Scap_LM7D7_a_01065",197456,253010,202301,408209,492837,497613,386375,389040,423750
"Scap_LM7D7_a_01066",13886,14171,12100,5194,7531,6239,8400,6289,5957
"Scap_LM7D7_a_01067",43775,51141,39658,46574,67014,57969,40968,33179,37400
"Scap_LM7D7_a_01068",17838,22434,23901,37058,48976,44296,39415,14962,26656
"Scap_LM7D7_a_01069",9113,11851,14558,22369,29118,25274,23454,8456,17129
"Scap_LM7D7_a_01070",3036,4716,5671,47666,35098,33822,59762,39243,62497
"Scap_LM7D7_a_01071",12672,17346,17554,75460,49716,72258,63990,56622,97390
"Scap_LM7D7_a_01072",5754,6280,4793,4792,6102,5532,6307,4852,5163
"Scap_LM7D7_a_01073",14113,18301,13108,9282,10806,9124,13941,15767,12575
"Scap_LM7D7_a_01074",3233,3927,2327,1667,2070,1508,2945,3298,2501
"Scap_LM7D7_a_01075",1139,1316,1152,597,756,625,657,998,699
"Scap_LM7D7_a_01076",13501,16287,15940,19672,18649,16658,12133,12637,17173
"Scap_LM7D7_a_01077",6183,7537,5466,3587,4481,4126,4924,5110,4987
"Scap_LM7D7_a_01078",12538,12349,13141,7855,9811,8977,14614,14282,14662
"Scap_LM7D7_a_01079",10953,10686,6896,7195,7762,7546,8082,11211,8182
"Scap_LM7D7_a_01080",8194,9815,8844,10993,11735,11640,11345,5954,9220
"Scap_LM7D7_a_01081",5034,6214,4905,8279,9240,8545,9091,4088,6979
"Scap_LM7D7_a_01082",2615,2881,3080,8364,11620,11135,4635,3040,4893
"Scap_LM7D7_a_01083",7325,8250,6240,7409,9105,9248,6402,6027,7414
"Scap_LM7D7_a_01084",88684,105401,71999,66999,90268,72757,117472,188260,115204
"Scap_LM7D7_a_01085",2825,3756,3006,2614,3855,3169,1940,3411,2064
"Scap_LM7D7_a_01086",95120,102639,72999,56539,71504,69018,82105,72443,79619
"Scap_LM7D7_a_01087",2911,3897,3863,3594,4672,4179,3757,5927,4503
"Scap_LM7D7_a_01088",4955,6449,5267,5017,6835,5664,7070,10038,7965
"Scap_LM7D7_a_01089",1604,1979,1397,1275,1884,1405,2512,2882,2496
"Scap_LM7D7_a_01090",24439,28249,23422,20056,24393,23654,20688,17514,19944
"Scap_LM7D7_a_01091",31951,38821,34114,26881,32573,31362,26814,26527,28164
"Scap_LM7D7_a_01092",125338,159940,169685,52788,84016,73226,63084,35666,55574
"Scap_LM7D7_a_01093",21339,28035,23129,31606,34311,31179,46277,10093,33908
"Scap_LM7D7_a_01094",13868,19373,19238,61685,71807,67681,115011,106584,121115
"Scap_LM7D7_a_01095",9490,9921,7710,13005,15022,14354,13731,10703,13252
"Scap_LM7D7_a_01096",21563,26882,22053,29734,37724,37861,46448,56151,65397
"Scap_LM7D7_a_01097",33136,40966,31975,22700,26955,24957,42487,26613,37951
"Scap_LM7D7_a_01098",19651,22920,19330,15790,19442,19669,17410,16172,17675
"Scap_LM7D7_a_01099",16726,19724,16304,13512,16505,16175,15468,14683,16324
"Scap_LM7D7_a_01100",43020,53782,39024,37461,46653,42586,43025,39841,43331
"Scap_LM7D7_a_01101",27439,30461,24578,33537,45123,39768,37096,46820,40548
"Scap_LM7D7_a_01102",15130,17761,15005,17078,23131,20056,19229,25774,21620
"Scap_LM7D7_a_01103",20118,24981,25153,23066,30864,27024,25573,35219,29458
"Scap_LM7D7_a_01104",15530,17946,14441,3581,4053,3933,5831,4827,6832
"Scap_LM7D7_a_01105",133439,154851,113575,60515,75841,73864,86399,70526,93991
"Scap_LM7D7_a_01106",73539,95965,96715,100577,130271,119560,153887,111704,141804
"Scap_LM7D7_a_01107",42225,54765,52500,98714,122309,116143,203195,205092,234199
"Scap_LM7D7_a_01108",69327,87380,76220,129764,151940,144944,243577,242179,281947
"Scap_LM7D7_a_01109",31933,33834,31929,20502,22257,24969,23067,26280,25728
"Scap_LM7D7_a_01110",50434,54926,44847,28091,31397,34400,31405,39621,35602
"Scap_LM7D7_a_01111",28398,33429,28822,37306,46889,46321,38304,32709,37123
"Scap_LM7D7_a_01112",10192,11765,7034,9987,11850,11277,13044,12680,13669
"Scap_LM7D7_a_01113",6901,8651,5880,5463,6455,6231,9902,10458,11405
"Scap_LM7D7_a_01114",3032,4155,3644,190940,244353,216669,299956,349854,351936
"Scap_LM7D7_a_01115",5190,6005,5539,4767,6321,5682,4338,4161,4111
"Scap_LM7D7_a_01116",38099,45440,37883,43350,60485,55804,33053,30582,32070
"Scap_LM7D7_a_01117",26310,30475,20930,23616,29912,28396,21153,20915,20650
"Scap_LM7D7_a_01118",53076,67333,55467,41830,59372,52750,76800,61349,75478
"Scap_LM7D7_a_01119",29676,35085,31794,25572,30781,27419,22717,23814,22440
"Scap_LM7D7_a_01120",60834,65209,53181,39671,59928,49506,72047,108445,69670
"Scap_LM7D7_a_01121",23513,28224,19108,11935,16922,13472,28675,40632,25958
"Scap_LM7D7_a_01122",39496,51157,43846,30710,44709,36282,55209,71339,52345
"Scap_LM7D7_a_01123",3057,3347,2254,1121,1259,1193,1542,2241,1749
"Scap_LM7D7_a_01124",21388,24876,23359,14511,17524,17753,14225,17654,16282
"Scap_LM7D7_a_01125",119017,147628,137835,83623,113063,104202,122561,181476,141965
"Scap_LM7D7_a_01126",64489,74509,64197,65128,88432,79898,62173,81068,64004
"Scap_LM7D7_a_01127",6956,7969,5207,4113,5415,5225,4698,5095,4309
"Scap_LM7D7_a_01128",89368,88716,83264,95011,120772,112657,93937,49903,72040
"Scap_LM7D7_a_01129",12065,12500,10910,10445,13321,13757,9770,6317,7775
"Scap_LM7D7_a_01130",28869,32727,24012,20512,26028,25907,20277,15418,17578
"Scap_LM7D7_a_01131",8697,9583,9296,7979,10065,9723,7892,6139,7864
"Scap_LM7D7_a_01132",19986,24068,20403,18062,22640,20776,18531,16785,21185
"Scap_LM7D7_a_01133",24557,29708,25156,19888,24170,23110,21965,20547,25808
"Scap_LM7D7_a_01134",6782,7736,6742,7807,9018,8305,5387,5711,6211
"Scap_LM7D7_a_01135",5261,5852,3770,7024,8117,7858,7572,5392,7025
"Scap_LM7D7_a_01136",56870,72688,70768,68212,65440,62644,91288,88137,86228
"Scap_LM7D7_a_01137",29586,37053,40524,39740,35888,34496,45694,41684,42322
"Scap_LM7D7_a_01138",307,401,293,343,383,325,341,363,281
"Scap_LM7D7_a_01139",362,466,349,294,413,352,328,358,287
"Scap_LM7D7_a_01140",1168,1330,1133,774,1195,1055,640,840,659
"Scap_LM7D7_a_01141",7207,7068,6148,10776,14561,12794,8563,10868,8415
"Scap_LM7D7_a_01142",423,529,455,506,588,538,474,673,562
"Scap_LM7D7_a_01143",17492,19168,14040,7874,10104,9561,12273,12764,12565
"Scap_LM7D7_a_01144",8022,9570,7860,4591,6133,6073,6107,6164,6515
"Scap_LM7D7_a_01145",23159,26359,18526,13402,17494,15448,21406,38001,24402
"Scap_LM7D7_a_01146",70194,75273,52633,44135,62161,52117,69885,105160,68963
"Scap_LM7D7_a_01147",24964,25477,19984,22635,30039,25224,26865,38500,27306
"Scap_LM7D7_a_01148",6544,8523,8166,13147,13672,11095,9756,14910,11867
"Scap_LM7D7_a_01149",4060,5419,5525,6968,7114,6187,6219,8347,7027
"Scap_LM7D7_a_01150",7460,10095,9542,12800,13905,11378,11253,15239,13308
"Scap_LM7D7_a_01151",7098,9521,7686,10772,12177,9756,11467,15168,13350
"Scap_LM7D7_a_01152",7109,10599,10885,11038,12819,10364,10756,15664,13668
"Scap_LM7D7_a_01153",43244,56419,47760,25422,32524,28097,29093,38355,34139
"Scap_LM7D7_a_01154",15761,18243,15272,7766,10228,8896,10676,13205,11197
"Scap_LM7D7_a_01155",61792,70720,64701,57590,67053,63702,68812,71509,71559
"Scap_LM7D7_a_01156",18756,25299,21923,13805,18597,16405,16860,23860,21168
"Scap_LM7D7_a_01157",4289,5187,5132,2416,3471,2798,3453,5145,4517
"Scap_LM7D7_a_01158",15887,19105,13915,34885,32119,30113,27614,32254,28235
"Scap_LM7D7_a_01159",12484,13596,9126,16262,17424,16486,14932,17927,15522
"Scap_LM7D7_a_01160",18869,20999,16499,17604,17916,18971,15654,22043,17855
"Scap_LM7D7_a_01161",10528,13865,9504,9755,11884,10459,12493,18020,16253
"Scap_LM7D7_a_01162",24216,31089,31432,32461,40173,35223,32379,43029,42934
"Scap_LM7D7_a_01163",4884,5075,3632,2486,3138,3026,2921,4214,3269
"Scap_LM7D7_a_01164",13200,14657,14260,21915,27482,26788,26019,24412,24834
"Scap_LM7D7_a_01165",24788,25615,20998,13781,16568,16320,15321,11390,14729
"Scap_LM7D7_a_01166",86876,117497,88501,90973,90205,96394,133026,167311,183486
"Scap_LM7D7_a_01167",1481,2272,2214,8467,9094,9085,4262,3340,4387
"Scap_LM7D7_a_01168",12472,15046,13229,20586,28005,25638,15266,20443,15823
"Scap_LM7D7_a_01169",6966,8520,6687,7407,9264,8340,7616,10479,7872
"Scap_LM7D7_a_01170",5778,6724,4980,5815,8306,7404,6744,6355,6191
"Scap_LM7D7_a_01171",15509,17689,13107,13438,17673,15938,17740,19305,17287
"Scap_LM7D7_a_01172",31459,38544,34113,33175,40787,36016,44515,45159,51448
"Scap_LM7D7_a_01173",8828,9832,9412,13350,12926,12715,12635,12730,13363
"Scap_LM7D7_a_01174",12467,13450,14332,12599,11818,11590,14835,15436,15400
"Scap_LM7D7_a_01175",10106,11017,9130,7526,7493,7248,9540,11501,11241
"Scap_LM7D7_a_01176",2995,3817,2865,2226,3009,2740,3017,6032,2666
"Scap_LM7D7_a_01177",5927,7158,5616,4850,6845,5659,6756,11944,6334
"Scap_LM7D7_a_01178",5897,7493,6066,4520,5793,4621,7500,11693,6922
"Scap_LM7D7_a_01179",21762,24479,16864,17067,22840,18793,21420,30588,21301
"Scap_LM7D7_a_01180",27195,32340,21142,17406,23673,19829,23584,33149,23644
"Scap_LM7D7_a_01181",6800,8234,8414,10123,11237,9598,9344,18199,12657
"Scap_LM7D7_a_01182",5911,7455,6214,9608,10275,8841,11813,18225,14072
"Scap_LM7D7_a_01183",5515,6896,4531,7239,7973,6913,10417,15059,12085
"Scap_LM7D7_a_01184",20281,22859,18537,27757,34845,29841,42895,52959,47034
"Scap_LM7D7_a_01185",14016,14495,11958,15605,20166,16660,28811,36467,31553
"Scap_LM7D7_a_01186",18662,20117,17169,21253,28325,23146,42452,48778,43254
"Scap_LM7D7_a_01187",7592,8726,8616,6185,7552,7293,8280,8874,8672
"Scap_LM7D7_a_01188",4003,4891,3430,2325,2914,2722,4119,4453,4321
"Scap_LM7D7_a_01189",16687,20648,15708,13447,17055,16296,17059,18530,17903
"Scap_LM7D7_a_01190",9821,11728,9150,8416,10350,9968,9949,10904,10773
"Scap_LM7D7_a_01191",3736,4666,3959,2756,3114,2958,3612,3744,3934
"Scap_LM7D7_a_01192",11409,13965,10133,8774,10985,10421,11071,11590,12060
"Scap_LM7D7_a_01193",11671,13463,7204,6892,7851,7256,11886,11961,12132
"Scap_LM7D7_a_01194",15206,16180,12578,12236,13215,13394,18242,14492,17906
"Scap_LM7D7_a_01195",37548,41367,38335,42752,49994,53570,41227,35383,44265
"Scap_LM7D7_a_01196",387,417,214,226,340,316,301,328,278
"Scap_LM7D7_a_01197",4467,4855,5022,3450,3901,3973,3201,4076,3892
"Scap_LM7D7_a_01198",896,1046,732,940,990,1159,743,884,820
"Scap_LM7D7_a_01199",7218,7829,5167,5480,7284,7487,4659,6931,5763
"Scap_LM7D7_a_01200",29452,36717,45123,10932,14022,10961,27291,34208,26019
"Scap_LM7D7_a_01201",24705,30593,22766,14908,20035,18343,22477,32521,23173
"Scap_LM7D7_a_01202",1826,2418,1454,1095,1452,1260,1818,2555,1748
"Scap_LM7D7_a_01203",60928,72049,51904,35208,48068,42082,52854,47800,53306
"Scap_LM7D7_a_01204",24186,27811,21496,10796,14276,12852,17814,18595,19931
"Scap_LM7D7_a_01205",120705,142869,138553,82371,108935,95875,101576,102873,113764
"Scap_LM7D7_a_01206",20713,26495,29433,15624,20653,18423,14802,19642,20265
"Scap_LM7D7_a_01207",17776,21988,14934,9061,12071,10587,11527,14880,15031
"Scap_LM7D7_a_01208",4249,5190,4648,3282,3962,3634,3306,5832,3903
"Scap_LM7D7_a_01209",36724,44469,37110,32239,38354,34539,32906,50339,33112
"Scap_LM7D7_a_01210",38005,40617,42303,29804,30619,30113,50820,55247,49374
"Scap_LM7D7_a_01211",18079,19946,19295,18853,18533,17608,15214,17324,19825
"Scap_LM7D7_a_01212",21126,25224,24121,20073,18210,16247,17176,21807,23886
"Scap_LM7D7_a_01213",26208,29839,32170,37045,37793,33506,21262,25565,29479
"Scap_LM7D7_a_01214",12738,16473,13097,16407,21094,20275,19648,14472,19612
"Scap_LM7D7_a_01215",14798,17649,10349,15659,20382,19455,22998,17011,22029
"Scap_LM7D7_a_01216",8500,10316,5647,9296,12785,12000,13708,10640,12970
"Scap_LM7D7_a_01217",3045,3731,3370,2529,3189,3047,4195,3708,4264
"Scap_LM7D7_a_01218",16029,18652,13435,12561,16989,16113,19600,18757,19975
"Scap_LM7D7_a_01219",6429,7395,5957,7341,9367,9220,7992,9081,8711
"Scap_LM7D7_a_01220",96809,117672,93925,55711,52756,55570,84973,96302,109293
"Scap_LM7D7_a_01221",5524,6039,4912,5387,6176,5877,6357,5664,5970
"Scap_LM7D7_a_01222",12416,13205,10317,12297,14920,14498,13857,12551,13892
"Scap_LM7D7_a_01223",29755,33923,23930,14689,20053,18813,17969,18795,17739
"Scap_LM7D7_a_01224",40206,45308,35215,39040,43395,42937,41243,45971,47117
"Scap_LM7D7_a_01225",4089,5213,4568,2688,3432,3283,2718,4358,3076
"Scap_LM7D7_a_01226",13757,18106,17980,11862,14360,13404,12172,14950,13350
"Scap_LM7D7_a_01227",17694,22071,16545,13962,18176,15757,17048,19831,18394
"Scap_LM7D7_a_01228",8608,11234,7320,7241,9022,8016,9649,11429,10941
"Scap_LM7D7_a_01229",3894,4219,2543,1292,1598,1529,1562,1869,1441
"Scap_LM7D7_a_01230",5188,6400,4357,2143,3023,2792,2366,2885,2510
"Scap_LM7D7_a_01231",7168,8541,6764,5809,7921,7215,5025,6907,5749
"Scap_LM7D7_a_01232",56748,85256,74732,111955,119646,121998,130938,94336,130456
"Scap_LM7D7_a_01233",57726,73444,72217,66869,78070,73225,51805,67727,70182
"Scap_LM7D7_a_01234",10166,12410,24743,6684,8558,6578,9791,14060,10519
"Scap_LM7D7_a_01235",7396,8930,5628,7890,10329,8987,12676,7454,11060
"Scap_LM7D7_a_01236",11490,14064,10398,11585,15280,13747,17037,11742,15991
"Scap_LM7D7_a_01237",1975,2481,1974,1921,2404,2300,2779,1994,2370
"Scap_LM7D7_a_01238",7687,9457,8414,5784,6934,6437,9210,7836,8343
"Scap_LM7D7_a_01239",8085,9758,7664,6626,8608,7522,9209,7817,8717
"Scap_LM7D7_a_01240",5649,6831,4844,3270,4225,3703,5796,4998,5317
"Scap_LM7D7_a_01241",438,552,466,338,553,448,423,464,448
"Scap_LM7D7_a_01242",201,281,198,157,224,187,202,248,182
"Scap_LM7D7_a_01243",98,157,112,98,114,123,117,125,103
"Scap_LM7D7_a_01244",178,209,156,111,166,154,121,183,116
"Scap_LM7D7_a_01245",121,163,96,99,152,145,96,113,93
"Scap_LM7D7_a_01246",57,91,43,54,61,71,49,49,51
"Scap_LM7D7_a_01247",11255,12496,8300,9700,11251,11069,12399,13811,13014
"Scap_LM7D7_a_01248",5640,7308,5250,18916,18430,18401,21630,22347,24641
"Scap_LM7D7_a_01249",15129,21138,18058,76128,69987,72821,64740,65809,74896
"Scap_LM7D7_a_01250",10047,13988,13169,51945,44428,45621,40332,47246,49735
"Scap_LM7D7_a_01251",30623,35449,21701,25518,33253,28892,47375,38399,38483
"Scap_LM7D7_a_01252",8965,9639,6005,9101,11211,9863,12950,13729,12859
"Scap_LM7D7_a_01253",828,1002,598,220,283,259,414,469,540
"Scap_LM7D7_a_01254",15970,16829,9561,9145,11735,11428,9192,9262,9943
"Scap_LM7D7_a_01255",28069,31579,26288,36408,47710,46479,34867,33731,36964
"Scap_LM7D7_a_01256",26166,29177,22804,19669,24880,23526,25011,27289,27931
"Scap_LM7D7_a_01257",4062,5567,3982,3468,3801,3676,4052,6714,5253
"Scap_LM7D7_a_01258",20628,29020,27126,17685,21061,19673,21960,32392,28006
"Scap_LM7D7_a_01259",9479,12503,10417,10497,13979,12640,10768,13559,13182
"Scap_LM7D7_a_01260",7449,9445,7282,6362,8655,7749,7629,9130,8707
"Scap_LM7D7_a_01261",31818,39343,29017,25415,34616,30792,30575,38192,34445
"Scap_LM7D7_a_01262",5337,6520,4667,2814,3318,3029,4566,5478,4877
"Scap_LM7D7_a_01263",26312,32301,25544,15003,19005,16982,21681,24484,22587
"Scap_LM7D7_a_01264",12897,13689,14036,13972,15789,17268,11105,10164,11553
"Scap_LM7D7_a_01265",43115,44755,33640,37441,42115,44661,36301,33829,39699
"Scap_LM7D7_a_01266",21971,24384,19735,17630,21012,21030,15180,18019,17421
"Scap_LM7D7_a_01267",17067,18291,17559,12090,14043,13213,11833,12803,12658
"Scap_LM7D7_a_01268",28471,30603,29521,21992,26661,24687,20792,20909,22304
"Scap_LM7D7_a_01269",51259,59357,54453,40332,50167,45804,36399,37103,38661
"Scap_LM7D7_a_01270",14525,15708,13654,17119,22775,20750,18636,19223,17586
"Scap_LM7D7_a_01271",24852,30234,25293,38873,54143,49805,34669,35678,35963
"Scap_LM7D7_a_01272",2862,3821,3338,8504,9841,8586,5321,4384,6576
"Scap_LM7D7_a_01273",78426,99553,69287,51442,64184,59262,47864,40155,49405
"Scap_LM7D7_a_01274",11432,16287,16196,44091,52240,47033,36616,30578,31530
"Scap_LM7D7_a_01275",35274,38746,35094,20928,28327,26143,17532,23573,19160
"Scap_LM7D7_a_01276",17495,21152,16928,20567,25381,22819,14479,15803,16247
"Scap_LM7D7_a_01277",6577,7454,6051,5803,6606,6533,5968,9663,6138
"Scap_LM7D7_a_01278",17605,21834,17231,26723,29765,30923,28260,26058,28852
"Scap_LM7D7_a_01279",2492,2594,2352,3670,4417,4378,3446,2751,3560
"Scap_LM7D7_a_01280",834,879,1020,1337,1609,1544,1172,1080,1208
"Scap_LM7D7_a_01281",7333,8303,7163,7596,8831,8829,7718,8631,8776
"Scap_LM7D7_a_01282",2279,2622,1563,1752,1865,1801,2796,2632,2883
"Scap_LM7D7_a_01283",16514,15374,8854,19729,21914,22665,19451,12169,17952
"Scap_LM7D7_a_01284",25243,22830,20965,33541,38424,39645,28466,19072,26599
"Scap_LM7D7_a_01285",1384,1465,1149,3367,4952,4499,1697,1811,1829
"Scap_LM7D7_a_01286",14996,15327,11306,16097,20632,19793,18077,12348,15119
"Scap_LM7D7_a_01287",11188,12190,11840,10551,13323,12954,12351,10004,11851
"Scap_LM7D7_a_01288",13765,16138,12277,10038,13561,12909,13067,11243,12495
"Scap_LM7D7_a_01289",79436,83757,67382,42072,59171,51862,70100,30619,55784
"Scap_LM7D7_a_01290",45133,51299,37521,33330,49646,43198,45263,24022,34351
"Scap_LM7D7_a_01291",7823,9160,6170,12602,17142,16621,11465,9072,9832
"Scap_LM7D7_a_01292",1137,1225,701,979,1275,1081,1759,2371,1657
"Scap_LM7D7_a_01293",5695,5920,5458,7052,8503,8413,6687,5942,6803
"Scap_LM7D7_a_01294",5252,6134,5117,6296,7276,7318,6053,6620,6852
"Scap_LM7D7_a_01295",169041,232732,227488,371946,362459,344943,284505,354206,466357
"Scap_LM7D7_a_01296",18412,22181,18986,16790,23569,21005,17537,23027,18480
"Scap_LM7D7_a_01297",3581,5017,3512,2810,3206,3247,2936,4302,3853
"Scap_LM7D7_a_01298",13810,14620,13408,9289,12538,11530,13266,16224,13428
"Scap_LM7D7_a_01299",177621,203675,175573,273590,328201,328189,268927,169363,257574
"Scap_LM7D7_a_01300",17736,20940,19065,15317,18997,18075,17737,23130,19244
"Scap_LM7D7_a_01301",10205,12130,8908,7522,9144,8160,12052,15092,12689
"Scap_LM7D7_a_01302",176922,209713,152891,116639,127280,119866,174461,152948,180971
"Scap_LM7D7_a_01303",12486,15534,11152,10747,13656,12428,14709,11787,13477
"Scap_LM7D7_a_01304",15398,19675,15729,13528,16895,16070,17608,15629,17253
"Scap_LM7D7_a_01305",15619,19754,15689,11971,15299,14207,17173,16804,17199
"Scap_LM7D7_a_01306",37859,38776,42975,38706,48077,44419,48708,71105,59601
"Scap_LM7D7_a_01307",2887,3536,2942,7619,6840,6150,4502,6101,5268
"Scap_LM7D7_a_01308",6709,8110,6874,19946,18692,16997,10698,12066,11132
"Scap_LM7D7_a_01309",7253,8972,7274,14545,12382,10599,9662,11226,10345
"Scap_LM7D7_a_01310",11348,13466,12251,16380,16963,15131,12034,14566,12793
"Scap_LM7D7_a_01311",7908,9557,9387,12963,14594,13398,8916,9997,9035
"Scap_LM7D7_a_01312",4365,4744,4759,5724,6074,5758,4306,5064,4445
"Scap_LM7D7_a_01313",99024,110379,136587,41604,52211,50330,42818,37277,44907
"Scap_LM7D7_a_01314",3135,3816,3784,1704,2287,2089,2069,2094,2148
"Scap_LM7D7_a_01315",11276,13906,11051,7876,10728,10319,7696,8308,8219
"Scap_LM7D7_a_01316",13839,17342,16577,10320,15305,14802,8987,9606,10210
"Scap_LM7D7_a_01317",15101,18602,18909,10149,13516,12985,11241,11102,12531
"Scap_LM7D7_a_01318",37861,48590,42603,31875,40351,37872,32686,29971,35541
"Scap_LM7D7_a_01319",35147,49913,43509,48694,52441,50196,40029,48796,53652
"Scap_LM7D7_a_01320",7100,9923,9115,12906,14024,12975,9291,12295,11302
"Scap_LM7D7_a_01321",3732,4764,4837,3780,3980,3810,4325,5741,4824
"Scap_LM7D7_a_01322",1838,2094,2722,1508,1669,1639,1899,2251,1907
"Scap_LM7D7_a_01323",225490,270686,258346,356464,396598,354861,327883,452700,414335
"Scap_LM7D7_a_01324",31350,40404,39138,47625,51731,47750,43212,60736,54814
"Scap_LM7D7_a_01325",6876,8802,6402,8377,10365,10363,6665,4384,7259
"Scap_LM7D7_a_01326",21635,28232,29976,51755,61702,59432,39900,49673,48333
"Scap_LM7D7_a_01327",28374,34632,25332,51298,56608,56599,40030,54391,52680
"Scap_LM7D7_a_01328",10452,12999,13126,6357,8558,7449,8457,14174,9511
"Scap_LM7D7_a_01329",17548,19840,13692,12191,14955,14359,13221,12415,14886
"Scap_LM7D7_a_01330",30346,36864,34664,32565,38897,35556,37786,46719,38488
"Scap_LM7D7_a_01331",6169,7438,5420,6433,7335,6337,9238,10556,9631
"Scap_LM7D7_a_01332",37184,39026,38899,34867,45716,38623,34399,31673,30131
"Scap_LM7D7_a_01333",785,1028,1458,1170,1556,1462,1067,1001,1146
"Scap_LM7D7_a_01334",11386,12165,9330,6938,10772,8324,9418,14020,8884
"Scap_LM7D7_a_01335",6722,7774,4291,11622,14295,13674,9744,9848,9821
"Scap_LM7D7_a_01336",15765,19197,18074,22867,25802,25221,21593,24135,24300
"Scap_LM7D7_a_01337",2626,3197,2524,2808,2905,3006,3551,3932,3951
"Scap_LM7D7_a_01338",26288,30643,23451,18323,22095,20305,16536,18309,15616
"Scap_LM7D7_a_01339",16495,20257,16030,13536,17037,15197,11804,11745,10491
"Scap_LM7D7_a_01340",21742,25657,20577,15303,19051,17333,15588,16326,14777
"Scap_LM7D7_a_01341",18551,21856,18721,15040,18064,15612,13322,13878,12852
"Scap_LM7D7_a_01342",23560,30018,26650,23868,29073,26241,18715,18487,17697
"Scap_LM7D7_a_01343",23266,27931,19546,17301,21140,18451,17374,16758,15968
"Scap_LM7D7_a_01344",7398,9138,8234,5029,5955,5379,5184,5505,5109
"Scap_LM7D7_a_01345",27514,31133,29625,22179,28600,26472,23987,29638,24512
"Scap_LM7D7_a_01346",8792,10133,8118,8281,9590,8705,9768,10742,10227
"Scap_LM7D7_a_01347",22955,28574,20552,19612,24151,22500,26355,27343,27569
"Scap_LM7D7_a_01348",25298,28091,29916,20178,26327,24179,29973,31535,30510
"Scap_LM7D7_a_01349",50,52,37,72,63,64,45,43,54
"Scap_LM7D7_a_01350",54,63,25,119,87,65,53,99,71
"Scap_LM7D7_a_01351",112,149,141,216,218,190,151,192,181
"Scap_LM7D7_a_01352",148,207,145,261,286,248,197,224,215
"Scap_LM7D7_a_01353",432,532,348,579,700,682,545,590,606
"Scap_LM7D7_a_01354",618,789,708,872,1112,1000,806,818,916
"Scap_LM7D7_a_01355",449,536,462,488,611,508,613,691,546
"Scap_LM7D7_a_01356",10229,10322,7620,6269,8444,7832,7238,6736,6657
"Scap_LM7D7_a_01357",24244,26241,19673,17230,23918,21870,20017,18871,18478
"Scap_LM7D7_a_01358",148404,208519,188706,324688,386524,354908,539052,430385,563208
"Scap_LM7D7_a_01359",85316,106405,89659,114496,129607,122851,227318,188409,228129
"Scap_LM7D7_a_01360",180,282,202,359,465,458,508,362,399
"Scap_LM7D7_a_01361",36,62,28,91,98,97,99,95,65
"Scap_LM7D7_a_01362",1305,1517,1074,2089,2685,2498,1916,2342,2077
"Scap_LM7D7_a_01363",703,841,459,937,1156,1091,946,1124,1022
"Scap_LM7D7_a_01364",700,801,585,396,547,501,611,415,554
"Scap_LM7D7_a_01365",20817,25122,15118,14704,17714,16694,25000,18320,24449
"Scap_LM7D7_a_01366",3302,3680,2346,1939,2255,2202,3438,2959,3494
"Scap_LM7D7_a_01367",6629,8025,5680,4572,5906,5875,5054,6546,5659
"Scap_LM7D7_a_01368",12223,14342,10847,7129,9736,9676,9077,11639,9583
"Scap_LM7D7_a_01369",13528,15067,10419,5368,7104,6809,7808,11617,7968
"Scap_LM7D7_a_01370",31072,38509,31275,48338,61380,63063,43582,26855,43114
"Scap_LM7D7_a_01371",9905,11035,11524,14541,17796,17781,13957,8707,14410
"Scap_LM7D7_a_01372",4817,5717,3062,5614,6653,6325,7879,4448,7766
"Scap_LM7D7_a_01373",2202,2254,1610,2633,3246,2926,2534,2522,2382
"Scap_LM7D7_a_01374",62142,62839,45132,23543,28070,24443,43085,59734,49403
"Scap_LM7D7_a_01375",26866,26799,20757,19516,23140,22208,27375,29944,29629
"Scap_LM7D7_a_01376",11791,12950,15142,12533,13111,13138,12642,14559,14718
"Scap_LM7D7_a_01377",7750,9162,11664,11008,10333,9888,9608,11398,11190
