"","Scap_PJ_019","Scap_PJ_020","Scap_PJ_021","Scap_PJ_022","Scap_PJ_023","Scap_PJ_024","Scap_PJ_025","Scap_PJ_026","Scap_PJ_027"
"Scap_2C01_ad_00683",13,31,33,38,41,50,26,29,24
"Scap_2C01_ad_00684",56,70,77,64,74,105,57,44,35
"Scap_2C01_ad_00685",130,127,168,135,185,229,105,93,107
"Scap_2C01_ad_00686",67,78,92,73,108,122,99,54,38
"Scap_2C01_ad_00687",34,37,48,42,60,57,51,24,24
"Scap_2C01_ad_00688",1419,1590,1793,1553,1732,1836,1163,1008,916
"Scap_2C01_ad_00689",2336,2593,2390,2895,2953,3315,2647,2689,2461
"Scap_2C01_ad_00690",6053,6027,5035,4979,4369,4905,4462,4750,4872
"Scap_2C01_ad_00691",1528,1838,2270,2709,3522,3739,3460,2499,2562
"Scap_2C01_ad_00692",689,714,708,4247,4504,6194,8027,6643,5660
"Scap_2C01_ad_00693",7048,7899,6890,12254,11847,13980,16506,15537,14868
"Scap_2C01_ad_00694",685,867,822,4206,5705,7521,11917,9358,8844
"Scap_2C01_ad_00695",33312,32093,26694,115365,121122,167937,164815,158496,139775
"Scap_2C01_ad_00696",24159,21322,18469,81384,87145,124662,116973,111882,98007
"Scap_2C01_ad_00697",54873,53813,43691,188704,194431,253216,295501,287720,261671
"Scap_2C01_ad_00698",49645,51918,45118,15787,14428,15951,19321,23715,22914
"Scap_2C01_ad_00699",13395,17601,16243,6406,6149,6406,13438,16636,16319
"Scap_2C01_ad_00700",29387,35632,31563,14432,14425,15851,28588,34290,32567
"Scap_2C01_ad_00701",24493,28230,23665,12210,11829,12205,21015,25832,25737
"Scap_2C01_ad_00702",90524,101524,90302,32578,32861,37908,65914,82085,77911
"Scap_2C01_ad_00703",13564,14726,13184,6853,6425,6921,12734,16367,16439
"Scap_2C01_ad_00704",7690,8624,8086,4112,3898,4828,9515,11458,10959
"Scap_2C01_ad_00705",5731,5811,5319,8051,6616,8550,5028,4630,4660
"Scap_2C01_ad_00706",991,1027,1173,2492,2495,4336,4091,3984,3558
"Scap_2C01_ad_00707",6588,9289,7626,107582,98806,114966,84409,95012,94439
"Scap_2C01_ad_00708",14401,14084,11998,9800,8801,10945,9542,10116,10242
"Scap_2C01_ad_00709",47031,48228,38331,26530,24130,28654,27261,28528,28244
"Scap_2C01_ad_00710",13428,13750,12727,8546,7536,8870,10098,11359,11176
"Scap_2C01_ad_00711",2754,2967,2894,1437,1463,1817,2146,2124,2139
"Scap_2C01_ad_00712",1331,1415,1519,2454,2293,3482,4167,3947,3407
"Scap_2C01_ad_00713",11842,11922,10827,16791,16123,19829,24612,24585,22458
"Scap_2C01_ad_00714",7782,8515,8016,10159,8721,10440,12377,12514,12674
"Scap_2C01_ad_00718",0,0,1,0,0,0,0,0,0
"Scap_2C01_ad_00719",2437,3053,2835,8200,6621,8259,11660,11792,11475
"Scap_2C01_ad_00720",14178,14308,13557,13633,12784,15867,17939,19042,17717
"Scap_2C01_ad_00721",52562,49619,43232,43327,39039,48206,49307,54540,52658
"Scap_2C01_ad_00722",24007,24388,22014,19634,17546,19501,23507,25360,24572
"Scap_2C01_ad_00723",8518,7797,6723,34528,35020,40757,22154,20511,18640
"Scap_2C01_ad_00724",1008,1036,1023,4500,4881,6447,3737,3146,2618
"Scap_2C01_ad_00725",6538,6203,5959,40323,41841,50346,21023,19166,16547
"Scap_2C01_ad_00726",5156,5412,5480,41878,46093,49483,20113,17911,15647
"Scap_2C01_ad_00727",217036,221102,210979,178078,176458,219348,163357,168599,161760
"Scap_2C01_ad_00728",9262,10722,9400,8314,8099,9732,7964,8391,8614
"Scap_2C01_ad_00729",79811,76141,66758,39613,34316,46676,48600,53743,50670
"Scap_2C01_ad_00730",3093,3264,2724,2721,2632,2954,2731,2822,2778
"Scap_2C01_ad_00731",4146,4195,3527,18930,16499,17906,12309,14575,13669
"Scap_2C01_ad_00732",3322,3310,2444,15236,12500,12219,7995,9818,9454
"Scap_2C01_ad_00733",519,600,549,2829,3160,4411,6596,6082,5427
"Scap_2C01_ad_00734",12929,13077,11108,14360,12875,15331,17927,18728,19199
"Scap_2C01_ad_00735",1533,1579,1459,1727,1454,1834,2149,2219,2076
"Scap_2C01_ad_00736",23185,23083,19603,16466,14496,17757,17349,18535,17998
"Scap_2C01_ad_00737",373,304,334,1226,1407,2385,3127,2585,2148
"Scap_2C01_ad_00738",9355,10091,8549,17203,15418,18989,34231,40657,35909
"Scap_2C01_ad_00739",11582,12340,10789,9287,8801,10632,12433,14267,13704
"Scap_2C01_ad_00740",14318,16204,15781,11913,11690,15031,15627,16580,15039
"Scap_2C01_ad_00741",33549,36892,33371,27051,25406,30452,31930,35575,35073
"Scap_2C01_ad_00742",42882,45661,40532,34283,32919,40477,42638,47366,44915
"Scap_2C01_ad_00743",19202,20057,18119,15295,14280,17060,17085,19526,18662
"Scap_2C01_ad_00744",8571,9591,8736,12006,10878,13533,14267,15202,13686
"Scap_2C01_ad_00745",5711,6548,6813,23081,21820,25082,31962,30482,28234
"Scap_2C01_ad_00746",6092,6513,6693,21190,20032,25988,35939,33602,29613
"Scap_2C01_ad_00747",5636,6013,5647,14214,11429,14904,22878,22103,20473
"Scap_2C01_ad_00748",5596,5696,5206,4264,3740,4491,4887,5367,4895
"Scap_2C01_ad_00749",7559,7476,6696,9867,9269,11774,12769,12551,12320
"Scap_2C01_ad_00750",9133,9186,9135,6973,6710,9126,9492,9250,8508
"Scap_2C01_ad_00751",25980,25622,25054,11776,12002,14792,15008,16290,15834
"Scap_2C01_ad_00752",3423,3471,2638,2261,1876,2022,1851,2286,2067
"Scap_2C01_ad_00753",185371,202304,179496,89713,85275,102802,99106,108934,101063
"Scap_2C01_ad_00754",15798,17530,17297,17478,16925,19865,23218,23869,22798
"Scap_2C01_ad_00755",15408,15848,13543,21578,18410,19874,24917,27433,26478
"Scap_2C01_ad_00756",16096,16984,14205,48951,49721,62618,84352,77971,72072
"Scap_2C01_ad_00757",28213,31098,30394,15052,14726,17642,20779,21001,21632
"Scap_2C01_ad_00758",40690,39421,34003,27162,24155,28129,29855,31916,32859
"Scap_2C01_ad_00759",6718,6798,7046,6656,7162,8400,8838,7948,7815
"Scap_2C01_ad_00760",8534,9504,10794,9246,10702,11988,13371,11460,10858
"Scap_2C01_ad_00761",15485,15928,17804,14389,16279,19383,21598,20273,18222
"Scap_2C01_ad_00762",459,450,579,360,414,626,718,662,574
"Scap_2C01_ad_00763",5913,6039,5744,5465,5187,5670,6875,7022,6775
"Scap_2C01_ad_00764",2740,2680,2594,2344,2085,2812,3416,3538,3186
"Scap_2C01_ad_00765",43570,49327,41990,49570,45557,51983,43236,47628,48568
"Scap_2C01_ad_00766",43179,49760,48120,55243,53785,59223,53069,52642,53421
"Scap_2C01_ad_00767",25194,27435,27982,31480,31305,36916,32659,33095,32304
"Scap_2C01_ad_00768",41322,45565,45185,41129,41714,52049,41050,42162,37530
"Scap_2C01_ad_00769",60427,64022,55546,45053,41675,46705,38673,42707,43503
"Scap_2C01_ad_00770",158726,170039,152549,117437,108963,123531,113040,122996,123143
"Scap_2C01_ad_00771",10982,11972,12266,8300,7950,9442,10001,9906,9978
"Scap_2C01_ad_00772",54656,58151,55552,35511,34288,40915,40557,41882,40313
"Scap_2C01_ad_00773",109229,110148,99845,64333,61217,69144,64616,69632,68505
"Scap_2C01_ad_00774",214041,231732,197046,113868,106246,118778,119326,132287,132041
"Scap_2C01_ad_00775",160127,163154,136529,83865,77817,87112,91288,97262,95921
"Scap_2C01_ad_00776",306760,313898,294262,157839,149994,175517,188516,204672,191976
"Scap_2C01_ad_00777",126460,129656,117850,64554,58992,68274,74741,84777,80247
"Scap_2C01_ad_00778",1397,1354,1401,1616,1540,2061,2506,2360,2074
"Scap_2C01_ad_00779",20468,22364,22363,22536,21449,25470,33210,32452,30994
"Scap_2C01_ad_00780",15514,16162,16306,14593,13906,18529,25486,26430,22978
"Scap_2C01_ad_00781",3078,3523,2964,2662,2520,3163,3398,3356,3654
"Scap_2C01_ad_00782",206,190,163,1090,887,1069,1195,1173,1171
"Scap_2C01_ad_00783",540,543,399,2951,2274,2354,2557,2837,2801
"Scap_2C01_ad_00784",6673,5488,3904,7159,6020,6346,5526,6170,6701
"Scap_2C01_ad_00785",334,354,300,1571,1539,1786,1522,1876,1810
"Scap_2C01_ad_00786",427,495,418,2037,1999,2198,1961,2363,2400
"Scap_2C01_ad_00787",348,439,379,1603,1565,1918,1722,2041,2026
"Scap_2C01_ad_00788",404,437,361,1436,1348,1540,1470,1664,1773
"Scap_2C01_ad_00789",93303,83855,74365,48984,42774,52783,53840,57879,55919
"Scap_2C01_ad_00790",4418,4348,3886,4083,3783,4628,4549,4616,4598
"Scap_2C01_ad_00791",8616,8542,8090,10171,9526,11299,10688,10590,11306
"Scap_2C01_ad_00792",863,920,925,1359,1215,1761,1469,1551,1366
"Scap_2C01_ad_00793",417,427,414,595,564,739,655,648,595
"Scap_2C01_ad_00794",2245,2377,2081,3438,2679,3365,2604,3073,3121
"Scap_2C01_ad_00795",25554,26181,23810,17589,16457,20439,21048,24743,23466
"Scap_2C01_ad_00796",32357,31605,28869,16709,15411,18566,19519,21621,20320
"Scap_2C01_ad_00797",25002,24761,22958,12864,11550,14002,15127,16131,15897
"Scap_2C01_ad_00798",35411,32377,29837,19153,17981,21841,24448,24712,25791
"Scap_2C01_ad_00799",3127,3247,2897,2916,2654,3635,3365,3475,3258
"Scap_2C01_ad_00800",15404,15898,13236,12451,11215,12362,12361,13710,13799
"Scap_2C01_ad_00801",2885,2942,2821,2477,2246,2794,2945,3040,2901
"Scap_2C01_ad_00802",3600,3897,3545,2809,2608,3464,3454,3997,3573
"Scap_2C01_ad_00803",11652,12571,11529,9613,9009,10238,10137,11243,11154
"Scap_2C01_ad_00804",6409,7188,6313,8125,7126,8838,8476,9037,7943
"Scap_2C01_ad_00805",15650,16338,14801,17534,16318,19942,18941,20465,18786
"Scap_2C01_ad_00806",17202,17368,16470,12971,12065,14603,12901,13804,13690
"Scap_2C01_ad_00807",3605,3876,3454,5003,5331,6789,7516,6572,6376
"Scap_2C01_ad_00808",10081,10424,8944,12075,12308,15367,16670,16073,16167
"Scap_2C01_ad_00809",33740,34339,29083,35234,36508,45171,51029,50819,48313
"Scap_2C01_ad_00810",14776,14741,12748,9829,8946,10401,10711,11519,11229
"Scap_2C01_ad_00811",3837,3677,3055,2706,2224,2655,2706,3155,2980
"Scap_2C01_ad_00817",1010,1120,938,12853,11170,10965,15978,14196,14351
"Scap_2C01_ad_00818",92,116,93,7221,6760,7074,9668,8045,8031
"Scap_2C01_ad_00819",142,203,211,15121,13610,12834,18010,14921,15545
"Scap_2C01_ad_00820",143,196,197,15595,14726,14171,19183,15635,15785
"Scap_2C01_ad_00821",112,175,142,13212,12090,12868,17274,13873,14256
"Scap_2C01_ad_00822",74,122,106,10970,10143,11958,15030,12057,11140
"Scap_2C01_ad_00823",9,6,11,1389,1146,1271,1712,1422,1288
"Scap_2C01_ad_00824",234,306,264,23092,20999,19872,22356,19167,18025
"Scap_2C01_ad_00825",63,71,89,7271,7454,7323,8235,6193,5817
"Scap_2C01_ad_00826",2890,2943,2552,2808,2471,2853,2558,2918,2778
"Scap_2C01_ad_00827",5190,5288,4765,4824,4075,5051,4962,5307,5111
"Scap_2C01_ad_00828",2946,2924,2689,2426,2113,2272,2247,2395,2517
"Scap_2C01_ad_00829",10929,10903,9285,7639,6485,7272,7928,8767,8535
"Scap_2C01_ad_00830",21810,22447,18662,17071,15287,17745,16974,19033,18803
"Scap_2C01_ad_00831",11002,11009,9357,10986,9528,11184,10369,11639,11228
"Scap_2C01_ad_00832",10437,10778,9906,9474,9248,10801,8159,8674,8316
"Scap_2C01_ad_00833",324,344,336,253,251,290,251,229,244
"Scap_2C01_ad_00834",2819,3180,2858,19702,15495,18385,19887,20140,19187
"Scap_2C01_ad_00835",1047,1134,1042,7162,5505,7113,8607,8304,7242
"Scap_2C01_ad_00836",1867,1960,2003,2665,2542,2869,2762,2509,2535
"Scap_2C01_ad_00837",10041,11207,10264,14544,13143,15601,14349,16106,15563
"Scap_2C01_ad_00838",18560,18821,16959,12127,10793,12329,9976,10912,10580
"Scap_2C01_ad_00839",10076,10215,8605,7119,5955,6409,5637,6170,6301
"Scap_2C01_ad_00840",66522,63069,55514,39445,35707,43375,43221,45646,45229
"Scap_2C01_ad_00841",39844,37925,34641,28192,25304,32744,34755,34564,33875
"Scap_2C01_ad_00842",7050,6458,6922,10013,9207,12790,16839,15955,14258
"Scap_2C01_ad_00843",211231,193911,157454,272612,219842,238403,305729,343464,361827
"Scap_2C01_ad_00844",1339,1351,1359,3626,3285,4319,5147,5236,4901
"Scap_2C01_ad_00845",6757,7079,6045,7627,7242,7775,8073,9119,9073
"Scap_2C01_ad_00846",21398,21085,20351,30083,27577,31564,27012,28562,27433
"Scap_2C01_ad_00847",17193,17466,15071,12734,11105,12395,12000,12791,13789
"Scap_2C01_ad_00848",8591,10192,9246,6603,6269,6937,6740,6952,6685
"Scap_2C01_ad_00849",68184,82501,70003,44430,41048,47125,44369,50639,45837
"Scap_2C01_ad_00850",6387,7639,5887,1779,1739,1793,1318,1396,1461
"Scap_2C01_ad_00851",1749,1666,1596,716,606,668,639,617,626
"Scap_2C01_ad_00852",1617,1747,1660,1008,973,1001,1063,1112,1127
"Scap_2C01_ad_00853",450,435,510,462,447,496,601,557,572
"Scap_2C01_ad_00854",50494,53588,47795,48013,47157,55045,45753,50929,51406
"Scap_2C01_ad_00855",1934,2282,2000,2289,1909,2463,2956,3519,3906
"Scap_2C01_ad_00856",173,174,175,224,224,260,390,423,448
"Scap_2C01_ad_00857",8201,8151,7521,5236,4758,6692,4862,5168,4729
"Scap_2C01_ad_00858",19380,18868,16804,11831,10553,13175,8607,9727,9682
"Scap_2C01_ad_00859",4335,4354,4061,2592,2215,3031,2254,2195,2106
"Scap_2C01_ad_00860",21552,20789,18140,12079,10695,13425,10202,11272,11015
"Scap_2C01_ad_00861",24615,23155,21276,14020,12603,17977,13272,13748,12370
"Scap_2C01_ad_00862",4727,5157,4650,16373,14522,18035,14282,15071,13003
"Scap_2C01_ad_00863",4206,3984,3413,2623,2344,2953,2334,2377,2242
"Scap_2C01_ad_00864",8729,7762,6339,4938,4383,5042,3791,4172,3869
"Scap_2C01_ad_00865",6303,6614,6246,3467,3139,4221,3631,3821,3450
"Scap_2C01_ad_00866",4453,4328,3514,9670,8054,8701,10043,11276,11640
"Scap_2C01_ad_00867",876,982,920,749,694,1032,1224,1261,1229
"Scap_2C01_ad_00868",249,286,242,606,527,650,1019,1075,942
"Scap_2C01_ad_00869",2323,2259,1866,2566,2147,2793,2582,2740,2798
"Scap_2C01_ad_00870",11997,12819,11315,14518,12690,15604,14732,16597,15343
"Scap_2C01_ad_00871",5450,5525,5236,9185,10276,14921,16368,13779,12479
"Scap_2C01_ad_00872",52363,57831,47164,37587,34533,38938,32126,35978,35253
"Scap_2C01_ad_00873",4837,5180,4224,4625,4115,4219,2784,3091,3112
"Scap_2C01_ad_00874",659,729,637,2260,2529,2854,3104,2562,2445
"Scap_2C01_ad_00875",22565,21993,20110,14485,13306,16344,8754,9657,9404
"Scap_2C01_ad_00876",85097,85330,71869,55321,51787,55620,31647,36384,37282
"Scap_2C01_ad_00877",15719,19307,17983,17718,17476,18678,17647,18374,18139
"Scap_2C01_ad_00878",16212,17735,16706,16707,15297,17008,17854,19668,18542
"Scap_2C01_ad_00879",21600,22070,18140,15962,13874,15440,16312,18278,17718
"Scap_2C01_ad_00880",10201,11245,9141,7758,6602,7380,8122,9571,9213
"Scap_2C01_ad_00881",18383,18592,16820,32473,32598,39277,26871,28815,27420
"Scap_2C01_ad_00882",7535,7983,6953,10162,9122,10605,11001,12302,11778
"Scap_2C01_ad_00883",4845,5099,4661,5019,4872,6021,6452,6313,6059
"Scap_2C01_ad_00884",20594,21165,18648,16250,15293,18431,21489,22259,21710
"Scap_2C01_ad_00885",12568,12609,11831,9228,8503,10342,14263,14284,14378
"Scap_2C01_ad_00886",36286,35560,31356,25590,23436,28862,32216,34255,32374
"Scap_2C01_ad_00887",1418,1842,1982,14359,15048,17523,24018,21355,18737
"Scap_2C01_ad_00888",2951,3105,3101,1788,1668,1929,2287,2229,2342
"Scap_2C01_ad_00889",74432,78587,71473,42533,39737,46779,54058,57547,56321
"Scap_2C01_ad_00890",36497,38428,36920,22412,20414,24130,30331,30924,29020
"Scap_2C01_ad_00891",15576,17304,16722,14986,14725,16796,18979,19729,19584
"Scap_2C01_ad_00892",9824,9863,8115,8862,7841,8463,8095,9478,9937
"Scap_2C01_ad_00893",4754,4426,3747,7079,6051,7317,8010,8528,8525
"Scap_2C01_ad_00894",4439,4434,3736,6868,5431,6436,6315,6662,6638
"Scap_2C01_ad_00895",8413,8162,6433,12379,10270,11408,10101,10600,10801
"Scap_2C01_ad_00896",9750,9633,7632,44779,38986,50165,36257,33454,29907
"Scap_2C01_ad_00897",20102,20133,19074,13325,12260,15363,17653,17997,17423
"Scap_2C01_ad_00898",16522,16707,16116,10350,9606,12727,16107,16715,15411
"Scap_2C01_ad_00899",32668,30596,24488,2122,1917,2136,1167,1211,1202
"Scap_2C01_ad_00900",2120,2100,1948,2069,1906,2290,2205,2521,2363
"Scap_2C01_ad_00901",34640,37842,32756,19127,17183,19233,22782,25939,26796
"Scap_2C01_ad_00902",3861,3301,3119,3683,3310,4131,4249,4495,4353
"Scap_2C01_ad_00903",10846,10055,9315,10580,9603,12797,12443,13749,11886
"Scap_2C01_ad_00904",21837,20306,17001,18679,16671,20082,21271,23486,23011
"Scap_2C01_ad_00905",10724,10426,8577,8629,7659,8484,9525,10368,10449
"Scap_2C01_ad_00906",19707,20312,17944,39784,41068,56728,66833,65353,57238
"Scap_2C01_ad_00907",23376,24694,20741,26398,24201,28466,29263,31373,29997
"Scap_2C01_ad_00908",22217,23725,20859,30399,29768,33999,38725,38993,37325
"Scap_2C01_ad_00909",2349,2600,2586,3651,3490,4800,6103,5991,5542
"Scap_2C01_ad_00910",9243,10037,9177,13516,12286,14438,17009,17855,17011
"Scap_2C01_ad_00911",4070,4345,4062,6003,5562,6965,8149,8398,7660
"Scap_2C01_ad_00912",11484,10889,9901,6865,6463,7981,7214,7860,7646
"Scap_2C01_ad_00913",913,920,1028,871,841,1885,2229,2074,1258
"Scap_2C01_ad_00914",4611,4928,4364,19965,20771,29770,35144,29507,25439
"Scap_2C01_ad_00915",14680,14248,11453,9801,9014,10422,8337,9380,9167
"Scap_2C01_ad_00916",4258,4498,4464,4054,3944,5450,5049,5214,4554
"Scap_2C01_ad_00917",4662,5062,4674,3999,3815,4896,4323,4542,4185
"Scap_2C01_ad_00918",25005,26202,23709,12961,12286,14678,13475,14641,14219
"Scap_2C01_ad_00919",18882,18707,16378,8025,6972,8961,9147,9915,9831
"Scap_2C01_ad_00920",35609,37008,29809,30194,26033,27816,22788,28972,28966
"Scap_2C01_ad_00921",3682,3563,3268,2721,2468,2947,2532,2735,2578
"Scap_2C01_ad_00922",3656,3767,3795,3233,3016,4027,4029,3956,3868
"Scap_2C01_ad_00923",4279,4295,3610,5306,4771,5911,5485,6372,6040
"Scap_2C01_ad_00924",25080,24914,22093,33545,29780,35839,31701,35947,32167
"Scap_2C01_ad_00925",19649,20468,18143,18745,17217,21041,20716,23083,21012
"Scap_2C01_ad_00926",4009,4719,4149,5280,5034,5445,5208,5620,5232
"Scap_2C01_ad_00927",6504,7335,6746,9016,8545,9952,9997,10566,10095
"Scap_2C01_ad_00928",16957,17587,15620,29349,25435,29374,35377,40175,35249
"Scap_2C01_ad_00956",3386,3423,3028,3010,2384,2843,4537,4715,4552
"Scap_2C01_ad_00957",629,607,468,2472,1988,2738,1063,837,895
"Scap_2C01_ad_00958",687,660,525,2523,1995,2350,1207,985,1040
"Scap_2C01_ad_00959",5203,5058,4685,6560,5657,6393,7119,7449,7051
"Scap_2C01_ad_00960",1687,1639,1606,1857,1666,2035,2093,2187,2054
"Scap_2C01_ad_00961",14539,16076,13796,29406,31295,44213,48111,41662,40412
"Scap_2C01_ad_00962",5878,6352,5143,10893,10949,12832,14857,13018,12623
"Scap_2C01_ad_00963",1427,1446,1202,1611,1468,1860,2371,2195,2283
"Scap_2C01_ad_00964",61119,70786,56858,100323,89662,99559,117387,133776,135393
"Scap_2C01_ad_00965",11086,10871,9235,8857,7742,9510,8471,9442,9078
"Scap_2C01_ad_00966",5051,5284,4288,4788,4011,4476,4689,4993,5256
"Scap_2C01_ad_00967",1694,1730,1646,1006,874,1126,1152,1139,1156
"Scap_2C01_ad_00968",9211,8427,6967,3232,2739,3221,2982,3044,3496
"Scap_2C01_ad_00969",5003,4899,4406,7098,6523,8071,8489,8658,8429
"Scap_2C01_ad_00970",55829,57470,50773,39136,34731,47780,44399,46604,41301
"Scap_2C01_ad_00971",43048,44745,38196,27994,25482,31831,29405,32003,31989
"Scap_2C01_ad_00972",128873,128876,107787,84145,75843,89273,81712,94032,89993
"Scap_2C01_ad_00973",41410,41618,39689,27714,26122,32656,33610,37493,34842
"Scap_2C01_ad_00974",34636,34768,33259,14597,14395,19455,18109,19165,16593
"Scap_2C01_ad_00975",2219,2179,1941,2401,2118,2633,2009,2323,2319
"Scap_2C01_ad_00976",7094,7663,6966,9941,9771,11873,12023,11911,11111
"Scap_2C01_ad_00977",23963,25730,20356,23043,20620,23567,20065,23292,23856
"Scap_2C01_ad_00978",20651,19708,18621,18855,18078,24394,27393,29322,26566
"Scap_2C01_ad_00979",28081,27148,23946,23495,21442,26183,29218,32795,30994
"Scap_2C01_ad_00980",9201,10864,8810,15370,13136,14368,19906,22578,21445
"Scap_2C01_ad_00981",28492,27642,24107,21153,19216,22039,16272,16798,17110
"Scap_2C01_ad_00982",54624,50379,43964,36171,33068,36567,25874,28011,28987
"Scap_2C01_ad_00983",14245,12914,12134,9934,8753,10477,8135,8513,8756
"Scap_2C01_ad_00984",3573,3856,3235,3060,2612,2911,2516,2792,2576
"Scap_2C01_ad_00993",7889,7988,6977,7930,7249,8035,8004,8867,8755
"Scap_2C01_ad_00994",5778,5685,5256,5379,4955,6186,6769,7259,6774
"Scap_2C01_ad_00995",932,999,875,1369,1326,1720,1449,1669,1610
"Scap_2C01_ad_00996",4724,4888,4058,4374,3856,4208,5189,5999,5863
"Scap_2C01_ad_00997",3291,3516,2967,3209,2852,3392,4259,4609,4495
"Scap_2C01_ad_00998",25288,28029,23694,186602,166693,194271,235918,273385,268332
"Scap_2C01_ad_00999",15028,15258,13178,14826,12196,14175,20137,20881,22019
"Scap_2C01_ad_01000",48211,46505,38432,47677,39561,44772,55334,60980,59660
"Scap_2C01_ad_01001",1961,2022,1896,6233,6385,9409,12299,11681,9794
"Scap_2C01_ad_01002",1190,1235,1171,893,772,983,1272,1249,1083
"Scap_2C01_ad_01003",2695,2582,2206,1917,1618,2005,2262,2293,2176
"Scap_2C01_ad_01004",2819,2668,2225,1949,1574,2085,1915,1871,1939
"Scap_2C01_ad_01005",8679,9658,9060,6912,6746,8190,5861,6173,5208
"Scap_2C01_ad_01006",1343,1339,1280,1407,1197,1765,1500,1555,1396
"Scap_2C01_ad_01007",71,59,50,108,76,112,101,87,110
"Scap_2C01_ad_01008",402,375,329,513,468,620,446,461,455
"Scap_2C01_ad_01009",1779,1873,1792,3153,3076,4021,5591,5664,5038
"Scap_2C01_ad_01010",26547,24600,21487,35515,31219,38128,39615,41211,41128
"Scap_2C01_ad_01011",8069,8013,6389,8637,8281,9663,9863,10082,9977
"Scap_2C01_ad_01012",8814,8377,8053,11647,12615,15040,14293,13775,15166
"Scap_2C01_ad_01013",2059,2279,2528,4646,5340,6919,6980,6530,6642
"Scap_2C01_ad_01014",4141,4524,4781,9000,9508,11476,12119,11657,12167
"Scap_2C01_ad_01015",344,382,439,818,784,899,1038,971,1050
"Scap_2C01_ad_01016",5944,6285,5135,20394,18009,20904,21862,23409,22940
"Scap_2C01_ad_01017",7815,8123,8068,6273,6221,8188,7670,8282,7681
"Scap_2C01_ad_01018",74716,73618,61570,53418,46202,56215,33185,35800,32287
"Scap_2C01_ad_01019",3923,3724,3057,3964,3521,3958,5205,5483,5443
"Scap_2C01_ad_01020",1979,2052,1871,2297,1964,2282,3324,3330,3566
"Scap_2C01_ad_01021",4322,4657,4086,5208,4779,5986,7770,8154,7545
"Scap_2C01_ad_01022",24566,26960,23605,21195,19670,21704,27498,31426,30193
"Scap_2C01_ad_01023",11225,11373,10170,9794,9028,11902,13182,15931,13581
"Scap_2C01_ad_01024",10608,10001,8084,15002,12695,14083,13337,14355,13739
"Scap_2C01_ad_01025",2958,2578,1985,2701,2354,2492,2777,3171,3122
"Scap_2C01_ad_01026",1158,980,857,1277,1077,1405,1643,1834,1629
"Scap_2C01_ad_01027",294,250,207,318,263,283,381,454,406
"Scap_2C01_ad_01028",2112,1873,1485,1998,1771,1976,2644,2720,2674
"Scap_2C01_ad_01029",4529,4551,4234,3432,3208,4140,3953,3980,3784
"Scap_2C01_ad_01030",19163,19103,16152,14471,12299,14071,13765,15080,14618
"Scap_2C01_ad_01031",6151,6008,5567,7302,6813,8895,9731,9346,8789
"Scap_2C01_ad_01032",8696,9461,8184,27239,26778,40724,43521,39716,32494
"Scap_2C01_ad_01033",30506,38745,41192,70248,73267,84597,82427,79377,75064
"Scap_2C01_ad_01034",41900,51951,50445,94092,97122,113082,109464,108120,99799
"Scap_2C01_ad_01035",53399,54043,50491,58420,56830,71528,60750,60944,58326
"Scap_2C01_ad_01036",51713,50273,43155,41630,40281,48653,36467,38931,39068
"Scap_2C01_ad_01037",2845,3152,2760,4016,3730,4322,3491,3813,3203
"Scap_2C01_ad_01038",4287,4564,3472,3636,2645,3195,2575,2956,2870
"Scap_2C01_ad_01039",11152,12859,12280,13227,16337,15537,13348,11658,11921
"Scap_2C01_ad_01040",1218,1367,1370,1397,1680,1715,1702,1530,1491
"Scap_2C01_ad_01041",13395,14376,13171,12273,12261,13499,13035,13040,12259
"Scap_2C01_ad_01042",6997,7152,6774,5303,5289,5951,6190,6274,6004
"Scap_2C01_ad_01043",146058,148146,128354,102521,92419,105670,109369,121889,116263
"Scap_2C01_ad_01044",58072,59288,53368,42037,38269,46735,54615,57741,54059
"Scap_2C01_ad_01045",83171,91970,83102,130895,132028,169190,226052,218285,217429
"Scap_2C01_ad_01046",63932,66815,52628,108008,114867,146985,183422,180054,177940
"Scap_2C01_ad_01047",15246,17103,15342,61287,50691,59558,64537,66993,64215
"Scap_2C01_ad_01048",58844,59165,49902,42115,38345,43252,36317,39483,41194
"Scap_2C01_ad_01049",23659,24348,22335,82698,76555,88834,67309,73107,67151
"Scap_2C01_ad_01050",10072,10978,10042,30515,27412,29895,22146,24589,23411
"Scap_2C01_ad_01051",2864,3368,2977,68028,60607,69463,110410,114232,109788
"Scap_2C01_ad_01052",10017,10958,11092,114613,112942,129317,132469,134447,127424
"Scap_2C01_ad_01053",6090,6302,5543,6873,6000,7150,6545,7164,6614
"Scap_2C01_ad_01054",12062,12810,11230,9369,7976,9576,14024,15119,13939
"Scap_2C01_ad_01055",1082,1236,1163,718,598,754,1062,1167,1142
"Scap_2C01_ad_01056",58,60,69,28,30,38,33,43,48
"Scap_2C01_ad_01057",981,1034,1013,648,514,678,934,990,910
"Scap_2C01_ad_01058",12499,13743,16634,8112,9446,11297,9252,9033,8315
"Scap_2C01_ad_01059",10476,10714,9251,7783,7309,8658,6854,7720,7186
"Scap_2C01_ad_01060",20677,20878,18392,13705,12748,14557,15307,17392,17449
"Scap_2C01_ad_01061",9815,10088,9434,13250,11805,16402,16189,16343,15858
"Scap_2C01_ad_01062",6524,7554,6683,52287,41326,48543,65943,68601,66299
