"","Scap_PJ_019","Scap_PJ_020","Scap_PJ_021","Scap_PJ_022","Scap_PJ_023","Scap_PJ_024","Scap_PJ_025","Scap_PJ_026","Scap_PJ_027"
"Scap_2C01_ad_01403",29562,28816,25458,29393,25235,29953,30928,32508,32144
"Scap_2C01_ad_01404",51386,51022,45309,25967,23633,27628,29773,32621,30325
"Scap_2C01_ad_01405",23998,24698,22489,13173,12042,14846,14350,14787,14793
"Scap_2C01_ad_01406",4830,5225,5255,5286,4514,5953,6442,6291,5938
"Scap_2C01_ad_01407",415,478,451,638,519,665,911,904,848
"Scap_2C01_ad_01408",2175,2397,2368,2907,2645,3841,3724,3993,3485
"Scap_2C01_ad_01409",122302,124416,108880,313070,272608,315880,308572,348890,313791
"Scap_2C01_ad_01410",62085,61151,53528,109695,96285,121110,141587,152523,143937
"Scap_2C01_ad_01411",4771,4856,4863,4028,3520,5181,4290,4242,4153
"Scap_2C01_ad_01412",10809,10311,8636,8943,8406,9924,10211,11664,10935
"Scap_2C01_ad_01413",2427,2440,2208,1454,1431,1894,1800,1889,1887
"Scap_2C01_ad_01414",4256,4343,3617,3695,3205,3828,4050,4691,4798
"Scap_2C01_ad_01415",170,210,150,133,84,121,67,73,73
"Scap_2C01_ad_01416",15726,16509,16022,12094,11126,15322,14360,16229,16112
"Scap_2C01_ad_01417",71514,85576,83485,73787,79250,83795,75969,73169,70133
"Scap_2C01_ad_01418",549,626,784,458,577,824,868,756,667
"Scap_2C01_ad_01419",670,709,525,1046,805,833,2360,2379,2124
"Scap_2C01_ad_01420",10457,11053,9746,12714,11772,14207,15786,16923,16368
"Scap_2C01_ad_01421",6016,5232,4841,10363,10122,11700,12612,13823,12596
"Scap_2C01_ad_01422",8095,7069,6534,14161,13636,16005,15796,18001,16710
"Scap_2C01_ad_01423",758,706,608,308,293,417,330,380,304
"Scap_2C01_ad_01424",6460,6790,5455,11211,9463,11196,8122,8860,7973
"Scap_2C01_ad_01425",15278,17030,16017,81749,76224,90088,75902,77618,74783
"Scap_2C01_ad_01426",26223,26807,23103,54719,43335,49760,49755,53006,51862
"Scap_2C01_ad_01427",8769,9516,7425,14807,11944,12579,11514,12519,12673
"Scap_2C01_ad_01428",5238,5788,5377,23548,23943,27905,34731,31418,28830
"Scap_2C01_ad_01429",526,720,742,22417,23494,25668,32570,27995,26566
"Scap_2C01_ad_01430",832,1503,1472,57448,62866,59587,73720,62547,64368
"Scap_2C01_ad_01431",403,714,712,29147,30871,30814,39570,34216,33498
"Scap_2C01_ad_01432",123,183,183,7209,7586,9266,11838,10382,9141
"Scap_2C01_ad_01433",444,531,436,22046,17180,18559,25887,27212,27541
"Scap_2C01_ad_01434",77,73,73,1985,1610,1664,2760,2817,2621
"Scap_2C01_ad_01435",3628,3644,3330,22043,18483,22636,17823,18350,16354
"Scap_2C01_ad_01436",22845,24062,21149,12104,11436,13858,11598,13538,12418
"Scap_2C01_ad_01437",2194,1953,1865,2027,1702,1983,2131,2330,2183
"Scap_2C01_ad_01438",3172,3077,2162,3311,2627,3079,3036,3420,3287
"Scap_2C01_ad_01439",139,114,84,1661,1704,2140,2230,2037,1861
"Scap_2C01_ad_01440",1981,1984,1780,2806,2479,2827,3322,3485,3262
"Scap_2C01_ad_01441",4276,4271,3723,7128,6163,6998,7638,8633,8686
"Scap_2C01_ad_01442",70,81,88,125,111,146,140,147,133
"Scap_2C01_ad_01443",99,121,88,140,181,171,133,145,141
"Scap_2C01_ad_01444",42189,46568,37116,37039,32430,36785,37681,43225,42963
"Scap_2C01_ad_01445",532,609,587,732,709,976,1020,1031,947
"Scap_2C01_ad_01446",427,482,336,20485,14546,14287,23071,24392,26303
"Scap_2C01_ad_01447",5,8,6,3,2,1,6,0,3
"Scap_2C01_ad_01448",156,148,130,83,72,82,81,91,83
"Scap_2C01_ad_01449",130968,125801,109326,164133,143792,163304,143060,156831,150462
"Scap_2C01_ad_01450",8774,8252,7520,13251,11858,15835,14082,14441,14465
"Scap_2C01_ad_01451",3175,3116,2850,2942,2583,2566,3269,3440,3438
"Scap_2C01_ad_01452",3902,3982,3500,3993,3648,3897,4368,4763,4416
"Scap_2C01_ad_01453",9120,9943,8072,11996,10926,12507,11269,12741,11722
"Scap_2C01_ad_01454",3807,4024,3638,5221,4367,5310,5860,6581,6074
"Scap_2C01_ad_01455",6182,6608,5948,8573,7104,8597,9381,10273,9661
"Scap_2C01_ad_01456",5198,5340,4936,6897,6106,7456,7338,7928,7175
"Scap_2C01_ad_01457",64428,90279,110080,56398,66372,77662,67020,59999,53927
"Scap_2C01_ad_01458",11689,15079,15680,35940,40018,44447,51203,44528,41683
"Scap_2C01_ad_01459",1120,1659,2134,6539,8447,9043,9651,6925,6653
"Scap_2C01_ad_01460",15295,14529,12499,14146,12505,15507,13705,15101,13969
"Scap_2C01_ad_01461",28528,27972,25167,25103,22767,26514,24682,25835,24235
"Scap_2C01_ad_01462",35144,34789,30250,26184,23563,26140,21544,23323,23044
"Scap_2C01_ad_01463",3729,3795,3373,3308,2700,3368,3945,4054,4033
"Scap_2C01_ad_01464",5973,5595,4767,5196,4365,5261,6142,6319,6228
"Scap_2C01_ad_01465",12910,12596,11762,11973,10377,12637,14741,14972,14358
"Scap_2C01_ad_01466",3217,3378,3436,4119,3634,4012,4666,4966,4413
"Scap_2C01_ad_01467",2534,2708,2607,2300,2081,2680,3660,3567,2893
"Scap_2C01_ad_01468",12434,12533,11595,15359,13201,15687,18747,20619,18100
"Scap_2C01_ad_01469",21911,22579,22499,25974,23908,28047,32889,35237,30651
"Scap_2C01_ad_01470",6878,7329,6769,6608,6047,7177,7551,8352,7809
"Scap_2C01_ad_01471",15479,17337,13138,14196,12407,15009,13755,16838,18969
"Scap_2C01_ad_01472",108442,107803,96385,125911,115547,138636,147442,160758,153381
"Scap_2C01_ad_01473",17026,19736,18228,23851,23693,26452,29867,29328,28634
"Scap_2C01_ad_01474",5201,5451,5219,6718,6293,7345,8809,8796,8161
"Scap_2C01_ad_01475",13528,13997,12906,11418,10018,12106,11786,11827,11686
"Scap_2C01_ad_01476",6070,6232,6117,6030,5512,7291,7220,7173,6451
"Scap_2C01_ad_01477",3560,3976,3958,3863,3506,4683,4612,4395,4006
"Scap_2C01_ad_01478",4178,4107,4260,2745,2702,3665,4059,3871,3469
"Scap_2C01_ad_01479",16507,16470,13374,10771,9930,11405,11522,12500,12390
"Scap_2C01_ad_01480",18819,19401,15901,11092,10102,11995,10579,11412,12201
"Scap_2C01_ad_01481",13269,13162,10921,9842,8745,9657,9550,10397,11017
"Scap_2C01_ad_01482",30655,30479,27408,19386,17414,21082,19354,20587,20510
"Scap_2C01_ad_01483",103347,106574,88136,80071,71939,78184,79858,88470,90292
"Scap_2C01_ad_01484",123483,128930,113421,90764,83181,96537,98768,105366,103743
"Scap_2C01_ad_01485",7443,7118,6862,6481,6052,7048,10244,11049,9926
"Scap_2C01_ad_01486",3590,3775,3539,3850,3804,4576,5219,5394,5320
"Scap_2C01_ad_01487",7220,7334,5872,8046,7044,7897,7609,8420,8481
"Scap_2C01_ad_01488",4367,4342,3498,5018,4143,4563,4058,4655,4683
"Scap_2C01_ad_01489",37510,36101,31317,53990,47916,55336,55778,58999,57133
"Scap_2C01_ad_01490",4057,3804,3420,5837,5273,6760,6296,6545,6245
"Scap_2C01_ad_01491",4251,3946,3621,6149,5707,7452,6467,6728,6300
"Scap_2C01_ad_01492",12855,12047,11151,18865,17381,21941,19821,20148,19179
"Scap_2C01_ad_01493",1623,1622,1588,2673,2582,3206,2994,2988,2972
"Scap_2C01_ad_01494",62046,63452,57322,48848,44809,51003,53116,56554,56121
"Scap_2C01_ad_01495",31495,31366,28116,31223,27460,31491,34536,37046,35292
"Scap_2C01_ad_01496",13072,13256,12284,12635,11190,13701,13750,14275,13526
"Scap_2C01_ad_01497",6010,5699,5733,3712,3310,4226,4828,4939,4947
"Scap_2C01_ad_01498",9611,9160,8507,7205,6625,8052,7993,8594,8251
"Scap_2C01_ad_01499",39297,39723,35547,15711,14780,18644,19857,21697,20713
"Scap_2C01_ad_01500",31454,31778,28322,12535,12193,13904,14740,16555,16628
"Scap_2C01_ad_01501",113482,115671,96338,72622,67015,80744,83632,91086,86086
"Scap_2C01_ad_01502",104775,101161,87786,74767,67149,83193,85985,93123,88166
"Scap_2C01_ad_01503",25741,27933,28557,25711,26194,36654,36665,35639,31174
"Scap_2C01_ad_01504",53480,61518,54714,58243,56082,64328,65079,68534,66266
"Scap_2C01_ad_01505",4789,5842,6914,6499,7095,8876,10177,9028,7890
"Scap_2C01_ad_01506",15179,17141,19002,19939,20587,27774,28476,27179,23306
"Scap_2C01_ad_01508",28756,28145,29981,33250,35553,38484,34408,29826,29239
"Scap_2C01_ad_01509",546,522,457,908,854,1050,854,809,885
"Scap_2C01_ad_01510",18485,26903,31922,54100,60907,71733,93720,88749,83771
"Scap_2C01_ad_01511",26415,37792,43675,77507,85929,98694,117896,110368,107869
"Scap_2C01_ad_01512",6186,6539,6130,7456,7062,8731,8913,8996,8476
"Scap_2C01_ad_01513",5025,5164,5100,6349,5650,7216,7459,7657,7344
"Scap_2C01_ad_01514",6246,6126,5178,5069,4532,5553,5630,6187,6262
"Scap_2C01_ad_01515",17261,17255,14908,9446,8199,9943,9612,10688,11004
"Scap_2C01_ad_01516",23568,22119,20939,20650,18265,22071,29630,31520,30285
"Scap_2C01_ad_01517",4356,4326,3971,4683,4148,5088,4259,4381,4363
"Scap_2C01_ad_01518",2710,2713,2676,2525,2355,3441,2624,2723,2444
"Scap_2C01_ad_01519",20100,19822,17166,15986,13260,17731,14220,15319,15279
"Scap_2C01_ad_01520",35516,34432,31709,29364,26355,33065,40235,42567,40162
"Scap_2C01_ad_01521",3161,3263,3130,2452,2360,3055,3348,3337,3248
"Scap_2C01_ad_01522",11115,11347,11259,7379,7257,9517,9778,10242,9650
"Scap_2C01_ad_01523",41447,42340,38156,23391,21931,25808,24515,27023,27122
"Scap_2C01_ad_01524",2446,2594,2629,2140,2028,2841,2447,2433,2209
"Scap_2C01_ad_01525",45824,50036,49815,26853,25226,33881,43773,48397,46070
"Scap_2C01_ad_01526",25271,25079,21919,8867,8336,10076,10814,11843,11404
"Scap_2C01_ad_01527",33912,34866,32400,12934,12670,16277,16715,18505,17178
"Scap_2C01_ad_01528",16514,17339,16080,6331,6005,7603,7447,8177,7515
"Scap_2C01_ad_01529",24729,25175,21423,9693,8815,10902,8777,10356,9767
"Scap_2C01_ad_01530",9417,10453,8861,12158,10961,12262,11145,12158,11871
"Scap_2C01_ad_01531",16351,17053,14244,16938,14899,18166,10978,11788,12229
"Scap_2C01_ad_01532",832,825,743,699,669,701,1031,1069,1133
"Scap_2C01_ad_01533",22501,22575,20852,19174,17435,20957,29653,30325,29801
"Scap_2C01_ad_01534",2911,2965,2912,3272,3040,3626,4867,4965,4966
"Scap_2C01_ad_01535",37223,37398,35335,38500,32930,43193,46063,47836,46049
"Scap_2C01_ad_01536",4958,5428,5347,5783,5595,6858,7475,7828,7284
"Scap_2C01_ad_01537",7266,8351,7941,9794,9526,10265,10699,10973,11165
"Scap_2C01_ad_01538",7218,8466,8635,12480,12181,14364,15289,15273,14991
"Scap_2C01_ad_01539",4549,4381,3726,5795,4614,5287,5215,5726,5930
"Scap_2C01_ad_01540",32223,32784,31156,28305,24677,26995,30930,32415,32378
"Scap_2C01_ad_01541",12768,13126,12815,13557,12469,14551,15782,15835,16142
"Scap_2C01_ad_01542",17712,17922,16746,18235,15847,18101,19920,19990,20849
"Scap_2C01_ad_01543",21794,21882,19950,21136,19004,22293,21566,23410,22579
"Scap_2C01_ad_01507",20542,19454,19990,20744,19990,22894,23315,21937,19790
"Scap_2C01_ad_01544",17281,17332,14741,16757,14522,15799,14627,16516,16591
"Scap_2C01_ad_01545",579,593,595,590,506,554,630,658,660
"Scap_2C01_ad_01546",19991,21107,17685,16047,13896,15513,14639,16750,16339
"Scap_2C01_ad_01547",33943,34944,30082,23016,21623,23903,22952,26273,26775
"Scap_2C01_ad_01548",11462,13115,13149,13596,13416,14623,13322,13529,12874
"Scap_2C01_ad_01549",7838,8675,7114,8629,7022,7495,7510,7769,8531
"Scap_2C01_ad_01550",6151,6910,6380,8750,7425,8386,9103,8782,9630
"Scap_2C01_ad_01551",10658,10552,8576,10205,8674,9273,9068,10128,10534
"Scap_2C01_ad_01552",2696,2872,2614,3591,3568,4472,5169,5222,5092
"Scap_2C01_ad_01553",6052,6322,6122,6524,6216,8202,9273,10303,9010
"Scap_2C01_ad_01554",2061,2147,2217,1606,1540,1694,2447,2525,2267
"Scap_2C01_ad_01555",5892,6104,6221,5194,5145,5012,6353,7007,6447
"Scap_2C01_ad_01556",26313,28036,30974,30436,32352,34024,38900,39798,35048
"Scap_2C01_ad_01557",12128,13996,15782,22989,25636,25425,25504,26866,23725
"Scap_2C01_ad_01558",7852,9330,10993,18592,19593,20417,21304,21806,19197
"Scap_2C01_ad_01559",1669,1826,2081,2345,2459,1772,2830,3673,2731
"Scap_2C01_ad_01560",2285,2335,2566,1530,1603,569,1625,3210,1922
"Scap_2C01_ad_01561",4330,3972,3601,3758,3237,2527,4770,6852,5453
"Scap_2C01_ad_01562",9603,9404,8652,8225,7204,9012,10454,10801,10212
"Scap_2C01_ad_01563",5102,4970,4609,4375,3983,4840,5057,5522,5051
"Scap_2C01_ad_01564",1202,1210,1109,1083,915,1119,1422,1481,1486
"Scap_2C01_ad_01565",83541,88483,79278,52183,47574,56491,70352,78613,76277
"Scap_2C01_ad_01566",45674,44842,38381,41119,38828,44685,43211,47056,47282
"Scap_2C01_ad_01567",22218,21232,18149,21182,19523,21534,20905,22379,22160
"Scap_2C01_ad_01568",19143,19053,18327,16728,16262,21897,24831,25573,22271
"Scap_2C01_ad_01569",109393,107252,92373,92871,85213,100056,105797,115584,110117
"Scap_2C01_ad_01570",64667,62828,58742,61709,56965,71675,83087,84533,85410
"Scap_2C01_ad_01571",15432,15861,14040,18376,16380,19683,17305,18491,18153
"Scap_2C01_ad_01572",176392,181272,163685,136362,124418,149117,142855,152404,142583
"Scap_2C01_ad_01573",101545,102979,92553,79051,73229,92494,86491,95529,87462
"Scap_2C01_ad_01574",21820,22039,18970,9138,8759,9872,10181,11671,11566
"Scap_2C01_ad_01575",27758,28087,24790,8913,8368,10815,10594,11522,11042
"Scap_2C01_ad_01576",18129,18016,15855,5366,5075,6552,5631,5894,5969
"Scap_2C01_ad_01577",67901,69028,60526,24834,24304,29669,26639,29798,29823
"Scap_2C01_ad_01578",29251,28396,29626,15657,16081,20300,16613,17690,17180
"Scap_2C01_ad_01579",73664,74800,70642,44812,44918,55778,46885,49295,46172
"Scap_2C01_ad_01580",53221,55216,52237,37601,36595,46554,41729,45481,42812
"Scap_2C01_ad_01581",10691,10831,9128,13281,11068,12826,13305,14714,14553
"Scap_2C01_ad_01582",8269,8387,8317,9163,8422,11793,12876,13732,11753
"Scap_2C01_ad_01583",2433,2574,2010,2508,2297,2632,2686,2988,2815
"Scap_2C01_ad_01584",2012,1969,1472,783,602,544,1976,1942,1902
"Scap_2C01_ad_01585",7724,7478,5725,3051,2368,2168,8069,7765,7015
"Scap_2C01_ad_01586",4927,4919,3987,2205,1763,1919,6849,6149,5271
"Scap_2C01_ad_01588",2835,2661,2589,2455,2192,2564,2919,3057,3070
"Scap_2C01_ad_01589",751,757,771,711,690,813,1078,1087,1134
"Scap_2C01_ad_01590",7035,6726,5697,6297,5298,5804,6183,6706,7185
"Scap_2C01_ad_01591",11848,13227,13179,55926,52099,62585,65009,60440,55778
"Scap_2C01_ad_01592",31926,38441,39708,151670,154473,169397,180013,161399,158792
"Scap_2C01_ad_01593",12229,14742,14955,58129,56410,66205,62993,60509,60647
"Scap_2C01_ad_01594",8376,8378,7029,9610,8702,8955,9262,9709,10537
"Scap_2C01_ad_01595",13969,15465,14838,13266,12659,15345,15788,16375,16271
"Scap_2C01_ad_01596",17479,17652,15608,18376,16871,19340,19885,21302,20197
"Scap_2C01_ad_01597",7283,7581,6828,7834,7291,8182,7807,8762,8735
"Scap_2C01_ad_01598",7240,7059,6147,8686,7274,9076,8014,8752,8152
"Scap_2C01_ad_01599",2841,2904,2561,3874,3267,4553,4073,4038,3772
"Scap_2C01_ad_01600",6940,6541,5074,4863,3903,4285,4756,5415,5909
"Scap_2C01_ad_01601",18619,21275,22427,19367,22035,22896,27772,25343,24757
"Scap_2C01_ad_01602",5447,6070,7067,4590,5980,6699,7451,6275,6169
"Scap_2C01_ad_01603",5345,5399,5072,5865,5240,6327,6406,6770,6440
"Scap_2C01_ad_01604",3394,3342,2957,1040,901,1131,772,882,933
"Scap_2C01_ad_01605",15208,14620,11940,4466,3642,4079,2944,3462,3546
"Scap_2C01_ad_01606",8649,8411,6906,2731,2244,2552,1677,2054,2035
"Scap_2C01_ad_01607",5328,5348,4890,2229,1956,2290,1711,1765,1818
"Scap_2C01_ad_01608",8292,8361,7235,3463,2915,3526,2517,2750,2618
"Scap_2C01_ad_01609",14138,12759,10873,5475,4911,5684,3381,3819,3850
"Scap_2C01_ad_01610",13418,13823,11563,6009,5032,5562,3353,3646,3816
"Scap_2C01_ad_01611",454,413,374,731,757,687,394,340,386
"Scap_2C01_ad_01612",10863,10077,8005,8112,6969,7852,5269,6158,6267
"Scap_2C01_ad_01613",3731,3684,3028,4113,3755,3880,4393,5030,5064
"Scap_2C01_ad_01614",8047,8323,7363,5855,5093,5720,5290,5822,5825
"Scap_2C01_ad_01615",36825,33694,32913,23504,21782,31464,29000,31211,28133
"Scap_2C01_ad_01616",5048,4804,4051,4929,4368,4800,4754,5515,5440
"Scap_2C01_ad_01617",10687,11380,9477,10518,9115,9683,9980,11194,11313
"Scap_2C01_ad_01618",6806,6647,6237,7757,7022,9408,9245,10292,8898
"Scap_2C01_ad_01619",4140,4459,3887,4453,3932,4320,3673,4187,4212
"Scap_2C01_ad_01620",760,783,726,1288,1060,1225,1319,1372,1482
"Scap_2C01_ad_01621",10414,11033,8515,9632,8230,8670,8375,9745,10164
"Scap_2C01_ad_01622",7027,7154,6278,4417,3988,4465,3988,4527,4381
"Scap_2C01_ad_01623",30161,30570,24641,20284,17890,20170,14381,16119,16573
"Scap_2C01_ad_01624",16017,15905,13485,19186,17669,20270,15324,15945,16992
"Scap_2C01_ad_01625",77602,78076,63129,111330,97534,109150,85474,90388,89719
"Scap_2C01_ad_01626",72135,69383,58910,60150,53386,59580,44316,49841,48395
"Scap_2C01_ad_01627",91247,95313,83209,209711,174021,197496,222195,231797,222493
"Scap_2C01_ad_01628",28890,28940,27802,24819,23278,30521,31262,33626,31315
"Scap_2C01_ad_01629",29466,31300,23967,45589,35704,38018,44086,51352,49942
"Scap_2C01_ad_01630",9481,9770,8413,13443,11445,12909,11122,12265,12052
"Scap_2C01_ad_01631",6637,6949,4848,8074,6493,6061,4848,5780,5978
"Scap_2C01_ad_01632",49897,49798,45713,36172,33347,39424,42653,44568,44789
"Scap_2C01_ad_01633",5057,5343,4199,6375,4704,4271,4219,5261,6266
"Scap_2C01_ad_01634",11043,12256,10871,14079,13637,15939,16199,17369,16901
"Scap_2C01_ad_01635",3831,4091,3752,6456,6001,7992,6575,6579,6024
"Scap_2C01_ad_01636",8746,9841,8264,24302,19545,21216,18787,20673,21007
"Scap_2C01_ad_01637",1903,2025,1781,1974,1688,2235,2532,2728,2417
"Scap_2C01_ad_01638",27226,26982,23296,25503,22386,25604,34816,35482,34693
"Scap_2C01_ad_01639",4905,4749,4355,6119,6003,7734,9557,8818,7962
"Scap_2C01_ad_01640",5776,5242,4529,3774,3465,3952,3497,3743,3885
"Scap_2C01_ad_01641",3929,3499,3405,2742,2475,3206,2508,2873,2593
"Scap_2C01_ad_01642",3193,2802,2695,1928,1639,2054,1569,1801,1740
"Scap_2C01_ad_01643",1623,1524,1402,922,838,942,754,798,761
"Scap_2C01_ad_01644",829,811,805,952,763,930,1120,1214,1217
"Scap_2C01_ad_01645",209687,236409,256688,223435,248515,285457,319486,314757,303834
"Scap_2C01_ad_01646",448308,526040,513071,504346,571406,565050,541411,544068,588434
"Scap_2C01_ad_01647",19348,24040,35947,29506,46797,49281,49060,34453,33328
"Scap_2C01_ad_01648",125528,151852,183435,175862,234769,246352,229940,202365,195142
"Scap_2C01_ad_01649",17837,18738,15938,17741,16314,19993,17632,17701,17436
"Scap_2C01_ad_01650",29470,33524,30979,22337,21274,23853,26070,28440,27092
"Scap_2C01_ad_01651",16287,17915,16182,13631,12023,16111,19215,20773,18561
"Scap_2C01_ad_01652",185938,196583,167267,138427,119453,134141,170226,188363,185502
"Scap_2C01_ad_01653",401,324,308,81,78,103,72,65,80
"Scap_2C01_ad_01654",2339,2264,1695,505,447,514,342,373,377
"Scap_2C01_ad_01655",13235,12780,10870,9402,8332,9639,9552,10096,10262
"Scap_2C01_ad_01656",8341,7649,6780,3657,3422,4434,4340,4443,4434
"Scap_2C01_ad_01657",6857,6134,5739,3463,3403,4355,4179,3901,3998
"Scap_2C01_ad_01658",1112,978,758,1046,984,1076,1157,1376,1279
"Scap_2C01_ad_01659",311400,331784,274927,208505,194477,224206,228749,241373,236673
"Scap_2C01_ad_01660",85887,87368,73462,57384,57100,71777,67444,75832,68605
"Scap_2C01_ad_01661",1712,2032,2127,3482,4071,6189,8858,7228,6245
"Scap_2C01_ad_01662",5099,5891,5919,3450,3241,4062,3791,4070,3503
"Scap_2C01_ad_01663",39925,39739,37819,28836,26265,33244,38332,42420,37907
"Scap_2C01_ad_01664",956,819,766,8294,8233,12613,12858,11887,10604
"Scap_2C01_ad_01665",2054,2160,1851,6386,5614,6355,5553,6353,5925
"Scap_2C01_ad_01666",4704,4404,3997,9780,8891,10388,8097,9071,8551
"Scap_2C01_ad_01667",2388,2299,2130,4139,3757,4512,3679,4184,3900
"Scap_2C01_ad_01668",995,936,1267,14358,20816,21068,21937,17151,17483
"Scap_2C01_ad_01669",2830,2498,2931,43744,56389,60744,54551,45247,45166
"Scap_2C01_ad_01670",1514,1247,1327,23132,25408,25576,22859,20682,21622
"Scap_2C01_ad_01671",2229,1810,2046,35260,38046,42049,38777,36671,35978
"Scap_2C01_ad_01672",4901,4157,4628,74992,75304,86006,76018,77510,75221
"Scap_2C01_ad_01673",4659,4316,4700,69405,69623,79122,70101,70960,66152
"Scap_2C01_ad_01674",1004,979,1118,17371,19183,24646,17955,17763,14977
"Scap_2C01_ad_01675",307,313,396,6256,7055,8601,6548,5952,5437
"Scap_2C01_ad_01676",1814,1895,2014,42518,46847,50408,32704,32351,31052
"Scap_2C01_ad_01677",3313,3036,3314,86269,92926,104669,64766,64737,60816
"Scap_2C01_ad_01678",692,590,652,17553,17895,22514,14507,14809,13516
"Scap_2C01_ad_01679",9695,8942,8316,78851,77823,92989,59332,66262,59597
"Scap_2C01_ad_01680",194442,197577,161884,120910,110416,123197,113882,132847,135283
"Scap_2C01_ad_01681",10392,10622,10002,8754,8268,11759,12590,13924,12785
"Scap_2C01_ad_01682",977191,1073527,1093688,1077202,1029921,1223947,806333,762750,745939
"Scap_2C01_ad_01683",1918300,2139378,2132138,2024741,1919532,2148403,1444444,1333190,1336631
"Scap_2C01_ad_01684",428872,467896,500101,453520,442172,525156,374887,336727,325768
"Scap_2C01_ad_01685",190583,210124,214720,197824,186647,214176,141623,134050,133036
"Scap_2C01_ad_01686",2713,3275,3767,2475,2770,3091,2837,2587,2787
"Scap_2C01_ad_01687",33514,32777,28821,24990,22572,26463,29310,34818,31603
"Scap_2C01_ad_01688",25777,26536,23877,21702,20641,26392,28229,31158,27410
"Scap_2C01_ad_01689",33094,31232,26023,25870,22890,26536,29065,31636,31309
"Scap_2C01_ad_01690",13357,13263,11554,10832,9574,11136,13045,13873,13685
"Scap_2C01_ad_01691",430,426,404,792,1068,1326,1377,1168,1245
"Scap_2C01_ad_01692",155966,140551,118081,314084,277616,331763,320617,334190,343305
"Scap_2C01_ad_01693",550,590,512,760,612,789,802,874,738
"Scap_2C01_ad_01694",6840,6308,5421,4542,4125,4643,6583,7173,6770
"Scap_2C01_ad_01695",10541,11285,9408,18415,16677,18845,20177,21412,21684
"Scap_2C01_ad_01696",21334,24118,22744,14890,14178,16439,23286,24634,24020
"Scap_2C01_ad_01697",7117,7373,6331,6244,5456,6112,7627,7944,8130
"Scap_2C01_ad_01698",46022,46321,38507,40749,36580,38917,45978,51131,50393
"Scap_2C01_ad_01699",13258,13665,12313,15383,14589,17095,20032,20281,18594
"Scap_2C01_ad_01700",11611,11076,9322,7342,6494,7194,6085,6829,6634
"Scap_2C01_ad_01701",2241,2466,2356,4717,4294,4988,5387,5382,4801
"Scap_2C01_ad_01702",136,172,129,871,910,1354,2389,2299,2239
"Scap_2C01_ad_01703",6476,6815,5494,7514,7342,8958,3716,3829,3480
"Scap_2C01_ad_01704",1727,1655,1448,1171,1045,1314,1104,1254,1053
"Scap_2C01_ad_01705",792,730,624,540,423,498,365,388,434
"Scap_2C01_ad_01706",3753,3449,2945,2455,2206,2801,1788,2035,1730
"Scap_2C01_ad_01707",3263,3476,3620,2353,2405,3374,1014,1115,943
"Scap_2C01_ad_01708",191,170,127,155,125,154,119,137,125
"Scap_2C01_ad_01709",901,969,759,727,611,712,650,725,742
"Scap_2C01_ad_01710",2290,2335,1925,4776,4056,4410,6565,7090,7477
"Scap_2C01_ad_01713",1730,1962,1415,29181,22599,24077,21584,24518,25797
"Scap_2C01_ad_01714",173,197,237,8398,7345,11110,12290,12828,10148
"Scap_2C01_ad_01715",34938,38954,37273,7187,7245,9382,7439,7884,7360
"Scap_2C01_ad_01716",905,874,882,666,609,776,964,895,967
"Scap_2C01_ad_01717",20157,18563,16676,14127,11665,14425,15078,16802,15819
"Scap_2C01_ad_01718",11306,12256,10575,14999,12927,15830,15250,16483,15311
"Scap_2C01_ad_01719",15435,15745,13329,10100,8933,11075,10277,10889,10231
"Scap_2C01_ad_01720",57147,57374,45308,44336,41388,47128,36710,43369,42568
"Scap_2C01_ad_01721",4614,4857,5258,2612,2708,4124,4249,3909,3661
"Scap_2C01_ad_01722",35837,38012,36422,25098,23355,26439,28047,28152,27095
"Scap_2C01_ad_01723",5640,6042,5974,4521,4316,4960,4952,5021,4891
"Scap_2C01_ad_01724",17997,19977,20671,13900,14189,16860,15929,15266,14551
"Scap_2C01_ad_01725",52281,51668,42903,47153,40742,47922,44284,46180,45044
"Scap_2C01_ad_01726",14465,14671,13689,11966,10177,12387,14577,14892,14665
"Scap_2C01_ad_01727",35422,38487,31546,77203,69828,78922,73728,82496,81728
"Scap_2C01_ad_01728",1984,2104,1893,3374,2915,3582,4149,4157,4035
"Scap_2C01_ad_01729",59275,63209,55044,40033,36457,43122,39210,44972,43885
"Scap_2C01_ad_01730",22795,23695,20815,11796,11067,13272,12730,13167,13238
"Scap_2C01_ad_01731",20142,19571,18660,19451,17300,21637,23921,25814,23383
"Scap_2C01_ad_01732",11726,11362,10816,13239,11704,14280,14849,15858,14825
"Scap_2C01_ad_01733",6868,6775,5743,7558,6559,6771,7166,8173,8363
"Scap_2C01_ad_01734",17507,18637,16145,15893,14511,16671,15944,17848,17239
"Scap_2C01_ad_01735",10658,11571,10163,10609,9965,11973,11772,12736,11572
"Scap_2C01_ad_01736",1236,1343,1558,1180,1211,1920,2154,1949,1768
"Scap_2C01_ad_01737",9668,10120,9445,6666,6359,9152,8232,8977,7579
"Scap_2C01_ad_01738",11779,12337,11011,14121,12814,16210,15438,16585,15699
"Scap_2C01_ad_01739",33274,34962,32496,35101,32330,38196,37642,40848,38735
"Scap_2C01_ad_01740",84882,91273,78688,67421,64893,76330,67004,76511,69915
"Scap_2C01_ad_01741",1024,1284,1186,896,1160,1432,776,772,767
